,User,Pesan,Jam,Tanggal,Status,Saham
696,Melvin E. S.,"sami-sami...bisa didiskusikan sesama anggota based on chart. sy juga pengen belajar utk memperdalam chart, kombinasi mana yg paling akurat...
Lebih cakep chart BRIS kalo dibanding AGRO...",11:08:46 PM,Tuesday April 6 2021,Positif,BRIS
697,Jay Jay,"Membalas : Wahh saya trauma dgn kren 
saya malah seneng. bolak balik dapat",8:44:23 PM,Tuesday April 6 2021,Positif,KREN
698,Sales ERAA,"Membalas : https://www.cnbcindonesia.com/market/20210408131612-17-236226/bos-bca-bank-digital-bca-siap-operasi-pertengahan-tahun
di haka gk nih BBCA   ",8:35:14 PM,Tuesday April 6 2021,Positif,BBCA
699,nathan,seperti nya gk pak dari rasa juga beda jangan lupa hsmp dan ggrm juga ngeluarin produk skt yang harga nya hampir mirip sama produk wiim ya,8:18:31 PM,Tuesday April 6 2021,Positif,"GGRM,WIIM"
700,TAUFIQI ROMADHON,"Membalas : Terimakasih.. Silahkan tmn2 yg tertarik raja sudah ada analisa nya
Itu diatas...senangx kl sedang uptrend gini,smoga raja gk premature trendnya ",8:11:24 PM,Tuesday April 6 2021,Positif,RAJA
701,TAUFIQI ROMADHON,"Membalas : Silahkan di share analisa nya..
RAJA bsk mampir dl di 240 kl dia mantul ke atas akan mencoba resisten di 270...tp kl support 240 jebol segera cutloss",8:05:16 PM,Tuesday April 6 2021,Positif,RAJA
702,Bapakne Naila,"Membalas : Thank you tambahan nya pak
Daahh RAJA aja   ",7:55:17 PM,Tuesday April 6 2021,Positif,RAJA
703,Billy,"ISAT.. Another minervini or O'Neil setup?
Vcp then break out lalu pullback dgn vol rendah.. Harga close di 6700, masih aman jika harga tetap diatas level tersebut 
Ini adalah foto",7:45:03 PM,Tuesday April 6 2021,Positif,AMAN
704,Billy,"BBKP lovers.. Ada pattern cup n handle kecil lalu potensi melanjutkan bullish trend nya jika tembus 590..hari ini walaupun vol ga terlalu besar tp harga berhasil ditutup diatas MA20 dan MA50... On list.. Biasanya ikutan overall market...  
Ini adalah foto
",7:32:31 PM,Tuesday April 6 2021,Positif,BBKP
705,Billy,"Makasih pak guru, pak fakhri dkk.. Tetep harus watch lg fren nya kedepan jika konsol dan tetep bertahan diatas MA200 nya maka bisa jadi opportunity untuk short term trade
KRAS... Hari ini ada volume spike, dan harga berhasil tembus MA20 dan MA50.. Menarik jika tetap bertahan kedua area dynamic support tersebut.

CRs turn positive..
Ini adalah foto",7:20:35 PM,Tuesday April 6 2021,Positif,FREN
706,Fakhri Arsyan,"offernya sama bidnya fren bisa berjuta2, enek liatnya",6:40:11 PM,Tuesday April 6 2021,Positif,FREN
707,Benhan,"Membalas : Photo
FREN ada bullish divergence juga periode 8-25 Mar",6:32:01 PM,Tuesday April 6 2021,Positif,FREN
708,Edi Liem,Bank digital yg pbv gila2an bisa bubble gak ko?,5:57:55 PM,Tuesday April 6 2021,Positif,BANK
709,nathan,"Membalas : Karena valuasinya ARTO paling gila itu maka narasi nya Gojek
jadi grup ini mau di  goreng pake narasi gojek juga ya hu tapi kalau terbang lumayan juga kaya arto ya",5:57:23 PM,Tuesday April 6 2021,Positif,ARTO
710,nathan,"Membalas : Atau Northstar Atau kakak adek ASSA ESSA We never know...
kalau di buat terbang bisa jadi lppf tutup gap atas di puluhan ribu ",5:56:07 PM,Tuesday April 6 2021,Positif,"ASSA,ESSA,LPPF"
711,nathan,bisa jadi emiten grup nya di buat terbang kaya arto,5:54:42 PM,Tuesday April 6 2021,Positif,ARTO
712,Hauw,"Sell on strength
Aduu baca naik dikit bang  
Membalas : Kalo power naikin nya paling gede Gojek, ya Gojek yg dibawa2. Saat ini Gojek karena semua ngeliat valuasi ARTO ngiler wkwkk
Ini lho wkwkw
",5:34:47 PM,Tuesday April 6 2021,Positif,"ARTO,BACA"
713,Aliong,"Membalas : Dibeli Gojek/Grab/Temasek
Gojek yg beli ya ? Kirain grab kan masi sinergian sama ovo

Berarti mlpl cuan banyak dong om?",5:34:45 PM,Tuesday April 6 2021,Positif,MLPL
714,nathan,Matahari di beli Gojek? Lppf bisa ke 3 ribu hu?,5:31:40 PM,Tuesday April 6 2021,Positif,LPPF
715,Benhan,"Membalas : ASRI ada 4 inside bars ya pak? Spt yg di gemesnya pak Guru. Btw 22nya kehadang ma20 dan ma50 pak
Betul ada 4. Tanda kuat reversal dan semoga besok bisa BO",4:01:06 PM,Tuesday April 6 2021,Positif,ASRI
716,Ext,"Saya TP pak benhan kmaren sempet 125 persen, senengnya bukan main",3:48:59 PM,Tuesday April 6 2021,Positif,MAIN
717,Benhan,"Patut dipantau untuk besok: ASRI dan BBYB. 
Sinyalnya seperti mau terbang tinggi",3:45:52 PM,Tuesday April 6 2021,Positif,ASRI
718,Lee Khong Huan,Kino mantulnya mantep bener ya,3:40:03 PM,Tuesday April 6 2021,Positif,KINO
719,Genial Nugraha,Inco apakah break out resisten?,3:15:13 PM,Tuesday April 6 2021,Positif,INCO
720,Lee Khong Huan,"Antm naik tp top buyer kok si lord moge, besok langsung dumped nggak tuh barang  ",2:51:34 PM,Tuesday April 6 2021,Positif,ANTM
721,Rui :rocket: :speedboat::dancer: ,"Membalas : Sungkem cici guru SAME @RuiAuxilia IJO!
      

*poles2 kotak berharganya isi SAME digembok*",2:51:15 PM,Tuesday April 6 2021,Positif,SAME
722,Bow,Happy cuan all.. Jangan lupa 100% cash ya..   ,2:48:19 PM,Tuesday April 6 2021,Positif,CASH
723,Benanta,"Membalas : SAME tunggu besok2 aja, bakal turun sepertinya
Balik lagi itu om harga open, tutup ijo aja bisa ngacirr itu besoknya,, Mudah2an tapi ya",2:47:24 PM,Tuesday April 6 2021,Positif,SAME
724,Benanta,"Candle SAME cihuy tu,, sikatt",2:39:52 PM,Tuesday April 6 2021,Positif,SAME
725,Jafar Sim,"Membalas : Bbkp bris agro wkwk
Aammpuuunn pak Benhan    
@aldoow siaaapp   point pentingnya: ramalan ga penting gaaeesss yg penting porto nya ara  ",2:36:36 PM,Tuesday April 6 2021,Positif,"AGRO,BBKP,BRIS"
726,Aho Lie,Pak benhan fillingnya luar biasa bilg agro disaat nmerah lgs ijo kyk penggerak bursa     ,2:36:32 PM,Tuesday April 6 2021,Positif,AGRO
727,Benanta,SAME disundul pelan pelan,2:36:25 PM,Tuesday April 6 2021,Positif,SAME
728,Ardi,"Membalas : 3 bank serangkai mulai aktif kembali
Bank apa tuh kaka ?  ",2:34:13 PM,Tuesday April 6 2021,Positif,BANK
729,Mic,3 bank serangkai mulai aktif kembali,2:33:38 PM,Tuesday April 6 2021,Positif,BANK
730,Lee Khong Huan,Malah Bris yg mabur,2:33:35 PM,Tuesday April 6 2021,Positif,BRIS
731,S farisi,"Membalas : Terbang ya AGRO
semogaaa naik terus",2:32:07 PM,Tuesday April 6 2021,Positif,AGRO
732,Benhan,"Membalas : Kalau main feeling, prediksi saya AGRO break out hari ini. Feeling lho ya. Mari kita lihat Disclaimer on, ga punya barang jug
Terbang ya AGRO",2:30:43 PM,Tuesday April 6 2021,Positif,"AGRO,MAIN,MARI"
733,Jafar Sim,"Ihsg 6064
Agro 1065 1070
Ara kan ndarr!! :rocket::rocket::rocket:
",2:30:32 PM,Tuesday April 6 2021,Positif,AGRO
734,Mic,"BRIS DOID INDY  PURE HAKA !!!
",2:25:21 PM,Tuesday April 6 2021,Positif,"BRIS,DOID,INDY,PURE"
735,Ext,"Jangan lupakan RAJA dan KRAS, ada potensi mantul
Khususnya buat kras, ada potensi mantul setelah terkoreksi agak dalam",2:14:35 PM,Tuesday April 6 2021,Positif,RAJA
736,Dream Big,BACA ngegas,2:11:34 PM,Tuesday April 6 2021,Positif,BACA
737,Ext,In DOID i trust  ,2:09:53 PM,Tuesday April 6 2021,Positif,DOID
738,Andreas Teddy,diem2 aja DOID biarkan bandar bekerja  ,2:04:20 PM,Tuesday April 6 2021,Positif,DOID
739,Mic,DOID indy haka,2:03:03 PM,Tuesday April 6 2021,Positif,"DOID,INDY"
740,Doni Tata,DOID jadi duid,2:02:29 PM,Tuesday April 6 2021,Positif,DOID
741,Bow,DOID nya pak guru Eko Bawono jalan..   ,2:01:54 PM,Tuesday April 6 2021,Positif,DOID
742,Puspita Wardani,Lumayan copet2 di AMAR   bentar doang dpt 18%,1:57:57 PM,Tuesday April 6 2021,Positif,AMAR
743,Dream Big,AMAR ARA signal,1:56:35 PM,Tuesday April 6 2021,Positif,AMAR
744,Dream Big,"next BBYB
MCOR masih dibawah, siap siap ngegas",1:49:18 PM,Tuesday April 6 2021,Positif,"BBYB,MCOR"
745,Jee Satya,"Membalas : AGRO nya sdh hijau
Mantul brati itu  ",1:48:57 PM,Tuesday April 6 2021,Positif,AGRO
746,Dream Big,ARAkan AMAR,1:47:03 PM,Tuesday April 6 2021,Positif,AMAR
747,Puspita Wardani,AGRO nya sdh hijau,1:42:46 PM,Tuesday April 6 2021,Positif,AGRO
748,Jafar Sim,"Membalas : Kalau main feeling, prediksi saya AGRO break out hari ini. Feeling lho ya. Mari kita lihat Disclaimer on, ga punya barang jug
Selamat pak, bapak menang dan benar  agro ijo 1050 sekarang  ",1:39:07 PM,Tuesday April 6 2021,Positif,"AGRO,MAIN,MARI"
749,Novine 90210,"Membalas : Bandar dan asing yg di saham BBKP masih di dalam. Jasi masih berpeluang naik..
  ",1:15:37 PM,Tuesday April 6 2021,Positif,BBKP
750,Ahmad Rifai,gw pantau di done detail aj klo broker2 merah pd beli banyak lg gw haka deh bbkp  ,1:15:17 PM,Tuesday April 6 2021,Positif,BBKP
751,Taufiq,"Saya malah masuk kemarin haka d 510 bbkp. Bbkp kl loncat langsung tinggi
",1:11:23 PM,Tuesday April 6 2021,Positif,BBKP
752,Melvin E. S.,"Membalas : Jir bbkp gw jual kmaren 515 malah jalan pantes sore banyak yg haka asing jd kemakan bid gw
Bandar dan asing yg di saham BBKP masih di dalam. Jasi masih berpeluang naik..",1:04:07 PM,Tuesday April 6 2021,Positif,BBKP
753,Ahmad Rifai,Jir bbkp gw jual kmaren 515 malah jalan pantes sore banyak yg haka asing jd kemakan bid gw,11:51:21 AM,Tuesday April 6 2021,Positif,BBKP
754,Jimmy,"Membalas : Aaaraaa kan ndar!! :rocket::rocket::rocket:
BBKP jalan ya Om. Congrats!",11:40:04 AM,Tuesday April 6 2021,Positif,BBKP
755,Aldo,"Membalas : Nah!   agro hari ini BO menurut pak Benhan ayok ayok sekarang agro 1030, biasanya akurasi saya 0%
Kalo Kapten Gunners saya blg BO ya Flying High   ",11:37:04 AM,Tuesday April 6 2021,Positif,AGRO
756,Jafar Sim,"Membalas : Photo
Tadinya aku maunya tulis agro dibawah 1000 tapi ga tega   ya uda deh 1020 nya harusnya support kuat itu, semoga mantul yaaa",11:26:40 AM,Tuesday April 6 2021,Positif,AGRO
757,Benhan,"Membalas : Yang agro yang agro,, skrg 1030 feeling saya closing 1020 Cent skrg 286 feeling saya closing di 280 Wiim keren nih skrg 975 feel
Kalau main feeling, prediksi saya AGRO break out hari ini.
Feeling lho ya. Mari kita lihat  
Disclaimer on, ga punya barang juga",11:10:11 AM,Tuesday April 6 2021,Positif,"AGRO,CENT,MAIN,MARI,WIIM"
758,Erwin Smith,"Membalas : Photo
Tpi sya cuan trus om masuk rekomny  ",11:08:25 AM,Tuesday April 6 2021,Positif,TRUS
759,Puspita Wardani,BNBA BBHI bikin senyum dr kemarin  ,11:00:28 AM,Tuesday April 6 2021,Positif,"BBHI,BNBA"
760,Raditbima,Arakan bbhi ndar. Lanjut bank yg lain hehe,11:00:23 AM,Tuesday April 6 2021,Positif,"BANK,BBHI"
761,Vetty Wei,Bbri ud ngegas pdhl,10:58:04 AM,Tuesday April 6 2021,Positif,BBRI
762,Tomatto Tomatto,Doid bisa haka,10:43:22 AM,Tuesday April 6 2021,Positif,DOID
763,Vetty Wei,"Membalas : Aq gk pnya barang tp ikut seneng, krn biasanya klu trio macan ngegas IHSG biasanya ijo
Aku punya 2 brg mbak, ud sebln nungguin naik...akhirnya nyampe jg haha",10:42:38 AM,Tuesday April 6 2021,Positif,TRIO
764,Puspita Wardani,"Membalas : Trio mining ngegasssss....akhirnyaaaa     
Aq gk pnya barang tp ikut seneng, krn biasanya klu trio macan ngegas IHSG biasanya ijo  ",10:37:31 AM,Tuesday April 6 2021,Positif,TRIO
765,Vetty Wei,Trio mining ngegasssss....akhirnyaaaa     ,10:35:19 AM,Tuesday April 6 2021,Positif,TRIO
766,Wahyu Rizky,"Membalas : Kode hambalang DGIK ya om?
Otw 700 ini  ",10:21:17 AM,Tuesday April 6 2021,Positif,DGIK
767,Hendra Choo,SSMS itu lumayan. coba d cek.,9:49:49 AM,Tuesday April 6 2021,Positif,SSMS
768,Aho Lie,"Membalas : Yang agro yang agro,, skrg 1030 feeling saya closing 1020 Cent skrg 286 feeling saya closing di 280 Wiim keren nih skrg 975 feel
Klo saya liat sekrg ijo pak tp kecil klo merah jg demikisn biar gak nyopet tp arah tetepnaik ",9:40:27 AM,Tuesday April 6 2021,Positif,"AGRO,CENT,WIIM"
769,Jafar Sim,"Membalas : Kyknya cent msinnya halus sekrg gak mau kyk krmrn  
Yang agro yang agro,, skrg 1030 feeling saya closing 1020
Cent skrg 286 feeling saya closing di 280
Wiim keren nih skrg 975 feeling saya closing 1005
Same? Dont worry, otw ke 773 dia  lets see..",9:39:31 AM,Tuesday April 6 2021,Positif,"AGRO,CENT,WIIM"
770,Erich,roda gileeee...,9:17:17 AM,Tuesday April 6 2021,Positif,RODA
771,Hendra Choo,nungguin Deviden BJBR 6% an dri hrg skrg.,9:13:51 AM,Tuesday April 6 2021,Positif,BJBR
772,Polma Tambunan,"Membalas : Siapp! Berarti fix! Hari ini closing 6116 , semangaatt!! Araa kan ndaarr! psstt karena ngebet cuan,, aku mau pakai ilmu c
BBKP extra sabar ya pak hahahha. Ingat jaman 200an sideways nya lama bgt tahun lalu. Eh cuma butuh semingguan udah ke 500an terus ke 700an.",6:13:39 AM,Tuesday April 6 2021,Positif,BBKP
773,Jafar Sim,"Membalas : Photo
Siapp! Berarti fix! Hari ini closing 6116 , semangaatt!! Araa kan ndaarr! :rocket::rocket::rocket: psstt karena ngebet cuan,, aku mau pakai ilmu cocokmology aahh, bbkp tak cocoki ke flag pattern dan berarti = hari ini jalan dunnkkk yaa   ",6:10:29 AM,Tuesday April 6 2021,Positif,BBKP
774,Eko Bawono,"Membalas : Pagii pak guru, semoga sehat selalu yaa, waah pagi pagi uda dikasih bocoran saham bagus, terima kasihh
Amiiiiin
Nebak... 6116 trus 6200  
Ini adalah foto",6:06:00 AM,Tuesday April 6 2021,Positif,TRUS
775,Elon Mas,"pokoknya kalo si B udah koar koar saham tertentu lebih baik siap siap jualan aja
seperti ENRG kan si B koar koar  buktinya kemarin dan hari ini Turun",7:51:55 PM,Friday April 9 2021,Negatif,ENRG
776,Charles Prop,"Membalas : itu ci f liat nya dari sisi fundamental hu tapi ya kalau alesan fundamental ya bener tapi kalau bener salah di liat dari naik tu
antm fundanya mana bagus pak? DPR nya aja pelit sekali bagi deviden dari dulu. padahal perusahaan trading emas milik negara pula.

itu kan cuma sentimen tesla aja, toh dari desember juga uda keliatan gelagatnya tesla ga akan masuk kesini, cuma kan pada menutup mata batin aja pura2 ga tau yg penting haka.",7:07:42 PM,Friday April 9 2021,Negatif,ANTM
777,Dream Big,"Ini adalah foto
BACA mau ARB hahah",2:06:32 PM,Friday April 9 2021,Negatif,BACA
778,Severinus Utomo,"Membalas : Arahan untuk doid hu...
Ayo CL2 bubar2 wkwkwk",1:49:20 PM,Friday April 9 2021,Negatif,DOID
779,Jim,"Ati2 bank uda kena brp x suspend...
Buangan nya banyak tuh barusan.jgn dikejar",1:49:08 PM,Friday April 9 2021,Negatif,BANK
780,Rui :rocket: :speedboat::dancer: ,"CENT apakah VCP  

Volume semakin mengecil     
Ini adalah foto",11:20:43 AM,Friday April 9 2021,Negatif,CENT
781,Maimunah,"Membalas : berat sih LPPF dibanding mppa & mlpl, tapi kita liat aja
Iya skrg mereka turun tipis, hrsnya nurunin penumpang dulu kita liat episode berikutnya atau kita cari stock yg lain",11:15:09 AM,Friday April 9 2021,Negatif,"LPPF,MPPA"
782,Hendra Choo,"Membalas : Kenapa ya pwon susah move on?
gak bisa gerak utk PWOn, kemungkinan hrs nunggu Q2, lQ nya turun d banding thn lalu dan kalo pun ada deviden cuman 1% sangat gak menarik.",11:05:23 AM,Friday April 9 2021,Negatif,PWON
783,Oki Oce,"Membalas : Kl MPPA ARA, kejar LPPF nya
berat sih LPPF dibanding mppa & mlpl, tapi kita liat aja",10:46:07 AM,Friday April 9 2021,Negatif,"LPPF,MPPA"
784,Handy HD,Wkwkwk yg punya bad news MPPA lg ngopi,10:39:30 AM,Friday April 9 2021,Negatif,MPPA
785,Mic,Mlpl nya sesat dijalan bandar,10:37:23 AM,Friday April 9 2021,Negatif,MLPL
786,Oki Oce,"Membalas : Itu LPPF gk ada yg brani makan ya?
berat lppf",10:35:43 AM,Friday April 9 2021,Negatif,LPPF
787,Jee Satya,"Membalas : Tadi pagi beli tongkol tau beli ikan 
Turun scepat kilat ...kalo ada lot sgt bsr masuk  ",10:15:27 AM,Friday April 9 2021,Negatif,IKAN
788,Fik Hd,"Sue mppa gue jual murah,  harus pd sendiri ni",10:05:11 AM,Friday April 9 2021,Negatif,MPPA
789,Rui :rocket: :speedboat::dancer: ,"Membalas : komfrim pola sesat    
sesat sekali, ga dikasi koreksi   ",10:04:00 AM,Friday April 9 2021,Negatif,POLA
790,krm nugraha,"Membalas : MLPL
komfrim pola sesat    ",10:03:27 AM,Friday April 9 2021,Negatif,"MLPL,POLA"
791,panjianom,"klo mppa close diatas 492, gak sehat ini  ",10:02:44 AM,Friday April 9 2021,Negatif,MPPA
792,moko apdan,"Membalas : Siaappp CENT hari ini feeling ku koq merah ya? Closing 274  
ini yg Di tunggu Pak,kmrn Di tinggal masinis ",9:56:29 AM,Friday April 9 2021,Negatif,CENT
793,Ext,ELSA sepi banget,9:26:05 AM,Friday April 9 2021,Negatif,ELSA
794,Benanta,BRMS R jual jual hari ni terakhir hiya hiya hiya,9:16:24 AM,Friday April 9 2021,Negatif,BRMS
795,Jafar Sim,"Membalas : Pak @wealth88 tolong prediksinya yg jelek2 hr ini     
Siaappp CENT hari ini feeling ku koq merah ya? Closing 274  ",8:58:31 AM,Friday April 9 2021,Negatif,CENT
796,Poniman,"Membalas : sd 30december 2021 mppa mudahan sdh di 1800an jd corp dilaporan spt tahunan nya jd ok dech
Mudah2an, masa manager Anderson ( Temasek ) ngak ada usaha, Mau makan gaji buta tuh manager!!   ",10:52:03 PM,Tuesday April 6 2021,Negatif,"MASA,MPPA"
797,hery,sudah baca pemaparan hu hauw tadi sore? siap sell on news,10:26:08 PM,Tuesday April 6 2021,Negatif,BACA
798,Hendra Santoso,"Membalas : Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro 1.gampang buy susah cl klo salah 2.gampang buy
susah sell hu kalau saya  ",8:54:21 PM,Tuesday April 6 2021,Negatif,SINI
799,Eviros,"Membalas : Itu diatas...senangx kl sedang uptrend gini,smoga raja gk premature trendnya
260 kena fibo 0,68 atau golden ratio, smga bsok lanjutlah, hbis pinokio bar merah wajar, dan hari ini volumenya tipis",8:53:38 PM,Tuesday April 6 2021,Negatif,RAJA
800,Nanang Eko,"Membalas : Photo
Wahh saya trauma dgn kren ",8:43:59 PM,Tuesday April 6 2021,Negatif,KREN
801,Fajar Oktavaria,"Membalas : Photo
Kalau besok close tembus >1020 jadi pola ""sesat""   ",7:50:49 PM,Tuesday April 6 2021,Negatif,POLA
802,Billy,"Membalas : Kalau sy lihat ada hidden bullish div dan juga dobot ya hu
Macd kah pak bull div nya?
Dobot =double bottom ya?
Nah saya pngn sebut itu juga tp ragu setau saya Dobot itu ada nya di downtrend hehe.. Cmiiw yaaa",7:41:55 PM,Tuesday April 6 2021,Negatif,BULL
803,Lee Khong Huan,"Membalas : Apalagi di 2020 sampai q3, sales n eps growth super sekali.
Apa karena sigaret kretek ga kena sentimen cukai, pak Guru? Ggrm hmsp kok ambless",7:41:33 PM,Tuesday April 6 2021,Negatif,"GGRM,HMSP"
804,Benhan,"Membalas : offernya sama bidnya fren bisa berjuta2, enek liatnya
Ga cantik ya BD nya",6:42:20 PM,Tuesday April 6 2021,Negatif,FREN
805,nathan,"Membalas : Masalahnya Banyak yg skdr pakai isu  digital 
udah arb berapa hari bank digital masih lupa pak?",6:06:38 PM,Tuesday April 6 2021,Negatif,BANK
806,Petro,"Membalas : kalau di buat terbang bisa jadi lppf tutup gap atas di puluhan ribu
Yah, bisa jdi juga trun dibawah 1000 klau pnik cl",5:56:56 PM,Tuesday April 6 2021,Negatif,LPPF
807,Jutha Bram,"Membalas : Dibeli Gojek/Grab/Temasek
Kl cocokmology nya Temasek dkk yg beli.
Dilihat dr shareholder 5% above di LPPF skrg dari Singapore semua.
Dan hari demi hari kepemilikan publik selalu tergerus...

Entah drama apa yg akan terjadi ya pak ",5:39:21 PM,Tuesday April 6 2021,Negatif,LPPF
808,Tj@,BBHI bakal suspend lagi gak ya besok?,5:25:51 PM,Tuesday April 6 2021,Negatif,BBHI
809,Dream Big,"Membalas : Patut dipantau untuk besok: ASRI dan BBYB. Sinyalnya seperti mau terbang tinggi
BBYB volume kurang mendukung",3:48:47 PM,Tuesday April 6 2021,Negatif,"ASRI,BBYB"
810,Benhan,"Membalas : BBHI
Belum kapok?  ",3:48:19 PM,Tuesday April 6 2021,Negatif,BBHI
811,Aliong,"Ihsg gap 6030an ketutup ditambah antm dobot

Drama awal tahun keulang kah?",2:52:01 PM,Tuesday April 6 2021,Negatif,ANTM
812,Bow,SAME injury time..,2:49:40 PM,Tuesday April 6 2021,Negatif,SAME
813,Ext,MAIN masih ketinggalan ini,2:38:12 PM,Tuesday April 6 2021,Negatif,MAIN
814,Muhammad Kurniawan,"LPPF lagi merah, masih bisa entri atau tambah muatan pak?",2:36:49 PM,Tuesday April 6 2021,Negatif,LPPF
815,Aldo,"Membalas : Ihsg 6064 Agro 1065 1070 Ara kan ndarr!! :rocket::rocket::rocket:
bsok prediksi agro arb lg ya pak       ",2:35:46 PM,Tuesday April 6 2021,Negatif,AGRO
816,Lee Khong Huan,"Membalas : Jangan lupakan RAJA dan KRAS, ada potensi mantul Khususnya buat kras, ada potensi mantul setelah terkoreksi agak dalam
volume hampir 10x volume beberapa hari terakhir, tapi tadi kesusahan jebol ma50, sekarang stucked di 670 675, apa mmg belum boleh naik lebih tinggi, belum penuh koper DX BQ XA  ",2:29:39 PM,Tuesday April 6 2021,Negatif,RAJA
817,Hauw,"Membalas : Ada juga yg ngaco bang. Kayak Agro
Ini rata2 pada kena prank emang",2:23:49 PM,Tuesday April 6 2021,Negatif,AGRO
818,Lee Khong Huan,Ma50nya kras keras bener ga tembus   ,11:28:14 AM,Tuesday April 6 2021,Negatif,KRAS
819,Puspita Wardani,"Membalas : Ada juga yg ngaco bang. Kayak Agro
Semesta tdk mendukung itu  ",11:21:23 AM,Tuesday April 6 2021,Negatif,AGRO
820,Gema Goenardi,"Membalas : Tpi sya cuan trus om masuk rekomny  
Ada juga yg ngaco bang. Kayak Agro",11:20:54 AM,Tuesday April 6 2021,Negatif,"AGRO,TRUS"
821,Chris Tian Tee,bbca ngga ijo... ihsg susah naik,10:55:40 AM,Tuesday April 6 2021,Negatif,BBCA
822,Hendra Choo,"Membalas : Yang agro yang agro,, skrg 1030 feeling saya closing 1020 Cent skrg 286 feeling saya closing di 280 Wiim keren nih skrg 975 feel
berat utk AGRO liat LQ nya.",9:48:00 AM,Tuesday April 6 2021,Negatif,"AGRO,CENT,WIIM"
823,"Okto ""JUAL PAKET DATA INTERNET"" BERKATstore","Membalas : PNBS saya sudah sellm soalnya dia membentuk rambut panjang
Sya masi hold  ",3:13:48 PM,Friday April 9 2021,Netral,PNBS
824,nathan,"Membalas : Kl sdh sesuai plan, bs jual sebagian jg
Lppf hold target sampai berapa hu?",1:03:42 PM,Friday April 9 2021,Netral,LPPF
825,An Aan,"Membalas : Sangat bijaksana jika mppa dijual sbagian
Kalo mlpl bisa di hold hu ?",12:44:55 PM,Friday April 9 2021,Netral,"MLPL,MPPA"
826,Windiyanto Ajie Nugroho,"Membalas : Saya jual nya kmrn blom smpt beli lagi da terbang tp banyak yg blg makasi jd yauda rejeki ga kemana2 kok
Trims insightnya ko...  
Saya sudah TP sebagian MPPA dan MLPL, sisanya tak biarin saja sampai kemana  
",12:30:16 PM,Friday April 9 2021,Netral,MPPA
827,panjianom,"Membalas : Ayo..cent kpn kau ikut Mppa plg gak 315   
belum waktunya om, sabar  ",10:35:28 AM,Friday April 9 2021,Netral,MPPA
828,den,lppf ngikut apa tunggu sesi 2 ya,10:29:08 AM,Friday April 9 2021,Netral,LPPF
829,Rui :rocket: :speedboat::dancer: ,"Membalas : ber arti tanpa target y ci,slagi masih up trand hold keras   same saham terlama jd penghuni porto saya soalnya
Sama kak, saya sudah hold dari Desember tapi ya itu, petakilan keluar masuk setengah2 modal, jadinya malah ke average up dan malah kurang optimal profitnya, makanya ini udah digembok sekarang",9:56:29 AM,Friday April 9 2021,Netral,"ARTI,SAME"
830,krm nugraha,"Membalas :     aminnn kl dibawa kesana @da_vm saya mau coba position trading kak, hold keras sampai benar2 berbalik arah atau patah up
ber arti tanpa target y ci,slagi masih up trand hold keras  
same saham terlama jd penghuni porto saya soalnya ",9:53:04 AM,Friday April 9 2021,Netral,"ARTI,SAME"
831,Rui :rocket: :speedboat::dancer: ,"Membalas : Berharapnya sih bisa jangka panjang kak, tapi skrng mau fast trade dulu
SAME kalau saya pribadi sih hold jangka panjang kak, sampai tahun depan at least   ",9:34:56 AM,Friday April 9 2021,Netral,"FAST,SAME"
832,Davis S.,"Membalas : Indy masuk skrg bagus ngg ya
ngk nunggu breakout aja tah?",8:50:36 AM,Friday April 9 2021,Netral,INDY
833,TAUFIQI ROMADHON,"Membalas : LPPF bakal dijual ga ya?  
Punya sy msh tak simpen om ",8:36:59 AM,Friday April 9 2021,Netral,LPPF
834,Queen B,"Membalas : Langkah perbaikan MPPA 1. Konversi utang ke saham 2. Pembeli strategis 3. RI 4........dst
Skrg itu omongnya andai andai.... Nilai ri  di brp blm keluar, stand buyer blm keluar. Nanti aja diliat dulu, sementara option nya jangan beli dulu. Apa mau jadi asii jaman 1992 nanti after ri kan bs diliat atau mau jualan jg si temasek dan watiga trust. Risk nya udah gede kl di segini.",8:11:55 AM,Friday April 9 2021,Netral,"ASII,MPPA"
835,Eviros,"Tau sendiri lippo grub gmna, nunggu prospektus ajalah, bnyak saham RI kok, ada AMRT juga",1:04:54 AM,Friday April 9 2021,Netral,AMRT
836,Aho Lie,Ada 2 kemungkinan prediksi mppa kita tunggu mana yg terjadi  ,10:50:33 PM,Tuesday April 6 2021,Netral,MPPA
837,Eko Bawono,"Membalas : Makasih pak guru, pak fakhri dkk.. Tetep harus watch lg fren nya kedepan jika konsol dan tetep bertahan diatas MA200 nya maka bi
Ma50 msh di bwh. Mngkin konsolidasi di skitaran ma200. Kl mau beli, sy nunggu ma50>ma200",7:25:42 PM,Tuesday April 6 2021,Netral,FREN
838,Benanta,"Bbyb baca blom banyak naik, bisa colek dikit dikit",4:06:16 PM,Tuesday April 6 2021,Netral,"BACA,BBYB"
839,Benhan,"Membalas : Candle SAME cihuy tu,, sikatt
SAME tunggu besok2 aja, bakal turun sepertinya",2:40:38 PM,Tuesday April 6 2021,Netral,SAME
840,Carlo Micelli,"Membalas : Nunggu ELSA sama BRPT
Sama",2:12:18 PM,Tuesday April 6 2021,Netral,"BRPT,ELSA"
841,Ext,Nunggu ELSA sama BRPT,2:10:54 PM,Tuesday April 6 2021,Netral,"BRPT,ELSA"
