User,Pesan,Saham,Jam,Tanggal,Status
Bu Nana,"Membalas : Lha kan kemarin sudah janji sama bu Nana  
Trimakasi Meneer saya baru sampe rmh, besok pagi baru bisa baca lbh detail, 

slamat malam dan beristirahat",BACA,11:30:18 PM,Sunday March 28 2021,Negatif
rahmad,jadi asing keluar sebulan ini untuk jaga2 masalah bpjs ini ya? dilihat dari ngerinya asing keluar dari BBRI yang mana BPJS sudah untung,BBRI,10:12:14 PM,Tuesday March 30 2021,Negatif
Jimmy,"Membalas : Ini peraturan nya.. Lengkap perihal batasan kepemilikan emiten dll bpjs.. Kalau mau baca silahkan.. Intinya ga semudah itu jual
Thanks sharingnya Om. Yang ngeri ini efek ""fear""nya aja sih. Kadang aslinya gak ada apa2, efek gosipnya mbikin runtuh duluan. Macam Archegos ini...  ",BACA,10:01:45 PM,Tuesday March 30 2021,Negatif
Aho Lie,"Membalas : Hati  guys jagan sampai terjadi lagi.
Inget bunuh diri masuk neraka   
Membalas : Biasanya saya tetap didalam mengandalkan TS untuk TP-nya Tapi CENT ini sering bikin jarum suntik, jadi sangat cocok buat keluar
Tp prsktek susah pak hrs brner 2 udh klik baru bisa kadang pas jual hrg mlh lebh tinggi tunggu gak turun masuk malah turun  ",CENT,8:15:10 PM,Tuesday March 30 2021,Negatif
Daniel Bong,Saya Cl WSKT kena loss 8%,WSKT,7:59:15 PM,Tuesday March 30 2021,Negatif
Tony Iskandar,"Ini adalah foto
Sentimen negatif utk ANTM",ANTM,6:46:39 PM,Tuesday March 30 2021,Negatif
Muhammag kuncoro,"Membalas : Fix besok WSKT ARB lagi
Kontruksi iya kyk nya karna ada kendala kerjaan yang masih bayak tender
Kontruksi itu biasa nya  moncernya Akhir tahun karna pendapatan mereka bulan2 itu baru terkumpul dan kejar target biasa nya",WSKT,6:31:11 PM,Tuesday March 30 2021,Negatif
Severinus Utomo,"Membalas : Besok fik ihsg ijo di atas 2%
Fix besok WSKT ARB lagi",WSKT,6:30:04 PM,Tuesday March 30 2021,Negatif
Iqbal,BNBA apa kabar ya? Masih arb kah?,BNBA,3:25:25 PM,Tuesday March 30 2021,Negatif
Elon Mas,"Membalas : Bursa efek BUMN WSKT WIKA PTPP ADHI      
dibohongin SWF ","ADHI,PTPP,WIKA,WSKT",3:25:03 PM,Tuesday March 30 2021,Negatif
Tejo Arum,"Membalas : kak, gimna nih prospeknya antm ke depan?
ANTAM berANTEM     ",ANTM,3:13:11 PM,Tuesday March 30 2021,Negatif
Faliq H,"Membalas : Fundamental ptpp oke lah, bagi dividen juga. Tunggu beberapa bulan lg juga naik pak
rugi mau bagi dividen apa? wkwk",PTPP,2:25:10 PM,Tuesday March 30 2021,Negatif
Kirana L,"Membalas : Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya
Agak sulit tp mungkin saja pak...
Andaikata dimerahin ARTO sasaran berikutnya  ","ARTO,BACA",2:25:05 PM,Tuesday March 30 2021,Negatif
Jafar Sim,Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya,BACA,2:24:13 PM,Tuesday March 30 2021,Negatif
Mas Bro,"Lihat BBCA tuh, kesian amat mati2an nahan indeks sendirian woyyy     tolongin napa    ",BBCA,2:22:03 PM,Tuesday March 30 2021,Negatif
Lee Khong Huan,"Wahaha..ngamati agrs ngeri, hati  yg ginian..angka bidnya palsu, tadi ribuan begitu dianjlokin hilang semua",AGRS,2:13:52 PM,Tuesday March 30 2021,Negatif
Daniel Bong,Wskt kembali ke asal mari kita berdoa spy g tiap hr ARB,"MARI,WSKT",2:10:04 PM,Tuesday March 30 2021,Negatif
Tommy Hermes,CTRA arb di support,CTRA,2:09:45 PM,Tuesday March 30 2021,Negatif
Benhan,SAME runtuh ya supportnya,SAME,2:08:57 PM,Tuesday March 30 2021,Negatif
Johny,"Membalas : https://www.cnbcindonesia.com/market/20210330133606-17-233985/duh-bp-jamsostek-bakal-kurangi-investasi-saham-reksa-dana besok me
pgas makin ambles",PGAS,2:07:59 PM,Tuesday March 30 2021,Negatif
Kirana L,"Mungkin ibu bapak tidak mengenal saya tapi uang yang nyangkut di saham2 minibank lebih baik digunakan utk kepentingan lain ya sedekah misalnya atau zakat..

Risk sangat besar dibandingkan dengan expected return.. deviasi dari saham2 minibank yg berkisar antara 27-36% sangat jelas memperlihatkan bahwa itu semua permainan sekelompok orang / institusi pemegang dana besar...

Salam profit kita semua  ",UANG,2:07:58 PM,Tuesday March 30 2021,Negatif
            ,Same terjun bebas,SAME,2:07:32 PM,Tuesday March 30 2021,Negatif
Sumitro Saadah,"Membalas : ini BBRI div 2% kurang yah kok dibanting?
BBRI mau tutup gep di 3700",BBRI,1:58:37 PM,Tuesday March 30 2021,Negatif
Andre Salim,ini BBRI div 2% kurang yah kok dibanting?,BBRI,1:58:05 PM,Tuesday March 30 2021,Negatif
Benhan,RI nya simpang siur soalnyaz HMETD BBYB juga ga nongol hari ini,BBYB,1:53:03 PM,Tuesday March 30 2021,Negatif
Murr,"Offer tebel d BBRI dah ilang, akankah reversal?",BBRI,1:44:25 PM,Tuesday March 30 2021,Negatif
Eru Yagami,"Membalas : Butuh keberanian ini
Baca lapkeu Q4 tinggal nunggu bangkrut aja",BACA,1:44:20 PM,Tuesday March 30 2021,Negatif
Muhammag kuncoro,"Membalas : kalau ga nyampe mau terus menunggu bang?
Gak mesti lah mas kita cuma ngarep Doang kalo di kasih bagus.
Ada info menarik Gaes coba Pantao saham Bsim kayak nya minggu ini saagat menarik kali Minimal 1 ARA dech tapi ini bukan ajak beli atao jual...",BSIM,12:59:04 PM,Tuesday March 30 2021,Negatif
Dita Rissa,"Membalas : Dan kemungkinan ARB nya lebih dr ARTO juga.....
Lah ya smw itu ARB wajar, masalahnya masuknya ya jgn dipucuk... Masuk nya sekarang pas msh murah klo masuk ntar pas 10 rb ya telat wkwkwk",ARTO,12:38:59 PM,Tuesday March 30 2021,Negatif
Kaanz',"Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
Ke 2700 aja belum mampu pak  , masih tektokan",ANTM,12:37:49 PM,Tuesday March 30 2021,Negatif
Jim,"Membalas : Aset lbh dr ARTO, Profitnya msh ok, reputasi ok, kesiapan infra lbh ok dan ini OVO + Grab yg size-nya lbh besar menurut data unt
Dan kemungkinan ARB nya lebih dr ARTO juga.....",ARTO,12:36:37 PM,Tuesday March 30 2021,Negatif
GoesWan,"Kondisi IHSG skrg, kurang bagus nahan barang lama. Main On Day Trading aja.",MAIN,12:34:25 PM,Tuesday March 30 2021,Negatif
Fadli,"Membalas : BACA masih bisa masuk ga yah
kalo turun siap ga pak",BACA,12:31:23 PM,Tuesday March 30 2021,Negatif
widhi,"ramaikan BSIM dong yok, sedih bgt sepi ",BSIM,12:21:26 PM,Tuesday March 30 2021,Negatif
Calvin irawan,"Membalas : ERAA yang mau stocksplit juga tak bergeming.
Market nya gk kondusif pak  ",ERAA,11:38:08 AM,Tuesday March 30 2021,Negatif
rigeladitya,ERAA yang mau stocksplit juga tak bergeming.,ERAA,11:37:18 AM,Tuesday March 30 2021,Negatif
Yudha,"PTPP perusahaan bagus dibanding wskt, tapi ikutan arb  ",PTPP,10:49:23 AM,Tuesday March 30 2021,Negatif
Humam,Cent ayo turun lagi,CENT,10:36:31 AM,Tuesday March 30 2021,Negatif
Faliq H,ayo CENT turunin lagiii,CENT,10:34:38 AM,Tuesday March 30 2021,Negatif
Puspita Wardani,"Membalas : Swf gagal? Sekelas opung luhut masa ngeprank   *saya gapunya barang
Kan kpn hr abis di prank soal TESLA   bkn gk mgkn SWF jg prank  ",MASA,10:16:50 AM,Tuesday March 30 2021,Negatif
Rocky Thohir,Gila bbri ambrol,BBRI,10:15:20 AM,Tuesday March 30 2021,Negatif
Yudha,Swf gagal? Sekelas opung luhut masa ngeprank   *saya gapunya barang,MASA,10:14:51 AM,Tuesday March 30 2021,Negatif
Vincent HH,"Wskt besok arb lg
Ni pasti udah mentok dia arb",WSKT,10:10:24 AM,Tuesday March 30 2021,Negatif
Lee Khong Huan,WSKT dikasih ke ma200 nggak ya? Masih kurang turun 14%an lagi...alias 2x ARB   ,WSKT,9:47:59 AM,Tuesday March 30 2021,Negatif
Dharma Djiauw  ,"Membalas : Iyaa...ud 2 mg hidup segan mati tak mau   nyangkut di 205
Kalo masih dalam plan ya blm nyangkut itu, definisi nyangkut kalo udh lewat batas SL tp ga di SL turun trs",PLAN,9:37:40 AM,Tuesday March 30 2021,Negatif
Luky,"Membalas : Wskt : was was mikirin harta
abs CL barusan, masuk gara2 kena php kmarin di 1300an... wkwkwkwk",WSKT,9:37:19 AM,Tuesday March 30 2021,Negatif
Aliong,Wskt : was was mikirin harta,WSKT,9:36:39 AM,Tuesday March 30 2021,Negatif
RBTAN59,"Membalas : CNBC Indonesia https://www.cnbcindonesia.com/market/20210329220801-17-233813/duh-3-tahun-saham-matahari-ramayana-cs-gak-pernah-c
nah berita sentimen negative ini bisa kebalikan dr wskt kita saksikan sebentar lg  ",WSKT,8:54:50 AM,Tuesday March 30 2021,Negatif
Daniel Bong,"Membalas : Photo
Ini cuma analisa pribadi tapi waktulah yang membuktikan
Bebas saja semua orang bisa berasumsi tapi kalau ruginya begitu ini sangat berbahaya
Hanya org yg kelebihan uang yg mau serok",UANG,8:05:54 AM,Tuesday March 30 2021,Negatif
Daniel Bong,"WSKT kmr byk yg rekomen buy termasuk para analis hs ,elen may dll.  Pertanyaannya koq bisa ga tau begitu parahnya keuangan WSKT saya yakin byk bgt korban berjatuhan",WSKT,7:56:23 AM,Tuesday March 30 2021,Negatif
Jay Jay,"Membalas : Sy sbnrnya mau trading di WSKT ini. Kdg bingung jg mau CL tau2 malah dibawa naek. Belakangan ini pola EM trade juga begitu. Yg s
Kuat tahan lama ga? Jeleknya pemerintah ga ada duit. Mo bantu paling dikit. Berharap jualan tol ke luar atau ina. Proyek ga akan banyak dulu, pendanaan susah, kecuali dpt surat jaminan dari pemerintah. 

Perbaikan akan ada, tapi lambat","POLA,WSKT",7:48:32 AM,Tuesday March 30 2021,Negatif
Hauw,"Membalas : Pagi hu. Wskt sy nyangkut 15%. Baiknya CL saja apa gimana ya? Klo semalam ntn live EM suruh invest aja katanya. Jd bingung...
Jangan invest di WSKT
1200 itu dia ada gap, hari ini mungkin ada pantulan",WSKT,7:42:04 AM,Tuesday March 30 2021,Negatif
CHR27,"Membalas : Bapak niatnya bgmn, trading atau investasi? Kalau trading harusnya dr awal sudah pasang stoploss, ga akan lg ada kata nyangkut s
Sy sbnrnya mau trading di WSKT ini. Kdg bingung jg mau CL tau2 malah dibawa naek. Belakangan ini pola EM trade juga begitu. Yg swing kena level stoploss, lalu klo gak mau stoploss ya jadi investing aja. Cm yg jd mslh dgn ada berita begini jd bingung apakah layak wskt ini di invest?","POLA,WSKT",7:41:43 AM,Tuesday March 30 2021,Negatif
Yudha,"Membalas : Pagi hu. Wskt sy nyangkut 15%. Baiknya CL saja apa gimana ya? Klo semalam ntn live EM suruh invest aja katanya. Jd bingung...
Bapak niatnya bgmn, trading atau investasi? Kalau trading harusnya dr awal sudah pasang stoploss, ga akan lg ada kata nyangkut selama stoploss belum terpenuhi, sekalipun sudah terkena SL yasudah, risk trading sebelumnya harus sudah ditentukan seberapa dalam yang bisa diterima jika posisi yang diambil salah..",WSKT,7:37:31 AM,Tuesday March 30 2021,Negatif
Ary,"Membalas : Photo
Biasanya kalo pas kemaren saya perhatikan arb dari bank bvic dan bgtg sama inpc pada nyesel jual arb tapi ya emang pait banget bisa sampe lossnya di 40%,karena ketika lot order di akum bandar itu bisa naik lagi dari arb sampe 10%, banyak yang average pas bandar akum jadi lossnya bisa ketutup.
Membalas : Biasanya kalo pas kemaren saya perhatikan arb dari bank bvic dan bgtg sama inpc pada nyesel jual arb tapi ya emang pait banget b
3 bank tersebut diakum sehari sama MG
","BANK,BGTG,BVIC,INPC",10:58:03 PM,Monday March 29 2021,Negatif
stefanus,"Membalas : Jangan dulu kak, seminggu lagi lah ditahan dulu ...   
CENT dluan ya yg ath ",CENT,9:56:41 PM,Sunday April 4 2021,Positif
Kaanz',"Membalas : Saya tetap di saham dulu kak, belum 1 tahun, masi bayi merangkak ini, mau nekunin disini dulu saja
SAME menuju ATH ci  
Semoga breakout pekan ini  @RuiAuxilia
",SAME,9:53:49 PM,Sunday April 4 2021,Positif
Lee Khong Huan,"Membalas : Besok kira"" msh rme hunter dividen g ya.,PTBA rups.,  
Ptba biasanya dividennya lumayan",PTBA,8:52:18 PM,Sunday April 4 2021,Positif
Andre Salim,ntar bbca tanda2 reversal baru rame lagi,BBCA,8:43:54 PM,Sunday April 4 2021,Positif
Al Blenk,"Besok kira"" msh rme hunter dividen g ya.,PTBA rups.,  ",PTBA,7:39:42 PM,Sunday April 4 2021,Positif
Jee Satya MantabBro,"Membalas :   Semoga besok rebound kenceng ya Bu....
Harus tuh, gila bener market d sini kalo gak rebon",SINI,7:39:40 PM,Sunday April 4 2021,Positif
Benanta,"Membalas : Jujur saya juga buta bgt karena ga mau belajar.. Padahal bos saya dlu beli BTC waktu masih 12 jutaan via bank BCA dlu ga tau gmn
Ebusett,, skrg uda brp itu ya   tapi klo liat cuannya ya gtu bukan ratusan % lagi 3 Bln bisa ribuan %",BANK,6:25:58 PM,Sunday April 4 2021,Positif
Benanta,"Membalas : Lihat dr chart sebelum ada isu gabung gojek saja sudah kliatan pak. Emiten begitu tapi ajib gorengnya dari 200- 5000 bolak balik
Tiap taun ada aja ya yg mega cuan ya pak seblum arto dulu ada tcpi yg joss juga dari 100an ke 8000  ","ARTO,MEGA,TCPI",1:00:39 PM,Sunday April 4 2021,Positif
Charles Prop,"Membalas : ARTO itu ada yg serap RI di 138
Lihat dr chart sebelum ada isu gabung gojek saja sudah kliatan pak. Emiten begitu tapi ajib gorengnya dari 200- 5000 bolak balik. 
",ARTO,12:16:49 PM,Sunday April 4 2021,Positif
Hauw,"ARTO itu ada yg serap RI di 138
Mereka yg skrg bandarin",ARTO,12:12:55 PM,Sunday April 4 2021,Positif
darno Ketagihan richeese nabati,"Saya hanya bilang aja kalau sebentar lagi meroket ngajak cuan bareng  ,

Kalau BBRI jebol 3.960 stop los aja ",BBRI,7:21:39 AM,Sunday April 4 2021,Positif
darno Ketagihan richeese nabati,"Investor retail mari kita serok ,mau bagi deviden",MARI,12:42:53 AM,Sunday April 4 2021,Positif
Kaanz',"Membalas : CENT dluan ya yg ath 
Besok turun dulu ya om 
",CENT,9:57:44 PM,Sunday April 4 2021,Negatif
Fajar Oktavaria,"Membalas : Nah itu, tar kayak dmas, dalem jatuhnya. Tp itmg terakhir dividen yg lalu ga dibanting.
Iya itmg ga kebanting banget tapi kalau ptba langganannya kebanting saat ex date","DMAS,ITMG,PTBA",9:00:37 PM,Sunday April 4 2021,Negatif
Lee Khong Huan,"Membalas : Tapi setiap bagi dividen, koreksinya lumayan juga jadi entrynya mesti bener tapi kalau memang tujuannya invest atau minimal hold
Nah itu, tar kayak dmas, dalem jatuhnya. Tp itmg terakhir dividen yg lalu ga dibanting.","DMAS,ITMG",8:59:19 PM,Sunday April 4 2021,Negatif
Erich,arb lgsg ini grup   kayak bri dikepret agro kmrn  ,AGRO,8:02:13 PM,Sunday April 4 2021,Negatif
Arif Robani,"Membalas : Crypto = gorengan 24jam Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm
Nah, tadi pagi dibanting abis.. untung malemnya udah tp",MAIN,6:57:44 PM,Sunday April 4 2021,Negatif
apieth,"Crypto = gorengan 24jam
Yg arb 7% aja ga kuat, jgn harap bisa bobo kl main crypto. Taunya pas bobo diguyur aja hmmmm",MAIN,6:56:52 PM,Sunday April 4 2021,Negatif
Benhan,"Membalas : Tergantung merknya pak  
Kalau UNVR bandarnya main short sell terus...  ","MAIN,UNVR",10:50:19 AM,Sunday April 4 2021,Negatif
Kang Ngomel,Saatnya pindahin uang ke rdpu dan waktunya liburan sambil investasi leher keatas lagi  ,UANG,10:26:50 PM,Monday April 5 2021,Positif
Rays_Man,"Membalas : KONTAN.CO.ID - JAKARTA. PT Bukit Asam Tbk (PTBA) memutuskan akan membagikan dividen sebesar Rp 835 miliar. Jumlah ini setara 35%
lgs kabur pindah ITMG  ",ITMG,9:46:46 PM,Monday April 5 2021,Positif
Kaanz',"Membalas : ga usa buru2..tutup aja smua gap dlo sampai yg plg bawah     duit iseng2 taro koin dlo..
Coin mana coin?  Lagi hot topic ",KOIN,8:44:33 PM,Monday April 5 2021,Positif
Evi Berliana,Pakde @hmasori apakah right issue SMRA akan bernasib baik seperti SAME ? Share sedikit insight nya Pak... ,"SAME,SMRA",8:36:19 PM,Monday April 5 2021,Positif
Ahmad Rifai,Kelamaan pindah ke yg laen aj bsde udh mulai akum,BSDE,8:04:37 PM,Monday April 5 2021,Positif
Evi Berliana,"SMRA mau right issue, gimana pendapat para suhu? Menarik kah ditengah keringnya IHSG?
Ini adalah foto",SMRA,7:57:43 PM,Monday April 5 2021,Positif
AAN,"Membalas : https://investasi.kontan.co.id/news/rugi-bersih-sarana-meditama-metropolitan-same-naik-jadi-rp-449-miliar-di-2020
Q4 nya malah laba lho pakdhe


Omset meningkat..

Q1 s.d Q3 ngga usah dilihat soalnha kan masih manajemen lama wkwkw",SAME,4:51:00 PM,Monday April 5 2021,Positif
41056 (Rizki Putra Perdana),"Membalas : Bisa ndelosor lagi nihh, volume nya biasanya diatas 15T hari ini cuma 8T.
gimana gak lari ke koin.., satu koin tier 2 aja sehari value transaksi nya bisa 16 Trilyun  ","KOIN,SATU",4:42:44 PM,Monday April 5 2021,Positif
David,Smua ke koin haha,KOIN,4:23:45 PM,Monday April 5 2021,Positif
Nanang Eko,"Membalas : anak pungut, pak   suka dibedain sama bandar
Bandarnya cash out jg mungkin pak migrasi ke coin jg 
Membalas : hari ini tetangga ijo loh  
Rumput tetangga lebih hijau dan lebat pak carik ",CASH,4:05:39 PM,Monday April 5 2021,Positif
Eru Yagami,ICBP PTBA PGAS masih murah2.,"ICBP,PGAS,PTBA",2:58:56 PM,Monday April 5 2021,Positif
Dave Sa'id,"LPPF kalau berhasil break ema50
Ini adalah foto",LPPF,2:52:12 PM,Monday April 5 2021,Positif
Kris,"Bjbr, bjtm kalau mau invest oke Pak.. Dlu sy juga nyangkut waktu crash dan bs balik + dividen yg lumayan.. Utk unvr cons good sy lbh oke SIDO.. hmsp ini yg berat.. Maybe kalau ada perubahan uandang2 ttg cukai rokok ada titik terang nya.. Sisa nya gak bs komen pak, krn blm pernah","BJBR,BJTM,GOOD,HMSP,SIDO,UNVR",2:36:50 PM,Monday April 5 2021,Positif
RBTAN59,ayo om pillay.. ara kan mppa nya spy cepet balik piutang nya jg dah deket puasa bakal rame pengunjung matahari nya    ,MPPA,1:58:11 PM,Monday April 5 2021,Positif
Benhan,"Pintar ya EMTK, habis akuisisi SAME dipakai buat cari modal untuk jual EMC punya dia... keren abis eksekusinya.
Cek aja modal dia keluar berapa dan dapatnya berapa dlm bentuk aset maupun market cap","EMTK,SAME",1:29:05 PM,Monday April 5 2021,Positif
Andreas Teddy,"Membalas : Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi
loh iya ya? wah coba ikutan ah kali ini, kemarin2 cuma buat swing trade aja di SAME  ",SAME,1:26:56 PM,Monday April 5 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Benhan itu SAME sdh keluar info mau RI lagi, hayuk2 rapatkan barisan, kita diskusi lagi   
",SAME,1:04:44 PM,Monday April 5 2021,Positif
William Limanto,"Membalas : Bbri bole serok suhu?  
Supportnya klo di fibo saya 4150, Resistnya 4270",BBRI,12:34:52 PM,Monday April 5 2021,Positif
F. Setiawan,Bbri bole serok suhu?  ,BBRI,12:32:30 PM,Monday April 5 2021,Positif
William Limanto,"Membalas : Liat di ipot hari ini sih cum date nya, sudah ada nominal nya juga
Wah, terima kasih infonya, saya bbri brusan beli kmaren jumat gtw klo hri ini cumdatenya",BBRI,12:31:47 PM,Monday April 5 2021,Positif
Andreas Teddy,"Membalas : Oiya bbri cumdate hri ini?
Liat di ipot hari ini sih cum date nya, sudah ada nominal nya juga",BBRI,12:30:00 PM,Monday April 5 2021,Positif
William Limanto,Oiya bbri cumdate hri ini?,BBRI,12:29:36 PM,Monday April 5 2021,Positif
Taufiq,wskt td pas minus 4 persen yp msh dikit banget. Pas mulai minus 5/6 persen tiba2 yp langsung diatas 10 m. Nih bolpen pa siapa ya.,WSKT,12:21:27 PM,Monday April 5 2021,Positif
Jimmy,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
Sabar dikit lagi WSKT   Angka 1055 ini bagus untuk diperhatikan. Moga moga ga nembus ke bawahnya.",WSKT,11:28:56 AM,Monday April 5 2021,Positif
Erich,sudah rapat kan itmg hari ini,ITMG,11:13:24 AM,Monday April 5 2021,Positif
Syrf Maulana,"Membalas : Banyak pengungsi dari PTBA pak 
Oalahh pantesan ITMG lancar laju nya  ","ITMG,PTBA",11:10:45 AM,Monday April 5 2021,Positif
Hanief Abdur Rahman,"Membalas : ITMG tumben nih   
Banyak pengungsi dari PTBA pak ","ITMG,PTBA",11:09:47 AM,Monday April 5 2021,Positif
Syrf Maulana,ITMG tumben nih   ,ITMG,11:09:08 AM,Monday April 5 2021,Positif
Jafar Sim,"PTBA dividen sekitar 72.45 perak
Dividen payout ratio 35%
Yield sekitar 2.7%

maish belum fix yah",PTBA,11:08:58 AM,Monday April 5 2021,Positif
Lee Khong Huan,itmg kok beraksi sendirian dari grup coal? ada news apa ya?,ITMG,11:08:57 AM,Monday April 5 2021,Positif
Carlo Micelli,"Membalas : buset ptba nya dibuang2 divnya jelek paling
Gpp, ntar juga naek lagi Q3-4 sesuai harga coal, hehe",PTBA,10:58:17 AM,Monday April 5 2021,Positif
Jimmy,WSKT kenangan masa lalu. Sempet 100% lebih awal tahun.  Biarkan jadi kenangan indah  ,"MASA,WSKT",10:35:43 AM,Monday April 5 2021,Positif
Mas Bro,ITMG diam2 to the moon  ,ITMG,10:03:25 AM,Monday April 5 2021,Positif
45$$3 Chandera Husin,Sepertinya EXCL mau mulai terbang..... Guys........ YU sudah akum seminggu..... beli terus...,EXCL,9:59:51 AM,Monday April 5 2021,Positif
Ninonino:ambulance::ambulance:,Mari same essa opms naiknya signifikan bgt ya om,"ESSA,MARI,OPMS,SAME",9:53:36 AM,Monday April 5 2021,Positif
Mic,MLPL FLY THE MOON,MLPL,9:39:10 AM,Monday April 5 2021,Positif
Ninonino:ambulance::ambulance:,"Membalas : Om om disini saya masih 17 tahun, mau nanya boleh ga om?
Prospek tfas gmna ya om? Dulu beli tfas di 600an alhamdulillah naik smpe skrng, cmn masi bingung. Gmna prospeknya, cuman baca berita bgini begitu  ","BACA,TFAS",9:26:17 AM,Monday April 5 2021,Positif
Aliong,Ntah kenapa setiap mau mencet buy tp kalo bbri lewat itu hati jadi deg2 an,BBRI,9:02:16 AM,Monday April 5 2021,Positif
SC,"Membalas : Bandar ihsg gocekan nya serem, alhasil pada pindah ke koin2an?
Iya. Gocekan bandar ihsg bkin mules.  trading di koin enak. Murni TA. Bru 30 mnt cuan 20% di koin",KOIN,8:04:44 AM,Monday April 5 2021,Positif
Aliong,"Bursa asia sama eropa beberapa libur, kang copet pd maen koin semua ini, banyak koin yg all time high :rocket:

Meanwhile ihsg : :money_with_wings:",KOIN,10:41:11 PM,Monday April 5 2021,Negatif
nathan,Itmg juga kecil pak di bawah 1% ,ITMG,9:47:19 PM,Monday April 5 2021,Negatif
Severinus Utomo,"Membalas : SMRA di antara emiten property yg laen lg d distribusi udh 5 harian ga tau knp, semoga bsok stop distribusi -_-
Distribusi lagi dong masih mau nawar lebih murah lagi wkwkwk",SMRA,8:02:58 PM,Monday April 5 2021,Negatif
Ahmad Rifai,"SMRA di antara emiten property yg laen lg d distribusi udh 5 harian ga tau knp, semoga bsok stop distribusi -_-",SMRA,8:02:15 PM,Monday April 5 2021,Negatif
atmajaya terry,"WSKT, PTPP mau kemana ini? After Gentlement talk malah loyo","PTPP,WSKT",3:52:59 PM,Monday April 5 2021,Negatif
Eru Yagami,sekarang saham2 blue chip lagi pada downtrend semua. saya kurang tau penyebabnya,BLUE,3:08:11 PM,Monday April 5 2021,Negatif
Ronny,"Membalas : Iya saya juga sempat baca, jika mau invest harus pilih saham, untuk apa invest jangka panjang jika profit yg didapat tidak seban
Pbv nya unvr udah ketinggian. Susah buat naek lg. Alihin yg lain aja.
Kondisi market begini jgn dilawan, makin trading malah makin boncos nanti","BACA,UNVR",2:57:28 PM,Monday April 5 2021,Negatif
Jafar Sim,"Ihsg oohh ihsg saya tidak kuat mental, barusan saya CL dmmx di 430",DMMX,2:52:55 PM,Monday April 5 2021,Negatif
DapurEka,"Membalas : Waduh @DapurEka saya berharap kondisi cepat pulih Tp menurut sya kalo seandainya worst case butuh waktu 2 tahun utk balikin mod
Tidak ada yg tau nasib kedepan seperti apa, saya pun juga tidak tau bagaimana dunia persahaman karena baru join 2021, maka dari itu saya bertanya adakah masukan dari para senior di dunia persahaman jika menggunakan uang dingin + memiliki saham yg minusnya sudah dalam, apakah untuk dijadikan investasi jangka panjang akan baik

Untuk UNVR sendiri meski minus sudah dalam memang tidak ada pikiran untuk CL, karena saham bluechip jadi lebih aman untuk investasi jangka panjang. Hanya saja saya khawatir dengan TINS","AMAN,TINS,UANG,UNVR",2:38:49 PM,Monday April 5 2021,Negatif
Petro,"Tins lapkeu jelek, yg punya hati2, lapkeu jelek pada diturunin",TINS,2:34:22 PM,Monday April 5 2021,Negatif
Researcher,"Membalas : Photo
kalo trading beli di pucuk baru jual sekarang boncosnya gede, kalo invest juga fundamentalnya wskt ancur  ",WSKT,1:12:16 PM,Monday April 5 2021,Negatif
Hauw,"Membalas : Photo
Lha tp uda dibilang kmrn2 kan di sini
Realisasi SWF jelek, out
Makanya ini alasan analisa fundamental aliran kaca spion suka kalah pas angka di laporan keuangan bagus semua harganya udah sampe langit",SINI,1:11:16 PM,Monday April 5 2021,Negatif
Panji Wirawan,Ini tp wkr lapkeu kluar jg kalau ga slh dr akuntan yg audit jg mempertanyakan kelangsungan usaha dr wskt...soalny amburadul parah,WSKT,11:34:14 AM,Monday April 5 2021,Negatif
Adion,"Membalas : WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...
Ke makan swf dlu skrg -39%",WSKT,11:19:21 AM,Monday April 5 2021,Negatif
Panji Wirawan,WSKT udah avg down bbrp kali smpe 30% dr total porto...biasanya 1saham 10% dr porsi total...skrg minus 17%     ancur2an wskt...,WSKT,11:18:38 AM,Monday April 5 2021,Negatif
Vetty Wei,"Membalas : Sy -30% . Mau CL gimana, gak CL serasa di iris   
Samaaaa   tar kuat turun sampe brp ni wskt...baru benerin porto, untung dr awal ga prnh average down",WSKT,11:11:41 AM,Monday April 5 2021,Negatif
Bagger Hunter,"Membalas : PTBA dividen sekitar 72.45 perak Dividen payout ratio 35% Yield sekitar 2.7% maish belum fix yah
Pantesan merah lumayan",PTBA,11:10:02 AM,Monday April 5 2021,Negatif
Andreas Teddy,BBRI cum date dividen hari ini tapi malah dibuang ya  ,BBRI,11:09:56 AM,Monday April 5 2021,Negatif
D F,"DPR PTBA tahun ini ternyata anjlok jadi hanya 35%, dividennya hanya sekitar Rp 72/lembar dan itu berarti dividen yieldnya hanya sekitar 2,7%.  

Mungkin bandar udah tau info ini jauh lebih dulu yaa, makanya dia distribusi terus.  
Ini adalah foto",PTBA,11:06:34 AM,Monday April 5 2021,Negatif
