User,Pesan,Jam,Tanggal,Status
Ferri Sutanto,"Meneer #ASRI sepertinya ini valid buy y pak  
Ini adalah foto",11:38:02 AM,Monday March 29 2021,Positif
Nyangkuter Teh Pucuk,serem antm dipagerin 559K lot   ,11:29:42 AM,Monday March 29 2021,Positif
Aho Lie,"Membalas : Hr ini CENT nya ngegas trs  
Saya gasss...in    ",11:25:57 AM,Monday March 29 2021,Positif
Puspita Wardani,Hr ini CENT nya ngegas trs  ,11:23:33 AM,Monday March 29 2021,Positif
Dane Fernando,"Ga da plan trading, ya beli PLAN aja ",10:45:22 AM,Monday March 29 2021,Positif
Johny,"Membalas : https://www.cnbcindonesia.com/market/20210316115228-17-230456/lunasi-repo-trimegah-sekuritas-lepas-saham-cent-rp-398-m
Cent ini rumournya dibeli Digital colony",10:43:07 AM,Monday March 29 2021,Positif
Jafar Sim,"Bbri deviden rp. 98.9 eeuuyyy
Ini adalah foto",10:12:37 AM,Monday March 29 2021,Positif
Johny,"Membalas : CENT RI kapan ya? Udah ada tanggal nya kah?
Belom ada tanggalnya, lagi dikerek tu, paling sebentar lagi keluar tanggal RI nya  ",9:56:45 AM,Monday March 29 2021,Positif
Liem Peter,WIIM ciamik tenan,9:55:29 AM,Monday March 29 2021,Positif
Johny,"Caution! 
CENT is the buyer for ISAT 4k tower, heard buying at around USD740mn. This is a very good pricing as we are expecting at around USD570-600mn tower sales value.

+ Positive for ISAT as it strengthens the balance sheet and ample of capital for future spectrum acquisition/capex

+ CENT announced their plan for RI, targeting to issue 34bn shares",9:47:59 AM,Monday March 29 2021,Positif
Mamba Mentallity,"Membalas : CENT nya jgn lupa  
BO kayaknya",9:35:41 AM,Monday March 29 2021,Positif
Go Jiu,"Berusaha mengakhiri fase downtrend, hr ini BRPT mencoba menembus level psikologis 1.000.

Recommendation: Spec BUY
Target Price I: 1.120
Target Price II: 1.225
Stop Loss: < 930

Disclaimer


Credit: @quantumresearch_idx
Ini adalah foto",9:34:47 AM,Monday March 29 2021,Positif
Puspita Wardani,ASSA terbang lg yuk  ,9:32:34 AM,Monday March 29 2021,Positif
Mic,Wood jpfa main haka,9:25:50 AM,Monday March 29 2021,Positif
Puspita Wardani,"Membalas : Essa ada isu apa
Harga amonia naik trs makanya ESSA ngegas tiap hr",9:14:39 AM,Monday March 29 2021,Positif
Jafar Sim,"Dmmx naik tapi tidak dengan volume besar, berarti pola htf nya gagal ya?     ",9:10:43 AM,Monday March 29 2021,Positif
Eds,"Membalas : BBTN rebound ga si hrusnya gais?
Kemungkinan iya",8:21:57 AM,Monday March 29 2021,Positif
M,"Membalas : https://ekonomi.bisnis.com/read/20210327/257/1373282/cukai-batal-naik-produsen-rokok-kretek-tangan-bernapas-lega#.YF63BZSm09Q.wh
Hmsp bagus ya pak billy karna cukai dibatalkan?",6:55:41 AM,Monday March 29 2021,Positif
Al Blenk,"Membalas : besok ijo tebel
Bukan masalh ijonya.,tpi trnsaksinya ,.ihsg ijo tpi emiten bluechip dll pda kebakar   ",11:32:44 PM,Monday March 29 2021,Negatif
Faliq H,"Membalas : IHSG ijo kok transaksi miskin sekali ya.,,apakah bandar lgi rombongan ziarah religi ???
bandarnya dikrangkeng, ga bisa goreng POSA, MYRX, TRAM, JGLE",11:30:43 PM,Monday March 29 2021,Negatif
Al Blenk,"IHSG ijo kok transaksi miskin sekali ya.,,apakah bandar lgi rombongan ziarah religi ???  ",11:26:12 PM,Monday March 29 2021,Negatif
Mbah Bedjo,"Membalas : ERAA road to 3000 semoga semesta mendukung  
Sayangnya semesta gak mendukung   ",9:39:54 PM,Monday March 29 2021,Negatif
shendy,"Membalas : Bnba dikunci ARB yg kunci bandar?
dibalik aja... liat harga kaya gitu ritel berani masuk kah?",8:19:54 PM,Monday March 29 2021,Negatif
cuaners,"Membalas : Photo
Bnba dikunci ARB yg kunci bandar?",8:18:53 PM,Monday March 29 2021,Negatif
shendy,"Membalas : pernah coba tapi gagal,krna di setiap jam buka langgsung d ARB, jadinya nyangkut terus
pasangnya harga arb juga... nanti ketika ga dikunci langsung lepas sendiri...
sementara ketika masih dikunci sih ya pasti belon bisa wong ga ada yang buyernya",8:09:36 PM,Monday March 29 2021,Negatif
Nixon Maia,"Membalas : yes
pernah coba tapi  gagal,krna di setiap jam buka langgsung d ARB, jadinya nyangkut terus",8:06:45 PM,Monday March 29 2021,Negatif
Hendro Masori,Gak terlalu meyakinkan buat saya sih,8:05:55 PM,Monday March 29 2021,Negatif
Fauzan Tarmizi,"Membalas : Market tidak ada yang tahu pak, tidak semua RI bakalan sukses dan bagus, harusnya tetap berjaga2 ... saya lihat dari awal Maret
Kacau, memang sedikit sekali maya ini total lot harian perdagangannya,

Liat arto RI kemaren, saat ex date, kencengnya bukan main",7:57:22 PM,Monday March 29 2021,Negatif
Fauzan Tarmizi,"Ada yang bisa jelaskan kenapa bank mayapada arb berjilid2 pasca 3 hari cum date RI?

Padahal pas sentimen bank mini terbang, mayapada saya liat kalem2 aja ga ikutan terbang, tetap kisaran 7000'an, lalu tujuan RI juga untuk ekspansi bisnis, tapi kenapa ARB berjilid2 ga berkesudahan ya, sudah FL hampir 53% saya   ",7:48:46 PM,Monday March 29 2021,Negatif
Noval Najib,"Membalas : Begitu tutup bursa, lsg masukkan order sell di harga ARB besok harinya dan berdoa bin berharap ada yang berbaik hati mau jemput
Biasa ada tuh yg beli? Kirain kondisi gini arb ngetem aja ahaha",7:47:51 PM,Monday March 29 2021,Negatif
Vincent,"Membalas : mungkin member sini ada yg nyangkut di BNBA om, makanya dibahas
Saya nyangkut pak, avg 2550 dr untung jd buntung (small portion) thanks buat bei    kalo gada acara suspend suspenan mungkin masih sempet exit sblm dibantai",7:13:12 PM,Monday March 29 2021,Negatif
An Aan,"Membalas : Olt apa yg bisa order sehari sebelumnya pak?
Sesama korban ARB, mau ikut antri  ",7:12:37 PM,Monday March 29 2021,Negatif
Kambing Trader,"Membalas : Photo
Cuman sebatas ARA 3X pak... apa kabar yg ambil dari bawah terus jual di pucuk?",7:03:57 PM,Monday March 29 2021,Negatif
Herni,Pak kl misal kita terjebak di saham ARB berhari2 gmn cara keluar terbaik? Mksdnya kita bs mendahului antrian bandar untuk keluar?,7:01:44 PM,Monday March 29 2021,Negatif
Hendro Masori,"Membalas : ARB berjilid2 bgni apa nggak di suspend y? Maaf, newbie bertanya.
BEI mah cuek aja",7:00:57 PM,Monday March 29 2021,Negatif
Nixon Maia,"Membalas : Photo
Salah Langkah, Bandarnya sadis, mau d ARB kan brp kali supaya dia puas ",6:54:29 PM,Monday March 29 2021,Negatif
Panji Wirawan,Sy kena di BBSI itu...hr trkhir sblum drop udah pasang sell di jam 15.05...ga bisa pasang...besoknya smpai hr ini ada kira2 40an % loss...untung MM nya msh aman...kalau ga amsiong itu...,6:54:00 PM,Monday March 29 2021,Negatif
Fadli,"Membalas : Supirnya mengerikan ini pak guru, sekali dihantem ga dikasih ampun
Pernah dari +10% tiba2 arb wkwk",6:33:25 PM,Monday March 29 2021,Negatif
ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Photo
Domestik yg mst di tindak.. mreka yg td kompak mengarb kan saham hingga ihsg lemah.. tktny ad broker domestik yg jd akun asing",5:23:35 PM,Monday March 29 2021,Negatif
Novagus VP,"Rombongan KCL,, Korban Cut Loss  ",4:07:46 PM,Monday March 29 2021,Negatif
ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week. 1. Banking 2. Properti dan konstruksi BUMN yg rata2 besok d
Sangkut brp wskt sy jg sangkut santuy itu bandar sdh habis distribusi.. tgl menunggu wkt diangkat jgn dibahas trs pak biar diam2 dinaikin saham kalau trs dibahas diarb kan bandar nnt.. bandar bertebaran di grup mana2 hati2",2:58:16 PM,Monday March 29 2021,Negatif
apieth,Sayang amat cent nya ga close d 300 ya pak,2:52:31 PM,Monday March 29 2021,Negatif
Muhammag kuncoro,Ngapain beli antam 3 bulan sekali cuma orofit  11% beli ikan sehari bisa dapat 25% makasih bandar ngehayal terus    ,2:52:21 PM,Monday March 29 2021,Negatif
Yudha,Antm arb,2:41:18 PM,Monday March 29 2021,Negatif
as s,akhirnya antim arb wkwk,2:39:19 PM,Monday March 29 2021,Negatif
Kaanz ,"Membalas : Dpt harga 278 hr ini udh bagus menurut saya 
Hahaha cicil dulu 1 lot pak  rugi pun ga seberapa kalo turun di 268 ",2:17:50 PM,Monday March 29 2021,Negatif
Puspita Wardani,IHSG merah saatnya gorengan cryspy  ,2:17:22 PM,Monday March 29 2021,Negatif
rahmad,ikan tuh yg bosen liat ihsg lesu ,2:13:04 PM,Monday March 29 2021,Negatif
Dharma,Sepi amat ihsg cuma 6T  ,2:04:46 PM,Monday March 29 2021,Negatif
Aho Lie,"Membalas : Sdh diem yuk biar senyap dulu,biar turun dulu, nanti beli lg  
Gak bkln kash turun dibawah 278 klo pegamatan saya",2:02:07 PM,Monday March 29 2021,Negatif
Puspita Wardani,"Membalas : Betul disitu ada area suportnya , cmiww
Sdh diem yuk biar senyap dulu,biar turun dulu, nanti beli lg  ",2:01:23 PM,Monday March 29 2021,Negatif
Yudha,"Antm kemarin terbangin indeks, skrg jd beban indeks  ",2:01:12 PM,Monday March 29 2021,Negatif
Puspita Wardani,"Membalas : 224 lagi plis
ARB brp kali ini  ",1:55:35 PM,Monday March 29 2021,Negatif
Aal,"Membalas : Photo
Hampir aja nyesel jual di 298",1:44:13 PM,Monday March 29 2021,Negatif
Hendra,Hk closing aja biar aman  ,1:43:34 PM,Monday March 29 2021,Negatif
rahmad,ihsg mulai nyungsep ,1:42:24 PM,Monday March 29 2021,Negatif
Erich,gmana brani jalanin swf kl masi sering bom sana sini?    ,1:39:38 PM,Monday March 29 2021,Negatif
Faliq H,"Membalas : Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn
Saya baru keluar td di atas, skrng liat ambles dalam rasanya ingin jadi ironmen wkwkwk",1:38:04 PM,Monday March 29 2021,Negatif
Alzie Al Fachri,"Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn  ",1:37:14 PM,Monday March 29 2021,Negatif
Jay Jay,wskt rugi 9T. lg dibenahi kok. tadi uda ada berita restrukturisasi. apa nanti ada berita jualan tol? restrukturisasi himbara?,1:36:58 PM,Monday March 29 2021,Negatif
Tommy Hermes,"Membalas : .... Ya mmg saya salah sih. Beli di pucuk Ga cutloss Rugi 9t wskt And swf ga ngaruh tnyt..
Cutloss wskt 9t ?",1:34:24 PM,Monday March 29 2021,Negatif
Denny Wang,"....  Ya mmg saya salah sih. Beli di pucuk

Ga cutloss

Rugi 9t wskt
And swf ga ngaruh tnyt..",1:31:54 PM,Monday March 29 2021,Negatif
Denny Wang,"Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week.
1. Banking
2. Properti dan konstruksi BUMN yg rata2 besok dapag dukungan momentum pembalik
3. Coal mining yg masih bullish...


Pak @JuthaBram 


Konstruksi  wskt break 1300 pak jutha..

Turun trus ga ada abise..

Apa ak jual saja kah

Loss gila2an.. 30% an",1:17:10 PM,Monday March 29 2021,Negatif
Muhammad Fajar,"Ihsg ijoo, kok sepi yaaa, lemah lesuu",11:19:16 AM,Monday March 29 2021,Negatif
Johny,"Membalas : Pantau KPAL
TP?",11:11:03 AM,Monday March 29 2021,Negatif
Al Blenk,"Membalas : ANTM saham pertama yg saya latihan untuk trading.. itu saham cocoknya 200 poin TP sekali 200 poin TP sekali.. jgn krn mau TP byk
Wkwk bner om.,ANTM dan TINS satu family.,xlo abis rally 150-200 point loyo dah
Emg pas buat celap celup  ",10:13:26 AM,Monday March 29 2021,Negatif
Fajar Oktavaria,"permintaan saya mudah, jangan mampir ke cent ataupun wiim ya udah gitu aja",10:13:23 AM,Monday March 29 2021,Negatif
ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Ga punya pasangan om, sendirian dari dulu 
sudah TP gjtl ckkckckck",9:48:31 AM,Monday March 29 2021,Negatif
Kaanz ,"Membalas : Dmmx naik tapi tidak dengan volume besar, berarti pola htf nya gagal ya?     
Minggu ini harus breakout kalo tidak bisa berarti pola HTF gaga  ",9:11:36 AM,Monday March 29 2021,Negatif
Eriant Yosua,Ada yg tau kenapa bbca downtrend ? Kira2 suport terdekat dmn ya?,7:33:05 AM,Monday March 29 2021,Negatif
Rocky Thohir,"Membalas : Wah sabotase ?
Pure bencana",2:28:40 AM,Monday March 29 2021,Negatif
Bu Nana,"Membalas : Lha kan kemarin sudah janji sama bu Nana  
Trimakasi Meneer saya baru sampe rmh, besok pagi baru bisa baca lbh detail, 

slamat malam dan beristirahat",11:30:18 PM,Sunday March 28 2021,Negatif
Kelon Mas :baby_bottle::baby_bottle::baby_bottle:,"Membalas : Byk yg tetep didlm ada yg krluar masuk semuanya punya kelebihan dan kekurangan tergtg psikologi org cocoknya jgn ikut2 an tar ma
Biasanya saya tetap didalam mengandalkan TS untuk TP-nya

Tapi CENT ini sering bikin jarum suntik, jadi sangat cocok buat keluar masuk (Jual atas ambil lagi bawah)",8:14:52 PM,Tuesday March 30 2021,Positif
Benhan,"Membalas : BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...
Ah baru baca ini.. pantas BBYB hari ini volumenya besar",8:10:41 PM,Tuesday March 30 2021,Positif
Aho Lie,"Membalas : Kawal bareng2 yuk  
Saya selalu bareng cent Sampai semesta bilg cukup  ",8:08:24 PM,Tuesday March 30 2021,Positif
Benhan,"Membalas : I see, jadi digital colony bisa dibilang pemilik CENT ya om? Thankyou infonya
Digital Colony mau akuisisi CENT. Sepertinya right issue nanti standby buyernya mereka",8:02:54 PM,Tuesday March 30 2021,Positif
Rey,"Membalas : Itu ada jawabannya di atas
I see, jadi digital colony bisa dibilang pemilik CENT ya om? Thankyou infonya",8:00:42 PM,Tuesday March 30 2021,Positif
Aho Lie,Hidup pak benhan juga hidupkan Cent  ,8:00:20 PM,Tuesday March 30 2021,Positif
mrs A,"Membalas : Haka CENT
Jam 2 keluar news ini  .",7:49:12 PM,Tuesday March 30 2021,Positif
Tommy Hermes,"Membalas : Photo
Haka CENT",7:46:06 PM,Tuesday March 30 2021,Positif
Benanta,"Membalas : Photo
Ini tgl tnggu ada yg narik aja, ke goceng juga enteng,, model2an kaya isat",7:13:39 PM,Tuesday March 30 2021,Positif
Ahmad Rifai,Guys ad yg msh pegang eraa berarti bsok saham kita udh pecah nominal+jadi banyak ya,4:15:47 PM,Tuesday March 30 2021,Positif
A,"Wskt, Ptpp nya lagi diskon ya boend ",3:56:06 PM,Tuesday March 30 2021,Positif
Redy Yeee,"Membalas : kan patriotik kak, MERAH DARAHKUUUU!!!      
dapet ini pasti same di ma 20 kan mba rui    ",3:26:55 PM,Tuesday March 30 2021,Positif
Ratih Estiani,"Membalas :   
Qjd inget pas ihsg merah2 trus tiba2 ditarik ijo mas..wkwkwkwk",3:23:21 PM,Tuesday March 30 2021,Positif
Carlo Micelli,Tetap bersyukur ACES ijo... ,2:46:51 PM,Tuesday March 30 2021,Positif
Dharma,"Ini pgas napa om, kok broker saham bandar pada pungutin?
Ini adalah foto",2:39:02 PM,Tuesday March 30 2021,Positif
41056 (Rizki Putra Perdana),yok essa ribon yokk,2:33:09 PM,Tuesday March 30 2021,Positif
Tejo Arum,Cent ngamuk,2:31:47 PM,Tuesday March 30 2021,Positif
Yudha,"Membalas : PTPP itu lq45 pak
Fundamental ptpp oke lah, bagi dividen juga. Tunggu beberapa bulan lg juga naik pak",2:24:56 PM,Tuesday March 30 2021,Positif
Gue Keren,"BACA ambroll nih, ada yg mau hajar gk?",2:19:09 PM,Tuesday March 30 2021,Positif
Lee Khong Huan,"Same biasa kuat di ma20, akankah kini juga akan mantul di sana?",2:19:05 PM,Tuesday March 30 2021,Positif
Tejo Arum,Awassss siapp2 cent mau terbang    ,2:10:15 PM,Tuesday March 30 2021,Positif
Jafar Sim,"Membalas : Asik, buat serok ini. Hu Billy mau tunggu di 5700 ?
Emiten nya hu Billy aman ga terpengaruh badai   ",2:05:06 PM,Tuesday March 30 2021,Positif
Rocky Thohir,DNAR & BGTG get ready?,1:57:20 PM,Tuesday March 30 2021,Positif
Carlo Micelli,Semoga ERAA ijo besok SS,1:48:31 PM,Tuesday March 30 2021,Positif
Raditbima,Baca ara guys. Selanjutnya apa ya? Bbyb?,1:47:56 PM,Tuesday March 30 2021,Positif
Puspita Wardani,BBHI bangkit dr kubur,1:40:10 PM,Tuesday March 30 2021,Positif
Tommy Hermes,"Membalas : Yuhu BBYB
BBYB masih bisa naik ga ya",1:39:29 PM,Tuesday March 30 2021,Positif
Tommy Hermes,"Membalas : ya jangan pak..
Kadung nyemplung
Membalas : fomo baca boleh ga ya
Klo menurut suhu Hauw justru pas lagi di mark up gini yang bisa cuan banyak dan cepat, jangan tunggu pas koreksi karena itu sudah moment distribusi.",1:26:46 PM,Tuesday March 30 2021,Positif
Tomatto Tomatto,"Membalas : BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...
Area buy",1:18:14 PM,Tuesday March 30 2021,Positif
Puspita Wardani,"Membalas : BbYB belakang nya Alibaba loh  
BBYB : RUPS Pelaksanaan Right Issue di tgl 31 Mar, dimana jadwal pelaksanaan sebelumnya sempat ditunda...",1:13:06 PM,Tuesday March 30 2021,Positif
RBTAN59,sentimen bandar sdg mau beramain di baca,12:42:13 PM,Tuesday March 30 2021,Positif
"Apt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
1300-1500 dg syarat break dan bertahan dibawah 2150",12:41:02 PM,Tuesday March 30 2021,Positif
Dita Rissa,BACA dan ARTO the real bank digital... Yg lain cm ikut 2.. belakang mereka raksasa2 unicorn,12:36:02 PM,Tuesday March 30 2021,Positif
Dita Rissa,BACA ok punya,12:33:59 PM,Tuesday March 30 2021,Positif
GoesWan,"Baca bagus buat masuk, tp jngn bnyk2. Bagus lg tunggu candle biru buat memastikan. Prosentase saham, 50% bnyk diatas harga skrg.",12:30:19 PM,Tuesday March 30 2021,Positif
Mamba Mentallity,"Membalas : ada ide emiten apa yang menarik bang?
Kbag. Wkwkwkwk",12:24:46 PM,Tuesday March 30 2021,Positif
rigeladitya,"LPPF weekly, harga di atas MA5 9 weeks, di atas MA10 8 weeks, di atas EMA30 4 weeks, dan sedang berusaha jebol MA60. Masuk setup-nya Ko Billy ga nih?
Ini adalah foto",11:33:12 AM,Tuesday March 30 2021,Positif
Rocky Thohir,Next BNBA watch ya!,11:32:55 AM,Tuesday March 30 2021,Positif
Raditbima,Arakan BACA,11:29:14 AM,Tuesday March 30 2021,Positif
rigeladitya,Nikel nikelan semuanya stay di base masing-masing. Strong.  LPPF yang paling cantik.,11:28:43 AM,Tuesday March 30 2021,Positif
Puspita Wardani,BACA gass trs,11:25:11 AM,Tuesday March 30 2021,Positif
Chai Lie,"PTPP teknikalnya lg di area deman, pengen serok tapi ragu",11:15:22 AM,Tuesday March 30 2021,Positif
Fajar Suryo,Akhirnya WIIM nyolek 955,11:10:43 AM,Tuesday March 30 2021,Positif
Puspita Wardani,"Membalas : Lgi diguyur RF
Klu buat FT aman lah kak, harganya sllu dijaga  ",10:45:15 AM,Tuesday March 30 2021,Positif
Hendra,"Membalas : CENT naik lg yuk   udah full lg muatan  
Kyk ada yg jaga dibanting trus dinaikin wkwk",10:43:43 AM,Tuesday March 30 2021,Positif
Puspita Wardani,CENT naik lg yuk   udah full lg muatan  ,10:42:43 AM,Tuesday March 30 2021,Positif
Faliq H,serok bawah CENT kenyang,10:42:18 AM,Tuesday March 30 2021,Positif
RBTAN59,tpia sdh start mau rups mgkn menuju RI jg ,10:28:07 AM,Tuesday March 30 2021,Positif
Dimas Ari Nugroho,"Membalas : Tp kl gara2 ini wskt jadi 500 lg boleh lah  
Gw di Adhi karya aja gan   lebih lincah gerakannya kalo lagi bullish",10:24:34 AM,Tuesday March 30 2021,Positif
Jay Jay,Tp kl gara2 ini wskt jadi 500 lg boleh lah  ,10:22:32 AM,Tuesday March 30 2021,Positif
Novine 90210,"eraa...hari ini cumdate ss tapi masih gitu2 aja...
masih rame sido kayanya",9:45:28 AM,Tuesday March 30 2021,Positif
Louis Adam,AGRO DOID rebound,9:20:52 AM,Tuesday March 30 2021,Positif
Puspita Wardani,ASSA n CENT bkn pagi pagi happy  ,9:16:01 AM,Tuesday March 30 2021,Positif
Liem Peter,"wah ini YP masang pager CENT di 292, abg dia 293",9:15:45 AM,Tuesday March 30 2021,Positif
Liem Peter,cent kenceng juga ya,9:10:52 AM,Tuesday March 30 2021,Positif
Jafar Sim,"Membalas : candaaaa apusss... 
Yang agro yang agro (harusnya) hari ini rebound ijo,,, yang agro yang agro",9:00:00 AM,Tuesday March 30 2021,Positif
Handy HD,ENRG mau CUM RI ya?,8:57:54 AM,Tuesday March 30 2021,Positif
rigeladitya,"INCO area demand, ada yang lagi ngumpul in banyak banget.
Ini adalah foto",10:48:22 PM,Monday March 29 2021,Positif
rahmad,jadi asing keluar sebulan ini untuk jaga2 masalah bpjs ini ya? dilihat dari ngerinya asing keluar dari BBRI yang mana BPJS sudah untung,10:12:14 PM,Tuesday March 30 2021,Negatif
Jimmy,"Membalas : Ini peraturan nya.. Lengkap perihal batasan kepemilikan emiten dll bpjs.. Kalau mau baca silahkan.. Intinya ga semudah itu jual
Thanks sharingnya Om. Yang ngeri ini efek ""fear""nya aja sih. Kadang aslinya gak ada apa2, efek gosipnya mbikin runtuh duluan. Macam Archegos ini...  ",10:01:45 PM,Tuesday March 30 2021,Negatif
Aho Lie,"Membalas : Hati  guys jagan sampai terjadi lagi.
Inget bunuh diri masuk neraka   
Membalas : Biasanya saya tetap didalam mengandalkan TS untuk TP-nya Tapi CENT ini sering bikin jarum suntik, jadi sangat cocok buat keluar
Tp prsktek susah pak hrs brner 2 udh klik baru bisa kadang pas jual hrg mlh lebh tinggi tunggu gak turun masuk malah turun  ",8:15:10 PM,Tuesday March 30 2021,Negatif
Daniel Bong,Saya Cl WSKT kena loss 8%,7:59:15 PM,Tuesday March 30 2021,Negatif
Tony Iskandar,"Ini adalah foto
Sentimen negatif utk ANTM",6:46:39 PM,Tuesday March 30 2021,Negatif
Muhammag kuncoro,"Membalas : Fix besok WSKT ARB lagi
Kontruksi iya kyk nya karna ada kendala kerjaan yang masih bayak tender
Kontruksi itu biasa nya  moncernya Akhir tahun karna pendapatan mereka bulan2 itu baru terkumpul dan kejar target biasa nya",6:31:11 PM,Tuesday March 30 2021,Negatif
Severinus Utomo,"Membalas : Besok fik ihsg ijo di atas 2%
Fix besok WSKT ARB lagi",6:30:04 PM,Tuesday March 30 2021,Negatif
Ronny,"Membalas : https://market.bisnis.com/read/20210330/7/1374514/historia-bisnis-geger-saham-palsu-hmsp-inco-smgr-inkp-inru
Kampret ini cnbc    
Fear disebarr terus. 
Besok tau2 semua berita bagus muncul",4:28:22 PM,Tuesday March 30 2021,Negatif
Iqbal,BNBA apa kabar ya? Masih arb kah?,3:25:25 PM,Tuesday March 30 2021,Negatif
Elon Mas,"Membalas : Bursa efek BUMN WSKT WIKA PTPP ADHI      
dibohongin SWF ",3:25:03 PM,Tuesday March 30 2021,Negatif
Tejo Arum,"Membalas : kak, gimna nih prospeknya antm ke depan?
ANTAM berANTEM     ",3:13:11 PM,Tuesday March 30 2021,Negatif
Faliq H,"Membalas : Fundamental ptpp oke lah, bagi dividen juga. Tunggu beberapa bulan lg juga naik pak
rugi mau bagi dividen apa? wkwk",2:25:10 PM,Tuesday March 30 2021,Negatif
Kirana L,"Membalas : Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya
Agak sulit tp mungkin saja pak...
Andaikata dimerahin ARTO sasaran berikutnya  ",2:25:05 PM,Tuesday March 30 2021,Negatif
Jafar Sim,Baca kalau closing merah sih sptinya parah tuh bandar kasar mainnya,2:24:13 PM,Tuesday March 30 2021,Negatif
Mas Bro,"Lihat BBCA tuh, kesian amat mati2an nahan indeks sendirian woyyy     tolongin napa    ",2:22:03 PM,Tuesday March 30 2021,Negatif
45$$3 Chandera Husin,Hari BBRI.... besok BMRI.... yg dibuang Asing... giring opini IHSG dibawah 6000,2:15:59 PM,Tuesday March 30 2021,Negatif
Lee Khong Huan,"Wahaha..ngamati agrs ngeri, hati  yg ginian..angka bidnya palsu, tadi ribuan begitu dianjlokin hilang semua",2:13:52 PM,Tuesday March 30 2021,Negatif
Daniel Bong,Wskt kembali ke asal mari kita berdoa spy g tiap hr ARB,2:10:04 PM,Tuesday March 30 2021,Negatif
Tommy Hermes,CTRA arb di support,2:09:45 PM,Tuesday March 30 2021,Negatif
Benhan,SAME runtuh ya supportnya,2:08:57 PM,Tuesday March 30 2021,Negatif
Johny,"Membalas : https://www.cnbcindonesia.com/market/20210330133606-17-233985/duh-bp-jamsostek-bakal-kurangi-investasi-saham-reksa-dana besok me
pgas makin ambles",2:07:59 PM,Tuesday March 30 2021,Negatif
Kirana L,"Mungkin ibu bapak tidak mengenal saya tapi uang yang nyangkut di saham2 minibank lebih baik digunakan utk kepentingan lain ya sedekah misalnya atau zakat..

Risk sangat besar dibandingkan dengan expected return.. deviasi dari saham2 minibank yg berkisar antara 27-36% sangat jelas memperlihatkan bahwa itu semua permainan sekelompok orang / institusi pemegang dana besar...

Salam profit kita semua  ",2:07:58 PM,Tuesday March 30 2021,Negatif
            ,Same terjun bebas,2:07:32 PM,Tuesday March 30 2021,Negatif
Sumitro Saadah,"Membalas : ini BBRI div 2% kurang yah kok dibanting?
BBRI mau tutup gep di 3700",1:58:37 PM,Tuesday March 30 2021,Negatif
Andre Salim,ini BBRI div 2% kurang yah kok dibanting?,1:58:05 PM,Tuesday March 30 2021,Negatif
Benhan,RI nya simpang siur soalnyaz HMETD BBYB juga ga nongol hari ini,1:53:03 PM,Tuesday March 30 2021,Negatif
Taufiq,saya kemarin 27 persen baru cl. coz udah ngk kuat psikis saya lihat nih wskt. nyangkut d 1900. nih saham kl turun arb. ngeri lama2 kl dipegang,1:45:26 PM,Tuesday March 30 2021,Negatif
Murr,"Offer tebel d BBRI dah ilang, akankah reversal?",1:44:25 PM,Tuesday March 30 2021,Negatif
Eru Yagami,"Membalas : Butuh keberanian ini
Baca lapkeu Q4 tinggal nunggu bangkrut aja",1:44:20 PM,Tuesday March 30 2021,Negatif
Muhammag kuncoro,"Membalas : kalau ga nyampe mau terus menunggu bang?
Gak mesti lah mas kita cuma ngarep Doang kalo di kasih bagus.
Ada info menarik Gaes coba Pantao saham Bsim kayak nya minggu ini saagat menarik kali Minimal 1 ARA dech tapi ini bukan ajak beli atao jual...",12:59:04 PM,Tuesday March 30 2021,Negatif
Dita Rissa,"Membalas : Dan kemungkinan ARB nya lebih dr ARTO juga.....
Lah ya smw itu ARB wajar, masalahnya masuknya ya jgn dipucuk... Masuk nya sekarang pas msh murah klo masuk ntar pas 10 rb ya telat wkwkwk",12:38:59 PM,Tuesday March 30 2021,Negatif
Kaanz',"Membalas : ANTM kira kira bisa ke 3.500 ngga pak?
Ke 2700 aja belum mampu pak  , masih tektokan",12:37:49 PM,Tuesday March 30 2021,Negatif
Jim,"Membalas : Aset lbh dr ARTO, Profitnya msh ok, reputasi ok, kesiapan infra lbh ok dan ini OVO + Grab yg size-nya lbh besar menurut data unt
Dan kemungkinan ARB nya lebih dr ARTO juga.....",12:36:37 PM,Tuesday March 30 2021,Negatif
GoesWan,"Kondisi IHSG skrg, kurang bagus nahan barang lama. Main On Day Trading aja.",12:34:25 PM,Tuesday March 30 2021,Negatif
