,Data,User,Pesan,Jam,Tanggal,Status
361,362,"Apt, Yulianto Wijaya S Farm, RTA (FRED)","Membalas : ISAT :rocket:
 
kabisat = isat ya ??    ",10:14:28 AM,Saturday March 27 2021,Hapus
362,363,Alfian,ISAT :rocket:,10:08:01 AM,Saturday March 27 2021,Positif
363,364,Hendro Masori,    ,9:58:53 AM,Saturday March 27 2021,Hapus
364,365,Wan888,Wood,9:58:19 AM,Saturday March 27 2021,Hapus
365,366,Billy,"Luck ganti ini aja  
Ini adalah foto",9:57:33 AM,Saturday March 27 2021,Hapus
366,367,Bow,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  
Yaah udah ada SAMEnya ternyata.. Ga teliti.. Hahaha",9:57:14 AM,Saturday March 27 2021,Hapus
367,368,Wan888,"Membalas : Luck di anulir hahaha
 ",9:57:05 AM,Saturday March 27 2021,Hapus
368,369,Billy,"Membalas : Assa, same, luck, wiim
Luck di anulir hahaha",9:56:24 AM,Saturday March 27 2021,Hapus
369,370,Bow,SAME SAME ya semua.. Selamat pagii juga..  ,9:55:39 AM,Saturday March 27 2021,Hapus
370,371,Ferry Setiawan,"Hahaha... Siap hu, akhir akhir  ini sibuk kerjaan kantor jadi jarang keliling group tele     semoga nggak kelewat pas lagi adain voice chat ya hu",9:55:33 AM,Saturday March 27 2021,Hapus
371,372,Wan888,"Assa, same, luck, wiim",9:55:30 AM,Saturday March 27 2021,Hapus
372,373,Hendro Masori,"Jiaaahhhh
Topiknya bebasssss",9:52:12 AM,Saturday March 27 2021,Hapus
373,374,Rui :rocket: :speedboat::dancer: ,"Membalas : GOOD morning ci :rocket:
Samelamat pyfagi koh    ... duh typo  :rocket::rocket:",9:49:33 AM,Saturday March 27 2021,Hapus
374,375,Angga Bhara,Yukss mumpung hari libur qt wisata ke taman AGRO agar fress hari senin,9:48:34 AM,Saturday March 27 2021,Positif
375,376,Bhagas,"Membalas : Lha ya toh pak, full of containers pula... Jadi masyarakat U.S. gak jadi beli barang/jasa, beli saham saja, ATH lagi deh itu in
   bener pak bisa jadi   ",9:47:50 AM,Saturday March 27 2021,Hapus
376,377,Billy,"Membalas : Saya melihat ada 4 kode disitu, terutama kata2 yang terakhir...        Pagi2 baca grup isinya bagus bagus
GOOD morning ci :rocket:",9:47:40 AM,Saturday March 27 2021,Hapus
377,378,Hendro Masori,"Membalas : waduh kode  Envy  nih   
Hahahaha bukaaaan. Nanti ada yg beli pulak
Membalas : Pagi hu HM...  
Ini lain kali musti sharing next voice chat",9:46:25 AM,Saturday March 27 2021,Hapus
378,379,Ferry Setiawan,"Membalas : Iya. Fokus diri sendiri. Gak boleh envy sama orang lain
Pagi hu HM...  ",9:46:12 AM,Saturday March 27 2021,Hapus
379,380,Rui :rocket: :speedboat::dancer: ,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  
Saya melihat ada 4 kode disitu, terutama kata2 yang terakhir...   

   

Pagi2 baca grup isinya bagus bagus :hearts:",9:46:10 AM,Saturday March 27 2021,Hapus
380,381,Billy,"Membalas : Luck, wiim, assa apa same. Tambah pusing   
   Btw tahun ini tahun kabisat bukan ya om",9:46:01 AM,Saturday March 27 2021,Hapus
381,382,Aldo,"Membalas : Iya. Fokus diri sendiri. Gak boleh envy sama orang lain
waduh kode  Envy  nih   ",9:45:56 AM,Saturday March 27 2021,Hapus
382,383,Shimano Aditya,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  
Udah gk jaman pake KTA koh, sekarang ERAA nya pinjol",9:45:42 AM,Saturday March 27 2021,Hapus
383,384,Ronny,"Membalas : Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  
Luck, wiim, assa apa same. Tambah pusing   ",9:45:00 AM,Saturday March 27 2021,Hapus
384,385,Hendro Masori,Iya. Fokus diri sendiri. Gak boleh envy sama orang lain,9:44:55 AM,Saturday March 27 2021,Hapus
385,386,Billy,Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  ,9:43:49 AM,Saturday March 27 2021,Negatif
386,387,Meneer Greg,"Membalas : nah iya,kapal segede itu masa kena angin   mungkin nahkoda ngantuk atau kebanyakan minum
Lha ya toh pak, full of containers pula...

Jadi masyarakat U.S. gak jadi beli barang/jasa, beli saham saja, ATH lagi deh itu index mereka  ",9:40:25 AM,Saturday March 27 2021,Hapus
387,388,Billy,"Membalas : Cut lost dulu aja pak senen. Beli yang ASIIk biar bisa join ngobrol disini
Eh sepeda wiimcycle masih ada ga sih.. Pngn Nostalgia  ",9:35:08 AM,Saturday March 27 2021,Hapus
388,389,Bhagas,"Membalas : See this in different perspective, This Suez story is perfect reason for producer to hike prices, gain more profits on supply d
nah iya,kapal segede itu masa kena angin   mungkin nahkoda ngantuk atau kebanyakan minum  ",9:34:03 AM,Saturday March 27 2021,Hapus
389,390,AAN,"Membalas : Cut lost dulu aja pak senen. Beli yang ASIIk biar bisa join ngobrol disini
Saya ijin KBAG keuangan dulu pak kalau mau cutloss....  ",9:33:07 AM,Saturday March 27 2021,Negatif
390,391,Meneer Greg,"Membalas : Photo
See this in different perspective,

This Suez story is perfect reason for producer to hike prices, gain more profits on supply disruption issue.

Kok ya pas sama disbursement cash stimulus, alasannya kapal sebesar itu ketiup angin dari samping (eh?, lho kok gampang..)

Just saying  
",9:31:19 AM,Saturday March 27 2021,Hapus
391,392,Ronny,"Membalas : Sahamku LPPF bingung dirangkai jadi kata apa ya   
Cut lost dulu aja pak senen. Beli yang ASIIk biar bisa join ngobrol disini",9:31:05 AM,Saturday March 27 2021,Negatif
392,393,KAYLA,"Membalas : Jadi inget jaman dulu. Gak ada android atau iPhone. Gak ada WA juga. Yg penting bisa SSMS udah cukup.
SSMS       ",9:28:01 AM,Saturday March 27 2021,Hapus
393,394,Bhagas,"Membalas : Sahamku LPPF bingung dirangkai jadi kata apa ya   
saya CTRA juga bingung...membangun CTRA?  ",9:25:41 AM,Saturday March 27 2021,Hapus
394,395,Hendro Masori,"Wkwkwkwkwk
Sekilas kayak kursus bahasa Inggris ya Pak.  ",9:24:30 AM,Saturday March 27 2021,Hapus
395,396,AAN,Sahamku LPPF bingung dirangkai jadi kata apa ya   ,9:24:09 AM,Saturday March 27 2021,Hapus
396,397,Diana ajaaa:rocket::rocket::rocket:,"Membalas : Real trader use android soalnya pak    
   ",9:19:28 AM,Saturday March 27 2021,Hapus
397,398,Bhagas,"Membalas : Hidup sebelum jaman wa dan tele memang KRAS
jaman belum bisa mock atau demo trade KRAS pula pak",9:19:15 AM,Saturday March 27 2021,Hapus
398,399,Fajar Oktavaria,"Membalas : Jadi inget jaman dulu. Gak ada android atau iPhone. Gak ada WA juga. Yg penting bisa SSMS udah cukup.
java dan symbian   ",9:18:37 AM,Saturday March 27 2021,Hapus
399,400,Tommy Daniel,"Membalas : Membaca pengalaman suhu2 di sini dan berkaca dari pengalaman pribadi, rule nomor 1 trading itu memang PASANG STOP LOSS! Bahkan G
Setuju kakak... pasang stop loss ditiap posisi. Upgrade to trailing stop buat take profit.

Karena take profit itu juga sama penting nya dengan stop loss. Supaya bisa lihat account kita grow atau tidak.",9:13:13 AM,Saturday March 27 2021,Positif
400,401,Ed Suwu,"Membalas : Hidup sebelum jaman wa dan tele memang KRAS
Iya pak ga ber- fren",9:10:16 AM,Saturday March 27 2021,Hapus
401,402,Benhan," If you make one trade and it starts to go against you, you are wrong. Then why buy or sell more to average a loss?  

When things are getting worse, day by day in every way, why do your best to make them get worse in every way? Stop the loss before it is eternally too late. 

Every trader should remember that the weakest point of all is overtrading, and the next, failing to place a stop loss order, and the third fatal mistake of all, averaging a loss. 

Eliminate these three mistakes and you will make a success. Cut short your losses, let your profits run,  pyramid or increase your buying or selling when the market is moving in your favor, not when it is going against you. ",9:10:15 AM,Saturday March 27 2021,Bingung
402,403,Ronny,Hidup sebelum jaman wa dan tele memang KRAS,9:09:23 AM,Saturday March 27 2021,Hapus
403,404,DenmasBams,"Jangan putus ASSA teman"" Trader angkt corona. Tetap semangat :on: ",9:09:03 AM,Saturday March 27 2021,Hapus
404,405,Hendro Masori,"Jadi inget jaman dulu. Gak ada android atau iPhone. Gak ada WA juga. Yg penting bisa SSMS udah cukup.  
",9:08:03 AM,Saturday March 27 2021,Hapus
405,406,Benhan,"Membaca pengalaman suhu2 di sini dan berkaca dari pengalaman pribadi, rule nomor 1 trading itu memang PASANG STOP LOSS!
Bahkan Gann menulis ini sebagai Rule utama kalau mau trading:

 If you have not the firmness, will power, and determination to  protect every trade with a stop loss order, do not start trading, for you will fail. 

Ini tulisan hampir 100 tahun lalu lho dan masih valid sampai skrg walau trading sudah pakai OLT",9:07:53 AM,Saturday March 27 2021,Hapus
406,407,DenmasBams,Wiih ngode  .. SAME on you Pak..,9:06:48 AM,Saturday March 27 2021,Hapus
407,408,Ronny,"Membalas : A real trader be like... Beli dikit naik banyak beli banyak turun banyak  
Intinya android apa iphone hu?    ",9:04:25 AM,Saturday March 27 2021,Hapus
408,409,Billy,A real trader be like... Beli dikit naik banyak beli banyak turun banyak  ,9:03:54 AM,Saturday March 27 2021,Hapus
409,410,rudy yap,A real trader never gets piss off at the market.,9:00:53 AM,Saturday March 27 2021,Hapus
410,411,R O N I :registered: :copyright:,"Membalas : Sama kek the real man use three pedals
The real man use sendal pak de  ",9:00:16 AM,Saturday March 27 2021,Hapus
411,412,Hendro Masori,"Sama kek the real man use three pedals
Apa yg pake matic bukan the real man.  ",8:57:35 AM,Saturday March 27 2021,Hapus
412,413,Hendro Masori,Halahhh,8:56:50 AM,Saturday March 27 2021,Hapus
413,414,Hendro Masori,"Membalas : Kalo buat saya, real trader itu ga ada pembatan berupa harus ios (apple) user, android user, atau windows user
Hahahahha becanda bapaaak",8:55:39 AM,Saturday March 27 2021,Hapus
414,415,Ronny,"Membalas : Kalo buat saya, real trader itu ga ada pembatan berupa harus ios (apple) user, android user, atau windows user
Berarti bapak bukan real trader
Hahahaha bercanda pak   ",8:55:28 AM,Saturday March 27 2021,Hapus
415,416,Fajar Oktavaria,"Membalas : Real trader use android soalnya pak    
Kalo buat saya, real trader itu ga ada pembatan berupa harus ios (apple) user, android user, atau windows user  ",8:54:42 AM,Saturday March 27 2021,Hapus
416,417,Hendro Masori,"Membalas : Dari ceritanya pakde dan hu billy, semua berasal dari ketamakan ya, gak peduli market lagi bullish atau bearish, kalo sudah tama
Hahhaaha. True",8:52:01 AM,Saturday March 27 2021,Hapus
417,418,Andreas Teddy,"Dari ceritanya pakde dan hu billy, semua berasal dari ketamakan ya, gak peduli market lagi bullish atau bearish, kalo sudah tamak pasti dihajar habis

Saya jadi ingat quote di buku yang pernah saya baca, ""bull makes money, bear makes money, but pig gets slaughtered""
",8:51:33 AM,Saturday March 27 2021,Hapus
418,419,ericko L,"Membalas : Kebanyakan barang dari us kan dari china. Us ke china tinggal lewat samudra pasifik, ga lewat suez. Yg ribet eropa
    berarti komoditi gajadi surge up",8:49:17 AM,Saturday March 27 2021,Hapus
419,420,hery,"Membalas : Real trader use android soalnya pak    
  ",8:47:20 AM,Saturday March 27 2021,Hapus
420,421,Hendro Masori,"Saya dulu iPhone fan boy
2016 hijrah and will never comeback
 ",8:46:08 AM,Saturday March 27 2021,Hapus
421,422,Hendro Masori,"Membalas : Real trader use android soalnya pak    
Hahahahaha couldn't more agree.",8:45:23 AM,Saturday March 27 2021,Hapus
422,423,Ronny,"Membalas : clubhouse dah sepi  
Real trader use android soalnya pak    ",8:43:38 AM,Saturday March 27 2021,Hapus
423,424,Hendro Masori,Halah apalagi ini baru denger,8:41:55 AM,Saturday March 27 2021,Hapus
424,425,Hendro Masori,Members nambah karena diumumin di IG apa karena voice chat?  ,8:35:53 AM,Saturday March 27 2021,Hapus
425,426,Hendro Masori,"Membalas : Karena seberapa besar modalpun, resiko tetep sama di bursa. Resiko selalu tinggi. Jadi kalau sudah untung banyak, duit harus dit
Nah bener. Ini juga pelajaran mahal saya dari dunia saham.
",8:11:34 AM,Saturday March 27 2021,Hapus
426,427,Dirga,"Membalas : Karena seberapa besar modalpun, resiko tetep sama di bursa. Resiko selalu tinggi. Jadi kalau sudah untung banyak, duit harus dit
iya, loss 100% tetap loss 100%, regardless capitalnya cuma 1 jt or 1 triliun  ",8:11:03 AM,Saturday March 27 2021,Hapus
427,428,Mbah Bedjo,"Bener kata pak @JuthaBram td malah mumpung para senior suhu  sprt pak @hmasori lg berbalik hati mau mengajari,yuk kita  penghuni grup belajar sama  , jgn cuma nyampah dgn kata  mutiara ""besoookk IKAN TONGKOL ara, arakan ndar",7:57:29 AM,Saturday March 27 2021,Hapus
428,429,Hendro Masori,"Membalas : Saya pengikut grup ini dr masih 2000an ,byk ilmu yg didapat dr byk suhu di sini, tapi maaf nie ya pakde makin kesini byk yg nyam
Susah dihindari kalau ini Pak. Semakin besar pasti semakin grup semakin beragam. Saya coba untuk jaga semampu saya
Membalas : Sifat manusia sama ya pak lurah    Mau itu angkatan 2008 98.. Pasti ada aja yg model kaya gini.. Beda nya sama skrg.. Ya cuma
Iya bener termasuk direkturnya KARK
Kisah dari OB jadi direktur dan berakhir bunuh diri
Membalas : Jujur yg paling serem ya, org yg udah paling jago dan untung besar pun masih bs bangkrut karena kenekatan mereka, seperti Jesse
Correct!
",7:50:07 AM,Saturday March 27 2021,Hapus
429,430,Hendro Masori,"Temen2. Sekarang ini saat yang tepat untuk instropeksi dan evaluasi apa yg sudah anda kerjakan di dunia saham. Kalau buat saya pertanyaan yg harus anda ajukan ke diri anda bukanlah nanya kenapa bisa loss....

Tapi tanyakan ke diri anda apakah anda masih punya passion di dunia saham? Kalau ada dan sangat kuat, barulah kita ke next question nya tadi. Cek lagi kenapa selama ini anda masih loss....",7:49:15 AM,Saturday March 27 2021,Hapus
430,431,Mbah Bedjo,"Membalas : Sama sama Pak
Saya pengikut grup ini dr masih 2000an ,byk ilmu yg didapat dr byk suhu di sini, tapi maaf nie ya pakde makin kesini byk yg nyampah jd makin susah baca chat yg dh ratusan,",7:49:14 AM,Saturday March 27 2021,Hapus
431,432,Hendro Masori,"Membalas : Hahahaha kasusnya mirip rekan kerja saya ,ngerasa enak dapat duit di market ampe mau gadaikan sertifikat tanah mertua, untung be
Sama sama Pak",7:46:46 AM,Saturday March 27 2021,Hapus
432,433,Andrian,akra pak bisa dilirik,7:46:12 AM,Saturday March 27 2021,Positif
433,434,Hendro Masori,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
Halah ini juga sama.    ",7:46:11 AM,Saturday March 27 2021,Hapus
434,435,Dirga,"Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
baru mulai aktif lagi mantau grup TT 3-4 hari terakhir. Berasa bgt dpt dpt daging tiada tara dari sharing2 suhu disini, especially this one!

Baru aja kemarin drop karena ngalamin pengalaman serupa. Skarang jd semangat lagi  

Semakin jatuh, motivasi utk bangkit dan belajar lebih giat smakin besar memang ya  ",7:45:31 AM,Saturday March 27 2021,Hapus
435,436,Mbah Bedjo,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Hahahaha kasusnya mirip rekan kerja saya ,ngerasa enak dapat duit di market ampe mau gadaikan sertifikat tanah mertua, untung belum terlambat bisa saya cegah, kalau enggak mungkin dh sprt kasus yg terjun dr lantai 23 kemarin, makasih lho pak @hmasori  nasehatnya berguna utk menasehati teman saya  ",7:44:28 AM,Saturday March 27 2021,Hapus
436,437,Hendro Masori,Sampe ada masa ambil cash dari kartu kredit. Untungnya sama. Gak sampe terjerat ga bisa bayar.  ,7:44:24 AM,Saturday March 27 2021,Hapus
437,438,Hendro Masori,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Lah ini juga sama.  
",7:42:43 AM,Saturday March 27 2021,Hapus
438,439,Anjar Wilujeng,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
   ",7:41:37 AM,Saturday March 27 2021,Hapus
439,440,Hendro Masori,"Membalas : Maaf mau tanya. Ko kode sales nya kayaknya sama ya dg sebelah?
Gapapa memang ada beberapa grup pake kode salesnya Rangga
Membalas : Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu sel
Kisah saya mirip dengan Hu Billy. Di awal2 trading judulnya penasaran itu membunuhmu...",7:40:09 AM,Saturday March 27 2021,Hapus
440,441,Andre Salim,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
savage",7:39:46 AM,Saturday March 27 2021,Hapus
441,442,Jay Jay,"Membalas : saham oil di market yang ga ""aneh-aneh"" selain elsa dan medc apa lagi ya?
Maksudnya apa?yg terkait ke ekosistem oil atau hanya produsen?",7:36:35 AM,Saturday March 27 2021,Hapus
442,443,Ardiyan Bagas,"Membalas : Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa
Mantab ini mah double kill",7:32:38 AM,Saturday March 27 2021,Hapus
443,444,Billy,"Membalas : Masih mending sih pinjem bank buat trading ketimbang margin. Kalau margin kan ada margin call dan harus force sell kalau pinjem
Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa   ",7:27:52 AM,Saturday March 27 2021,Negatif
444,445,rahmad,"saham oil di market yang ga ""aneh-aneh"" selain elsa dan medc apa lagi ya?",7:27:47 AM,Saturday March 27 2021,Hapus
445,446,Daniel Bong,"Temen disini waktu covid bulan Maret ada yg potensi loss sampai 70% tapi habis skg sdh berbalik profit hampir 100%..klau ada angkat jempol nya   
Maret 20 ya bukan yg skg",7:20:07 AM,Saturday March 27 2021,Positif
446,447,Jay Jay,"Membalas : Habit tulis sms kebawa ke zaman medsos   just kidding Pak.. Boleh share link?
Cek di investing aja. Uda banyak berita kok",7:15:10 AM,Saturday March 27 2021,Hapus
447,448,Daniel Bong,Byk bank bank kecil,7:14:23 AM,Saturday March 27 2021,Hapus
448,449,Jaidie,"Membalas : Saham mana yg arb berhari2
IKAN mungkin wkwk",7:12:40 AM,Saturday March 27 2021,Negatif
449,450,Hendra,"Membalas : Video
Saham mana yg arb berhari2",7:11:19 AM,Saturday March 27 2021,Hapus
450,451,Soebianto,"Membalas : New gold, semikonduktor. Pabrik kebakaran. Mobil ev mandeg d
Habit tulis sms kebawa ke zaman medsos   just kidding Pak..

Boleh share link?",7:10:01 AM,Saturday March 27 2021,Hapus
451,452,Bayu Anggara,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Masih mending sih pinjem bank buat trading ketimbang margin. Kalau margin kan ada margin call dan harus force sell kalau pinjem bank kan cicilan per bulan hehe",7:09:37 AM,Saturday March 27 2021,Hapus
452,453,Kaanz ,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Wah emnng bener ya hu Billy kalo memang, pake uang panas bisa merubah pola pikir dan mindset kita saat bertrading saham, yang tadinya enjoy the market seketika menjadi fomo dan ingin cepet"" kaya dengan instan berharap agar dapat menutupi hutangnya, sehingga psikologis nya terganggu dan akhirnya trading sistem nya berubah dan ujung"" nya boncos sendiri, saya setuju dengan para suhu"" senior di sini dengan start with small, ada satu mindset saya pernah baca buku, yang terpenting bukan bagaimana dari modal 10jt bisa jadi berapa? Tapi, bagaimana dari modal 10jt tidak berubah jadi 0, wicis yang dipikirkan adalah resikonya dulu, jadi memng sangat penting juga, sebelum memikirkan rewardnya harus sudah tau risk nya dulu, but disini bnyak share ilmu"" luar biasa dari suhu"" terima kasih  ",7:05:34 AM,Saturday March 27 2021,Bingung
453,454,Jay Jay,"New gold, semikonduktor. Pabrik kebakaran. Mobil ev mandeg d",7:00:43 AM,Saturday March 27 2021,Hapus
454,455,Jay Jay,"Membalas : Oia sisi gelap syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung ny
Roketnya ilang hu  ",6:54:53 AM,Saturday March 27 2021,Hapus
455,456,Billy,"Oia sisi gelap  syaa juga dlu pernah pinjem bank.. KTA dan pinjem duit tabungan plus pensiun ortu buat di trading in.. Untung nya kagak ilang   

Jd ga heran lah liat org2 skrg yg pinjol dll...karena mental manusia ya emg segala sesuatu pngn instan",6:52:01 AM,Saturday March 27 2021,Hapus
456,457,Billy,"Memang passion itu penting disegala bidang yg kita sedang jalani termasuk jika bicara ttg trading saham.. Saya juga sama dlu selama 5 tahun diawal sibuk mencari ""resep rahasia"" sukses cuan tanpa loss dgn cita2 ingin cepat kaya raya... Yg ada malah boncos seboncos2 nya.. Bukan berbicara masalah value yg loss tapi juga mental dan opportunity cost yg sudah hilang.. Pernah berpikir dulu harus nya uang nya di masukin deposito aja ga akan hilang, tp klo uang ga hilang ya kita ga kapok gak belajar.. Jujur saya dlu banyak mencoba berbagai style trading.. Dari mulai menjadi follower rekomendasi sekuritas, forum dan juga pengikut running trade Ujung2 nya boncos.. Lalu move mencari indikator anti loss.. Di chart ampe bisa ada 5 indikator biar keliatan keren.. Ujung2 nya binging sendiri lalu loss.. Dan yg paling memakan tenaga pikiran dan mental adalah penggunaan margin yg lebih banyak membuat diri saya kesetanan dan cenderung berjudi.. Ketika suatu saat menang menggunakan margin, ada keinginan untuk terus melipatgandakan cuan tsb dgn margin ujung nya hancur.. So, passion itu penting untuk kita bangkit karena sebenarnya trading itu simple hanya tentang berapa risk yg anda ingin relakan untuk profit yg anda ekspektasikan... Contoh saya beli saham A dgn risiko sudah di tetapkan 5% namun dgn analisa saya melihat peluang naik 10% dgn demikian rasio nya 2:1.. Walaupun dari 100x percobaan anda cuma menang 50% tetap anda akan profit.. Nah dulu saya ga pernah mikir ini hajar aja all in full margin.. Macd golden cross rame di running trader hajat hehe.. So tmn2 selamat belajar.. Semoga cost belajar nya ga sebesar tmn2 senior disini.. Start small..",6:26:28 AM,Saturday March 27 2021,Hapus
457,458,Dwi Purnomo Setyo Budi,"Selamat pagi semua..memang benar seperti yg dikatakan pakde. PERTAMA adalah passion. Dimana ada passion pasti ada keinginan utk belajar lebih jauh. Kalau saya awal2 dulu mengenal pasar modal adalah reksadana. Tiap bulan ""nabung"" di reksadana. Awal2 seneng banget krn liat hasilnya lebih besar daripada kalau uang ditabung di bank. 

Tapi lama-lama saya merasa koq lambat sekali pergerakannya, maka saya coba baca2 tentang saham. Buku2 yg pertama saya baca adalah bukunya Ellen May, sampai saya punya buku dgn tanda tangan penulisnya, buku itu judulnya Smart Traders not Gambler dan Smart Trader Rich Investor.

Setelah kenal saham, akhirnya merasakan ""seksinya"" capital gain. Naik bisa banyak, turun pun bisa banyak. Di awal2 udah cuan lumayan, yg menurut saya itu mungkin sekedar lucky beginner aja. Sampai akhirnya saya beli APOL dan skrng udah wassalam itu sahamnya alias delisting.",6:00:43 AM,Saturday March 27 2021,Hapus
458,459,Satimin Sejati,"Membalas : boleh tau kenapa berenti forex nya?
Ada beberapa pertimbangan. Klo diurai agak panjang pak penjelasannya.
Intinya saya ga cocok. Termasuk dg crypto. Saya baca buku ttg crypto langsung dg keputusan bulat. Ga mau coba.

Klo saham sbnernya sudah lama pengen. Alasannya saham bisa menggunakan beberapa mode (investasi, swing trading, one day trading) dg leluasa/flexible. 

Kira2 begitu cerita singkatnya",1:43:35 AM,Saturday March 27 2021,Hapus
459,460,Hendro Masori, ,1:15:40 AM,Saturday March 27 2021,Hapus
460,461,Satimin Sejati,"Membalas : Loss di forex pahit pak. Lossnya sampe ambles2 ga bersisa krn leveragenya lebih dashyat puluhan sampe ratusan kali lipat dr marg
Harus ksatria klo trading forex. Ga ada kompromi. Saatnya CL ya harus CL.

Trader itu ksatria. Salah akui, terima resikonya.

Bangkit lagi dg psikology yg sehat dan pikiran yg jernih.

Itu pelajaran saya di forex 14tahun yang lalu",1:14:56 AM,Saturday March 27 2021,Hapus
461,462,Satimin Sejati,"Nah ini salah satu guru saya nongol...
Saya terkesan dg beliau forecast time-nya.",1:11:59 AM,Saturday March 27 2021,Hapus
462,463,Charles Prop,"Membalas : anak forex TA nya kuat nih  
Loss di forex pahit pak. Lossnya sampe ambles2 ga bersisa krn leveragenya lebih dashyat puluhan sampe ratusan kali lipat dr margin ihsg",1:11:54 AM,Saturday March 27 2021,Negatif
463,464,hery,"Membalas : Back Test kenaikanorpenurunan Ex date SS.pptx
wah, BRPT kemarin tidak menyenangkan yah",1:11:45 AM,Saturday March 27 2021,Negatif
464,465,Hendro Masori,"Membalas : Back Test kenaikanorpenurunan Ex date SS.pptx
 
Daging itu",1:10:52 AM,Saturday March 27 2021,Hapus
465,466,Hendro Masori,"Eh bener Pak Carik
Ada",1:10:08 AM,Saturday March 27 2021,Hapus
466,467,Hendro Masori,,1:09:58 AM,Saturday March 27 2021,Hapus
467,468,Hendro Masori,"Membalas : mestinya di saved message
Dimana Pak Carik?",1:08:37 AM,Saturday March 27 2021,Hapus
468,469,Dessy Fang,"Membalas : Saya ingin sharing mudah2 an newbie angkatan Corona tidak perlu melewati jalan yg saya lalui.
AMIN    ",1:07:43 AM,Saturday March 27 2021,Hapus
469,470,Hendro Masori,"Saya rekam tadi
Tapi dimana ya disimpennya
Masih gaptek
Hahahaha",1:06:55 AM,Saturday March 27 2021,Hapus
470,471,Hendro Masori,"Membalas : Dan saya merasa habis2an belajar saham dari sisi waktu. Hampir sll begadang hanya untuk terus belajar.
This is passion!",1:06:02 AM,Saturday March 27 2021,Hapus
471,472,Hendro Masori,"Dan ini juga salah satu yg melatarbelakangi saya bikin grup TT saat itu.
Yg join awal2 mustinya masih inget.
Saya ingin sharing mudah2 an newbie angkatan Corona tidak perlu melewati jalan yg saya lalui.
Pertambahan traders baru di tahun 2020 sangatlah fantastic",1:04:00 AM,Saturday March 27 2021,Hapus
472,473,Satimin Sejati,"Saya di market karena beruntung saja. Joint September tahun lalu hanya modal kecil.

Hanya bermodal sedikit pengetahuan TA dari forex.

Beruntungnya Okt-Januari market bullish. Walhasil modal balik. Dan segera tarik modal.

Dan sekarang hanya trading pakai uang cuan.

Ga kebayang klo saya di posisi pak HM 2015. Entahlah.

Tapi sejak awal saya ga pernah mau pakai margarin sih.",1:02:38 AM,Saturday March 27 2021,Hapus
473,474,Hendro Masori,"Kenapa saya sarankan yg newbie jangan pake margin?
Karena disitu kehancuran awal saya
Kenapa saya sarankan start with small?
Karena disitu ke sok tahu an saya langsung masuk big",12:58:53 AM,Saturday March 27 2021,Hapus
474,475,Dessy Fang,"Kapan2 boleh pakde dbuat voice chat sprti td, sharring ttg pengalaman di market. Life lesson spy kita2 yg muda2 bs belajar",12:58:03 AM,Saturday March 27 2021,Hapus
475,476,Hendro Masori,I've been through everything. Pahit manis asam asin di saham.,12:57:55 AM,Saturday March 27 2021,Hapus
476,477,Hendro Masori,"Bukan saya yg minta Pak. Saya udah mau nyerah benernya
",12:56:31 AM,Saturday March 27 2021,Hapus
477,478,Satimin Sejati,"Membalas : Saat saya mau menyerah itu mau abis Pak Carik. Support yg saya sampaikan tadi adalah jual tanah buat modal baru lagi.
Sakti amat ini. Sampai jual tanah",12:56:04 AM,Saturday March 27 2021,Hapus
