User,Pesan,Jam,Tanggal,Status
Dream Big,ARAkan BNBA,2:06:43 PM,Tuesday April 6 2021,Positif
Muhammad Repi,PYFA MULAI  ,1:59:54 PM,Tuesday April 6 2021,Positif
Dream Big,BNBA ngegas,1:58:20 PM,Tuesday April 6 2021,Positif
Jafar Sim,"SAME epic comeback? @RuiAuxilia @hmasori   siap siap panic buy, seperti nya nih buat modal besok 8 april pak @JuthaBram",1:54:23 PM,Tuesday April 6 2021,Positif
Petro,Mapi bru jalan tuh,1:54:14 PM,Tuesday April 6 2021,Positif
Jessica,Arakan MCOR,1:53:28 PM,Tuesday April 6 2021,Positif
Dream Big,MCOR ngegas,1:53:05 PM,Tuesday April 6 2021,Positif
Adi Putra,"Antm terbang, pasti ads berita bagus",1:53:05 PM,Tuesday April 6 2021,Positif
den,mantap same.. kmrn ud avd  ,1:51:20 PM,Tuesday April 6 2021,Positif
Imbran Ibnuazis,Same yihaa,1:49:55 PM,Tuesday April 6 2021,Positif
nathan,"Membalas : Yes LPPF iHnS makasih pakde
target 3000 baru tp pak",1:44:12 PM,Tuesday April 6 2021,Positif
Jay Jay,"Membalas : Babp ara
edan, perasaan tadi 73, uda wush2",1:42:28 PM,Tuesday April 6 2021,Positif
Hendra,Babp ara,1:42:08 PM,Tuesday April 6 2021,Positif
Jay Jay,LPPF ATH yuk.  ,1:41:26 PM,Tuesday April 6 2021,Positif
nathan,"Membalas : LPPF break 1530 ke 1780 cuzz 3000.
tp di 3000",1:40:14 PM,Tuesday April 6 2021,Positif
den,"Membalas : Same ATH yuk   
yuk",1:40:07 PM,Tuesday April 6 2021,Positif
Kaanz',"Same ATH yuk   
",1:38:06 PM,Tuesday April 6 2021,Positif
Farid,"Membalas : Terus jangan nyesal kalau hari ini naik... wajar transaksinya gede dan bandar borong lagi. Relakan saja
Haha iya pak , beli bnba juga iseng aja , dapet profit dari pasar sebelah dan ternyata hasilnya boom , bandarnya memang ngeri  ",12:21:48 PM,Tuesday April 6 2021,Positif
Jim,Same ud selesai konsol nya ya siap terbang nih,11:34:12 AM,Tuesday April 6 2021,Positif
WA,:rocket:nih buat SAME,11:30:39 AM,Tuesday April 6 2021,Positif
Dhani,"wih WIIM smoga bs bagger, enak nih angkatnya kalau all time high",11:27:08 AM,Tuesday April 6 2021,Positif
Mic 1 2 3,Raja haka,11:24:41 AM,Tuesday April 6 2021,Positif
Billy,"Membalas : Wiim?
Eh break juga...",11:24:10 AM,Tuesday April 6 2021,Positif
Dream Big,BBHI ARA,11:21:49 AM,Tuesday April 6 2021,Positif
Jafar Sim,Lppf pak @JuthaBram ciaamiikkk   gilaaaa,11:20:25 AM,Tuesday April 6 2021,Positif
Tommy Hermes,Tembus pola iHnS nih LPPF,11:19:05 AM,Tuesday April 6 2021,Positif
hery,"Membalas : Yg rame itu lppf kalau break 1500   
tembus  
",10:56:40 AM,Tuesday April 6 2021,Positif
Si Maman,Btw dmmx tembus 496 ,10:54:26 AM,Tuesday April 6 2021,Positif
nathan,"Membalas : Yg rame itu lppf kalau break 1500   
Terus ke 2500 ya hu ",10:49:00 AM,Tuesday April 6 2021,Positif
Ary Prabowo,"Membalas : Yg rame itu lppf kalau break 1500   
hit 1500 hu bil",10:48:25 AM,Tuesday April 6 2021,Positif
Billy,Yg rame itu lppf kalau break 1500   ,10:47:49 AM,Tuesday April 6 2021,Positif
Vorezky Sianipar,BNBA ARA,10:23:44 AM,Tuesday April 6 2021,Positif
Puspita Wardani,"Membalas : ihsg kumat lg merah darah  
   
Membalas : ada yg tau bank kenapa? tiba2 meledak
Hr ini BANK RUPS",10:12:05 AM,Tuesday April 6 2021,Positif
Fajar Oktavaria,"Membalas : ada yg tau bank kenapa? tiba2 meledak
karna ada yang ngebid di harga itu    ",10:05:49 AM,Tuesday April 6 2021,Positif
Hartono,ada yg tau bank kenapa? tiba2 meledak,10:03:21 AM,Tuesday April 6 2021,Positif
Herry Dahyatul Kalaby,"Membalas : BACA ngegas
Otw bulan :poodle:",9:46:27 AM,Tuesday April 6 2021,Positif
Dream Big,BACA ngegas,9:45:28 AM,Tuesday April 6 2021,Positif
Puspita Wardani,BNBA nya ngegas   di mainkan MG  ,9:43:57 AM,Tuesday April 6 2021,Positif
Dream Big,BNBA bangun dari kuburan,9:43:51 AM,Tuesday April 6 2021,Positif
Ratih Estiani,"Membalas : *elus"" SAME dalam gembok... sabar.. sabarr...
Hahahah tos pak...sednag mrnunggu sampe menuju 500 menyusul dmmx  ",9:43:27 AM,Tuesday April 6 2021,Positif
Dream Big,BBHI ARA,9:39:25 AM,Tuesday April 6 2021,Positif
omonruP idaytS,"BWPT nya jgn lupa di HAKA om, harga CPO hijau terus  ",9:37:14 AM,Tuesday April 6 2021,Positif
Fajar Suryo,"Membalas : Issp terbamg
Akhirnya jebol 220 ya pak",9:36:43 AM,Tuesday April 6 2021,Positif
Dream Big,BBHI bntr lagi ARA,9:30:33 AM,Tuesday April 6 2021,Positif
SEN JEAN SEN JEAN,Issp terbamg,9:24:20 AM,Tuesday April 6 2021,Positif
Jafar Sim,Dmmx to the moon   @JA168,9:21:54 AM,Tuesday April 6 2021,Positif
Bambang Sudarso,Amar :rocket::rocket:,9:09:47 AM,Tuesday April 6 2021,Positif
Jafar Sim,"Yang agro yang agro , harga sekarang 1055 feeling otw ke 1035 yang agro yang agro
Ini adalah foto",9:06:28 AM,Tuesday April 6 2021,Positif
ko Willy,"Membalas : Dari pda BNBA mending BNB aja 
Wushhh :rocket:",8:52:16 PM,Tuesday April 6 2021,Positif
Yosua Sitompul,"Mau tanya sedikit pak @hmasori dengan kondisi arb 7% saat ini, apakah bisa dipastikan si 161 sudah pasti membentuk pola HTF karena kalaupun ARB 2 hari ini ga nyentuh dibawah titik breakoutnya?",9:42:19 PM,Tuesday April 6 2021,Negatif
Kaanz',"Membalas : Amin pak disebelah ada dgn enteng tampilin chart trus koment gak perlu ilmu macem2 untuk tau bakal ke 190 seolah2 paling ngerti
Waduh pesimis banget , ya memang kita ga tau kedepannya akan seperti apa, toh kalo memmg bkal turun kan tinggal gimna kita atur trading plan nya, Plan your Trade and Trade you Plan ",9:37:38 PM,Tuesday April 6 2021,Negatif
Dewi Calico,"Membalas : Photo
BWPT susah banget buat ke 200 apalagi 400  ",5:37:56 PM,Tuesday April 6 2021,Negatif
Tomatto Tomatto,Analisisnya hu buat bbtn...apakah masi melanjutkan penurunanya,4:17:34 PM,Tuesday April 6 2021,Negatif
Ardiyan Bagas,BBRI kok gak naik2 ,2:57:38 PM,Tuesday April 6 2021,Negatif
Petro,"Tins msih merah, ngikut antm sma inco tuh",1:56:11 PM,Tuesday April 6 2021,Negatif
Puspita Wardani,"Membalas : Babp ara
Gk jd ARA  ",1:44:37 PM,Tuesday April 6 2021,Negatif
liem Iskandar,"Membalas : Ada temen yg suka fengshui, main saham loss saja, kmd ganti sekuritas akhirnya cuan terus. Ngakak juga
Bisa jadi klu pakai bca loss terus karena nga ada SL
 ",1:35:51 PM,Tuesday April 6 2021,Negatif
Dream Big,WSKT  3 tik lagi ARB,10:05:03 AM,Tuesday April 6 2021,Negatif
Jafar Sim,"Membalas : Dmmx pak  
Dmmx sekarang 515, saya jual di 430 = rugi 20,5% aammsiioong",9:38:33 AM,Tuesday April 6 2021,Negatif
Wafa,"Membalas : 2-3 ARB lagi lah ya https://www.tradingview.com/x/Ee9c4u2Y/
10 kali arb baru dapet uma,trus akhir maret ada transaksi nambah 9 hari lagi arbnya ",8:49:52 PM,Tuesday April 6 2021,Negatif
Nanang Eko,"Membalas : sy sdh pantau slalu beriringan dgn mlpl jg gerak hrg nya   
Bner bgt nih pak, mlpl yg blm trlalu ngegas 
",8:42:00 PM,Tuesday April 6 2021,Netral
Herlinda Linda,WMUU kalau buat di simpan sampe lebaran kira kira bagaimana,6:02:25 PM,Tuesday April 6 2021,Netral
Rui :rocket: :speedboat::dancer: ,"Membalas : Keren ci bisa terus percaya dengan SAME
   seperti Kak @Akaruiii bilang, mantranya 'kesabaran adalah koentji' kak ... selama masi masuk dalam trading plan, ya hold saja, cari celah buat nambah muatan  ",3:27:01 PM,Tuesday April 6 2021,Netral
Kaanz',"Membalas : Uda 510 pak Ihsg ga kuat ke 6063 Bbkp... Still 515.. Agro 1040 Hari ini prediksi saya salah lagi
Besok mantul bawah   saya stay aja ya  break ATH nanti dulu ",2:53:00 PM,Tuesday April 6 2021,Netral
Shimano Aditya,"Membalas : LPPF break 1530 ke 1780 cuzz 3000.
Bagger ampe muntah2 yang sabar hold lppf  
",11:42:37 AM,Tuesday April 6 2021,Netral
nathan,"Membalas : LPPF break 1530 ke 1780 cuzz 3000.
hold sampe 3000 pakde",11:42:06 AM,Tuesday April 6 2021,Netral
Ahmad Rinaldi,selamat yang hold lppf,11:18:25 AM,Tuesday April 6 2021,Netral
Rui :rocket: :speedboat::dancer: ,"Membalas : Dmmx sekarang 515, saya jual di 430 = rugi 20,5% aammsiioong
Sabar adalah koentji   ",9:39:23 AM,Tuesday April 6 2021,Netral
Tommy Daniel,"Membalas : PGAS masih murah harganya, tapi masih punya utang bayar pajak
Lagi antri di 1000 kak",5:21:06 PM,Friday April 9 2021,Positif
Oki Oce,Doid masih aman kalo belinya pas april 2020,3:58:30 PM,Friday April 9 2021,Positif
Tomatto Tomatto,Doid masi aman hu,3:55:31 PM,Friday April 9 2021,Positif
Dion,"ntar mlm pasti ada yg bilang FILM aroma uang otw 1000
",2:41:08 PM,Friday April 9 2021,Positif
Puspita Wardani,FILM nya mau ARA  ,2:37:52 PM,Friday April 9 2021,Positif
Dream Big,PNBS top Volume,2:31:25 PM,Friday April 9 2021,Positif
Tomatto Tomatto,Doid bisa serok juga hu,2:14:07 PM,Friday April 9 2021,Positif
Tomatto Tomatto,Bisa serok cent hu...,1:52:40 PM,Friday April 9 2021,Positif
Dream Big,ARAkan BANK,1:47:31 PM,Friday April 9 2021,Positif
Dream Big,BANK ngegas,1:42:03 PM,Friday April 9 2021,Positif
Achilles JoKer,"Membalas : Jd pegang mppa berat
Jd mppa target nya bagger ni ko?
Kalau pegang dr kmrin, dan ini ara
Senin bagger seharusnya  
Membalas : Photo
Tapi volume ara hari ini
Tidak sebesar volume kemarin..
Sama hal kejadian nya di saham kesehatan dulu. Tp disclaimer on lagi. Itu pandangan saya saja",1:33:46 PM,Friday April 9 2021,Positif
Fanny Putra,"Membalas : Photo
kawal lppf 24.000 ath",1:14:41 PM,Friday April 9 2021,Positif
John Ch,"Membalas : Photo
jadinga mending ambil mlpl ya .masih kemungkinan naik ya",1:06:26 PM,Friday April 9 2021,Positif
Aho Lie,"Membalas : owe copy ilmu koh Aho slalu focus setia pada satu ce yg dianggap paling mempesona
Bisa aja yg cuan kotos mendung pun serasa cerah emang klo cuan gak bisa bohong    
Tp klo saya lebh seneng fokus sampai jadi saham mantan terindah baru pindah  ",12:24:16 PM,Friday April 9 2021,Positif
Aho Lie,"Membalas : wah pak Pohai bisa aja bisa sy kenain pasal nih just kidding  
Yg pegang Mppa makannsiang hari ini lauk apapun pasti nikmat beda ma yg udah Cl   ",12:20:00 PM,Friday April 9 2021,Positif
Achilles JoKer,"Happy cuan mppa.. Tak disangka arb menjadi ada
",11:59:56 AM,Friday April 9 2021,Positif
Ext,Essa bisa nih,11:53:19 AM,Friday April 9 2021,Positif
Hendra Choo,Saya nungguin PNLF bagi deviden    . gak tau kapan atau kapan2.,11:46:23 AM,Friday April 9 2021,Positif
Puspita Wardani,"Membalas : Photo
CENT nya tiap turun diborong RF trs   masih amanlah, koreksi kecil saja ya ini",11:26:24 AM,Friday April 9 2021,Positif
Tommy Hermes,Akhirny ara jg mppa,11:18:19 AM,Friday April 9 2021,Positif
Jafar Sim,"Membalas : hajar 276
Berkat masinis pak @panjianom dan pak Aho , CENT uda 278 280 beliau yg jaga pak @HENDRACHOO",11:08:24 AM,Friday April 9 2021,Positif
Hendra Choo,"Membalas : Nah ini ... makanya mau pantau dulu ... kl harga ga dikerek ya kemungkinan nanti paling trading Rnya saja
setuju sih. tgu in R lebih aman. d banting kayak brms nanti   ",11:01:54 AM,Friday April 9 2021,Positif
Tommy Hermes,MPPA masih bisa naik ga ya?,11:01:36 AM,Friday April 9 2021,Positif
Ratih Estiani,"Membalas : MARI LAH KEMARI HEY HEY HEY KAWAN
Mantepp pak... Tp 2x disini hari ini",10:55:44 AM,Friday April 9 2021,Positif
Ahmad Rifai,"LPPF td d guyur DX langsung turun , siapa tuh yg dpt murah untung bgt, langsung naik lg",10:53:38 AM,Friday April 9 2021,Positif
Bapakne Naila,"Membalas : Kl MPPA ARA, kejar LPPF nya
Bidnya tipis2  ",10:43:58 AM,Friday April 9 2021,Positif
nathan,"Kl MPPA ARA, kejar LPPF nya",10:42:49 AM,Friday April 9 2021,Positif
A. Nanda M.,"BBNI ""ARA"" (ara big caps ya paling 3-5%)   ",10:42:16 AM,Friday April 9 2021,Positif
Ardiyan Bagas,MLPL to the moon :rocket:,10:38:33 AM,Friday April 9 2021,Positif
Tommy Hermes,MPPA mau di beli Temasek di 1000,10:38:03 AM,Friday April 9 2021,Positif
Faliq H,Gaskan MPPA 1000,10:36:51 AM,Friday April 9 2021,Positif
Mic,Angkat terus mlpl nya ndarr,10:36:14 AM,Friday April 9 2021,Positif
rey,"Membalas : Mppa ga jdi koreksi wkwk
ini knapa ya mppa kok kuat bgt dr kmaren",10:36:14 AM,Friday April 9 2021,Positif
Aho Lie,Ayo..cent kpn kau ikut Mppa plg gak 315   ,10:34:57 AM,Friday April 9 2021,Positif
Aho Lie,"Membalas : Persis pak Lumayan dapet bottom walaupun lot kecil At least tidur nyenyak deh pegang big bank
Saya serg main di bbtn bjbr ma bbri cumen sekrg lg di cent pak klo gak pasti ikut biasanya semoga cuan lebar pak  ",10:32:39 AM,Friday April 9 2021,Positif
Mic,Mlpl joss,10:32:04 AM,Friday April 9 2021,Positif
Ext,MPPA to the moon,10:31:49 AM,Friday April 9 2021,Positif
Syrf Maulana,"Membalas : Klo kyk gini pasti klo ihsg naik dia cepat kembsli ke semula 
Persis pak
Lumayan dapet bottom walaupun lot kecil
At least tidur nyenyak deh pegang big bank  ",10:31:32 AM,Friday April 9 2021,Positif
Mic,MLPL JJOOOSSS,10:30:02 AM,Friday April 9 2021,Positif
Syrf Maulana,BBTN klo minat  ,10:29:16 AM,Friday April 9 2021,Positif
Dream Big,ARAkan PNBS,10:28:27 AM,Friday April 9 2021,Positif
A. Nanda M.,stonks banget mlpl,10:28:23 AM,Friday April 9 2021,Positif
Alfian,"Mg makan byk ya di pnbs, gk jual jual",10:27:44 AM,Friday April 9 2021,Positif
Yosua Sitompul,Mlpl bisa tembus 170 kah?,10:24:54 AM,Friday April 9 2021,Positif
RBTAN59,"Membalas : Ara kan Mppa klo saya gas pol cent 
mantap koh kita cuan bareng yah   ",10:22:07 AM,Friday April 9 2021,Positif
Aho Lie,"Ara kan Mppa klo saya gas pol cent 
Ada yg berani ambil prluang =cuan, ada yg dsalah perhitgn =Cl, ada yg cumen jd penonton   ",10:20:20 AM,Friday April 9 2021,Positif
Hendra Choo,saya lagi nungguin bbrp emiten yg bakal bagi deviden gede. cicil saham aman aja.,10:14:00 AM,Friday April 9 2021,Positif
Sofian,"Membalas : Mppa diborong bk  
Rals nya om siapa tau bk minat",10:13:22 AM,Friday April 9 2021,Positif
Sofian,"Membalas : BRPT oke gak ya
Ok",10:12:01 AM,Friday April 9 2021,Positif
Dewi Calico,"MPPA luar biasa banget, turun lalu dibawa naik tinggi banget  ",10:08:52 AM,Friday April 9 2021,Positif
Yosua Sitompul,Mlpl telat avg up. Nikmati saja,10:06:05 AM,Friday April 9 2021,Positif
Mic,MLPL MARI JOSS,9:59:02 AM,Friday April 9 2021,Positif
Petro,"Disaat yg lain tkut serok mppa, langsung diborong bndar  ",9:58:19 AM,Friday April 9 2021,Positif
Petro,"Membalas : MPPA kena pom2 SOS
Wkwk, biar dpat serokan",9:57:18 AM,Friday April 9 2021,Positif
Oki Oce,"Membalas : MPPA kena pom2 SOS
disaat yg lain takut, buy then cuan",9:56:14 AM,Friday April 9 2021,Positif
Ahmad Isroji,Pgas mantep,9:55:12 AM,Friday April 9 2021,Positif
panjianom,"Membalas : Kira penurunan cent dgj metode gan simple smpai di harga brpa pak ?
hajar 276",9:54:30 AM,Friday April 9 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Membalas : ayo cent turun dulu dikit   abis itu :rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:
nawar diharga berapa kak?   

Saya mengharapkan k 276an lagi dia  ",9:50:48 AM,Friday April 9 2021,Positif
S farisi,AGRO nya boleh lah ,9:50:33 AM,Friday April 9 2021,Positif
Aho Lie,"Membalas :      trading Rnya saja ya kak?
Saya lupa ci tadinya mau ikut r nya brms tp beli cent semua ",9:50:09 AM,Friday April 9 2021,Positif
panjianom,"Membalas : Seneng banget sama MPPA mah wkwkwkw
mppa udah overdosis itu  ",9:50:01 AM,Friday April 9 2021,Positif
Aho Lie,"Membalas : ayo cent turun dulu dikit   abis itu :rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:
Jgn pak naik dulu baru turun dikit ",9:49:08 AM,Friday April 9 2021,Positif
Ext,Seneng banget sama MPPA mah wkwkwkw,9:48:33 AM,Friday April 9 2021,Positif
panjianom,"ayo cent turun dulu dikit  
abis itu :rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:",9:48:21 AM,Friday April 9 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Membalas : Ternyata R nya Brms lumayan , seminggu dpt hampir 100%  
      trading Rnya saja ya kak?",9:47:38 AM,Friday April 9 2021,Positif
Hendra Choo,"Ternyata R nya Brms lumayan , seminggu dpt hampir 100%     ",9:47:10 AM,Friday April 9 2021,Positif
Vetty Wei,LPPF ngegas,9:45:08 AM,Friday April 9 2021,Positif
Yosua Sitompul,Raja lg mau manggung,9:31:52 AM,Friday April 9 2021,Positif
Harri,Bhit akhirnya naik,9:31:09 AM,Friday April 9 2021,Positif
Petro,Mppa diborong bk  ,9:22:13 AM,Friday April 9 2021,Positif
Ext,SMCB jg mulai ngegas,9:20:49 AM,Friday April 9 2021,Positif
Dream Big,"MCOR blm mulai ngegas, kesempatan serok",9:20:01 AM,Friday April 9 2021,Positif
panjianom,"haduh itu siapa yg haka CENT buru2  
biarin turun dulu lah, habis itu :rocket::rocket::rocket: kencang  ",9:17:50 AM,Friday April 9 2021,Positif
Dream Big,ARAkan BBYB,9:17:29 AM,Friday April 9 2021,Positif
Musashi,"BMAS 3 hari ARA berturut2
Ini adalah foto",9:14:08 AM,Friday April 9 2021,Positif
Benhan,"Membalas : Patut dipantau untuk besok: ASRI dan BBYB. Sinyalnya seperti mau terbang tinggi
Kita lihat BBYB bisa tembus 600 ga hari ini.",9:13:07 AM,Friday April 9 2021,Positif
Ardiyan Bagas,SAME :rocket:,9:08:24 AM,Friday April 9 2021,Positif
Aho Lie,"Membalas : CENT menurut Gann versi simple, sudah melewati Death Zone. akan
Amin kan pak    
Membalas : CENT menurut Gann versi simple, sudah melewati Death Zone. akan
Saya selalu cent sampai akhir cerita mudah2 an jd mantan terindah  ",9:02:42 AM,Friday April 9 2021,Positif
panjianom,"CENT menurut Gann versi simple, sudah melewati Death Zone. akan :rocket::rocket::rocket::rocket:",9:02:11 AM,Friday April 9 2021,Positif
Judika Sihotang,Incf :rocket::rocket::rocket:,9:00:21 AM,Friday April 9 2021,Positif
Jafar Sim,"Membalas : Ok siap Haka Cent kalo gt    
  Araaakan ndar! Aho",8:59:35 AM,Friday April 9 2021,Positif
Aldo,"Membalas : Siaappp CENT hari ini feeling ku koq merah ya? Closing 274  
Ok siap Haka Cent kalo gt    ",8:59:01 AM,Friday April 9 2021,Positif
glenn .,Ihsg gap up dikatrol sama bbca  ,8:58:09 AM,Friday April 9 2021,Positif
   ,Indy masuk skrg bagus ngg ya,8:41:50 AM,Friday April 9 2021,Positif
Hauw,"Membalas : LPPF bakal dijual ga ya?  
Mau dibeli semua ama Gojek Pak
Grup ini nanti akan dibeli    ",8:39:38 AM,Friday April 9 2021,Positif
TAUFIQI ROMADHON,"  
Ambil momen bulan bgs,ntar nyusul RALS tak tunggu di 850",8:37:59 AM,Friday April 9 2021,Positif
Poniman,"Masalahnya lippo grup keuangnya terbatas, kalau MPPA saham dan perusahaannya membaik, apa ruginya bagi lippo?",7:53:14 AM,Friday April 9 2021,Positif
Petro,"Membalas : jumat hari TP   
1 bln trakhir jumat ijo trus, ga tau hri ini  ",7:36:19 AM,Friday April 9 2021,Positif
krm nugraha,"kalo lihat chart,menurut saya lebih seru mlpl dari pd mppa
  ",3:07:11 AM,Friday April 9 2021,Positif
Rays_Man,"wow..
kelar juga mbaca seribu lebih  .. 
DOID, SAME, ASSA, CENT, LPPF, DMMX, RAJA.. wah banyak y SP bbrp hari ini.. 
tinggal pilih mana yg suka, atau pilih semua..     
kalo saya perhatikan, sektor finance lagi reversal, meski bca msh di dump.. 
mining juga mulai naik, seiring nikel sdh tembus resist 1 bln terakhir.. ANTM inco mulai aktif bbrp hari ini.. 
semoga scr jangka menengah uptrend.. 
makin cintah ama grup ini.. 
banyak pembelajaran dr berbagai bidang keilmuan.. 
grup pertama yg kuikuti dan Alhamdulillah msh tetap yg the best          
terimakasih semua Guru dan kawan disini.. semoga ilmu yg Anda share disini menjadi berkah yg akan terus mengalir sepanjang masa",2:14:01 AM,Friday April 9 2021,Positif
Melvin E. S.,"sami-sami...bisa didiskusikan sesama anggota based on chart. sy juga pengen belajar utk memperdalam chart, kombinasi mana yg paling akurat...
Lebih cakep chart BRIS kalo dibanding AGRO...",11:08:46 PM,Tuesday April 6 2021,Positif
Jay Jay,"Membalas : Wahh saya trauma dgn kren 
saya malah seneng. bolak balik dapat",8:44:23 PM,Tuesday April 6 2021,Positif
Sales ERAA,"Membalas : https://www.cnbcindonesia.com/market/20210408131612-17-236226/bos-bca-bank-digital-bca-siap-operasi-pertengahan-tahun
di haka gk nih BBCA   ",8:35:14 PM,Tuesday April 6 2021,Positif
nathan,seperti nya gk pak dari rasa juga beda jangan lupa hsmp dan ggrm juga ngeluarin produk skt yang harga nya hampir mirip sama produk wiim ya,8:18:31 PM,Tuesday April 6 2021,Positif
TAUFIQI ROMADHON,"Membalas : Terimakasih.. Silahkan tmn2 yg tertarik raja sudah ada analisa nya
Itu diatas...senangx kl sedang uptrend gini,smoga raja gk premature trendnya ",8:11:24 PM,Tuesday April 6 2021,Positif
TAUFIQI ROMADHON,"Membalas : Silahkan di share analisa nya..
RAJA bsk mampir dl di 240 kl dia mantul ke atas akan mencoba resisten di 270...tp kl support 240 jebol segera cutloss",8:05:16 PM,Tuesday April 6 2021,Positif
Bapakne Naila,"Membalas : Thank you tambahan nya pak
Daahh RAJA aja   ",7:55:17 PM,Tuesday April 6 2021,Positif
Billy,"ISAT.. Another minervini or O'Neil setup?
Vcp then break out lalu pullback dgn vol rendah.. Harga close di 6700, masih aman jika harga tetap diatas level tersebut 
Ini adalah foto",7:45:03 PM,Tuesday April 6 2021,Positif
Billy,"BBKP lovers.. Ada pattern cup n handle kecil lalu potensi melanjutkan bullish trend nya jika tembus 590..hari ini walaupun vol ga terlalu besar tp harga berhasil ditutup diatas MA20 dan MA50... On list.. Biasanya ikutan overall market...  
Ini adalah foto
",7:32:31 PM,Tuesday April 6 2021,Positif
Billy,"Makasih pak guru, pak fakhri dkk.. Tetep harus watch lg fren nya kedepan jika konsol dan tetep bertahan diatas MA200 nya maka bisa jadi opportunity untuk short term trade
KRAS... Hari ini ada volume spike, dan harga berhasil tembus MA20 dan MA50.. Menarik jika tetap bertahan kedua area dynamic support tersebut.

CRs turn positive..
Ini adalah foto",7:20:35 PM,Tuesday April 6 2021,Positif
Benhan,"OBV bullish divergence. Sempat pungut di 76 waktu itu. #FREN
Ini adalah foto",6:44:54 PM,Tuesday April 6 2021,Positif
Fakhri Arsyan,"offernya sama bidnya fren bisa berjuta2, enek liatnya",6:40:11 PM,Tuesday April 6 2021,Positif
Benhan,"Membalas : Photo
FREN ada bullish divergence juga periode 8-25 Mar",6:32:01 PM,Tuesday April 6 2021,Positif
Edi Liem,Bank digital yg pbv gila2an bisa bubble gak ko?,5:57:55 PM,Tuesday April 6 2021,Positif
nathan,"Membalas : Karena valuasinya ARTO paling gila itu maka narasi nya Gojek
jadi grup ini mau di  goreng pake narasi gojek juga ya hu tapi kalau terbang lumayan juga kaya arto ya",5:57:23 PM,Tuesday April 6 2021,Positif
nathan,"Membalas : Atau Northstar Atau kakak adek ASSA ESSA We never know...
kalau di buat terbang bisa jadi lppf tutup gap atas di puluhan ribu ",5:56:07 PM,Tuesday April 6 2021,Positif
nathan,bisa jadi emiten grup nya di buat terbang kaya arto,5:54:42 PM,Tuesday April 6 2021,Positif
Hauw,"Sell on strength
Aduu baca naik dikit bang  
Membalas : Kalo power naikin nya paling gede Gojek, ya Gojek yg dibawa2. Saat ini Gojek karena semua ngeliat valuasi ARTO ngiler wkwkk
Ini lho wkwkw
",5:34:47 PM,Tuesday April 6 2021,Positif
Aliong,"Membalas : Dibeli Gojek/Grab/Temasek
Gojek yg beli ya ? Kirain grab kan masi sinergian sama ovo

Berarti mlpl cuan banyak dong om?",5:34:45 PM,Tuesday April 6 2021,Positif
nathan,Matahari di beli Gojek? Lppf bisa ke 3 ribu hu?,5:31:40 PM,Tuesday April 6 2021,Positif
Hauw,Pak @JuthaBram kan juga pena ngomong di sini. Fundamental dari corporate action lebih kuat dari apapun,5:25:39 PM,Tuesday April 6 2021,Positif
Benhan,"Membalas : ASRI ada 4 inside bars ya pak? Spt yg di gemesnya pak Guru. Btw 22nya kehadang ma20 dan ma50 pak
Betul ada 4. Tanda kuat reversal dan semoga besok bisa BO",4:01:06 PM,Tuesday April 6 2021,Positif
Ext,"Saya TP pak benhan kmaren sempet 125 persen, senengnya bukan main",3:48:59 PM,Tuesday April 6 2021,Positif
Benhan,"Patut dipantau untuk besok: ASRI dan BBYB. 
Sinyalnya seperti mau terbang tinggi",3:45:52 PM,Tuesday April 6 2021,Positif
Lee Khong Huan,Kino mantulnya mantep bener ya,3:40:03 PM,Tuesday April 6 2021,Positif
Genial Nugraha,Inco apakah break out resisten?,3:15:13 PM,Tuesday April 6 2021,Positif
Lee Khong Huan,"Antm naik tp top buyer kok si lord moge, besok langsung dumped nggak tuh barang  ",2:51:34 PM,Tuesday April 6 2021,Positif
Rui :rocket: :speedboat::dancer: ,"Membalas : Sungkem cici guru SAME @RuiAuxilia IJO!
      

*poles2 kotak berharganya isi SAME digembok*",2:51:15 PM,Tuesday April 6 2021,Positif
Bow,Happy cuan all.. Jangan lupa 100% cash ya..   ,2:48:19 PM,Tuesday April 6 2021,Positif
Benanta,"Membalas : SAME tunggu besok2 aja, bakal turun sepertinya
Balik lagi itu om harga open, tutup ijo aja bisa ngacirr itu besoknya,, Mudah2an tapi ya",2:47:24 PM,Tuesday April 6 2021,Positif
Benanta,"Candle SAME cihuy tu,, sikatt",2:39:52 PM,Tuesday April 6 2021,Positif
Jafar Sim,"Membalas : Bbkp bris agro wkwk
Aammpuuunn pak Benhan    
@aldoow siaaapp   point pentingnya: ramalan ga penting gaaeesss yg penting porto nya ara  ",2:36:36 PM,Tuesday April 6 2021,Positif
Aho Lie,Pak benhan fillingnya luar biasa bilg agro disaat nmerah lgs ijo kyk penggerak bursa     ,2:36:32 PM,Tuesday April 6 2021,Positif
Benanta,SAME disundul pelan pelan,2:36:25 PM,Tuesday April 6 2021,Positif
Ardi,"Membalas : 3 bank serangkai mulai aktif kembali
Bank apa tuh kaka ?  ",2:34:13 PM,Tuesday April 6 2021,Positif
