,Data,User,Pesan,Jam,Tanggal,Status
287,288,Johny,"Membalas : https://www.cnbcindonesia.com/market/20210316115228-17-230456/lunasi-repo-trimegah-sekuritas-lepas-saham-cent-rp-398-m
Cent ini rumournya dibeli Digital colony",10:43:07 AM,Monday March 29 2021,Positif
288,289,Al Blenk,"Membalas : ANTM saham pertama yg saya latihan untuk trading.. itu saham cocoknya 200 poin TP sekali 200 poin TP sekali.. jgn krn mau TP byk
Wkwk bner om.,ANTM dan TINS satu family.,xlo abis rally 150-200 point loyo dah
Emg pas buat celap celup  ",10:13:26 AM,Monday March 29 2021,Negatif
289,290,Fajar Oktavaria,"permintaan saya mudah, jangan mampir ke cent ataupun wiim ya udah gitu aja",10:13:23 AM,Monday March 29 2021,Negatif
290,291,Jafar Sim,"Bbri deviden rp. 98.9 eeuuyyy
Ini adalah foto",10:12:37 AM,Monday March 29 2021,Positif
291,292,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,ANTM saham pertama yg saya latihan untuk trading.. itu saham cocoknya 200 poin TP sekali 200 poin TP sekali.. jgn krn mau TP byk2 ujung2ny jd investor dadakan.. kalau mau invest di antm yg bnr2 hold la jgn turun dikit panik,10:07:23 AM,Monday March 29 2021,Bingung
292,293,Fajar Suryo,"PGAS
Ini adalah foto",10:07:07 AM,Monday March 29 2021,Hapus
293,294,Aho Lie,"Membalas : beli pas ada duit jual pas butuh duit
Ini bener   ",10:03:03 AM,Monday March 29 2021,Hapus
294,295,Bu Nana,"Membalas : ngakak bnr segitu byk saham antm mulu.. GJTL yg gitu maknyos ga ad yg mau lirik saham yg sangat sepi sendirian bebas di TP TP TP
Uda beli 870 ama 895 uda jual separo di 930",10:02:43 AM,Monday March 29 2021,Hapus
295,296,Tama,"Membalas : Photo
beli pas ada duit jual pas butuh duit",10:01:50 AM,Monday March 29 2021,Hapus
296,297,Puspita Wardani,"Membalas : Kemungkinan akhir april
Kpn pun tgl nya, menurut saya, nikmati saja alurnya, beli ketika turun jual ketika ijo,gitu aja sdh konsisten kasih cuan tiap hr  ",9:59:50 AM,Monday March 29 2021,Hapus
297,298,mrctha,"Membalas : Trader byk aturan bikin kita pusing sendr yg simple aja jgn main hati ama satu saham cukup setia ama istri
Hehehe",9:57:01 AM,Monday March 29 2021,Hapus
298,299,Johny,"Membalas : CENT RI kapan ya? Udah ada tanggal nya kah?
Belom ada tanggalnya, lagi dikerek tu, paling sebentar lagi keluar tanggal RI nya  ",9:56:45 AM,Monday March 29 2021,Positif
299,300,Puspita Wardani,"Membalas : Trader byk aturan bikin kita pusing sendr yg simple aja jgn main hati ama satu saham cukup setia ama istri
Hahahha",9:56:39 AM,Monday March 29 2021,Hapus
300,301,Kaanz ,"Membalas : Trader byk aturan bikin kita pusing sendr yg simple aja jgn main hati ama satu saham cukup setia ama istri
   , beberapa udah masuk list pak, calm aj ",9:56:37 AM,Monday March 29 2021,Hapus
301,302,Aho Lie,Trader byk aturan bikin kita pusing sendr yg simple aja jgn main hati ama satu saham cukup setia ama istri  ,9:55:56 AM,Monday March 29 2021,Hapus
302,303,Fajar Suryo,Engga kecolek juga 955 WIIM,9:55:34 AM,Monday March 29 2021,Bingung
303,304,Liem Peter,WIIM ciamik tenan,9:55:29 AM,Monday March 29 2021,Positif
304,305,Jafar Sim,"Membalas : Blm krluar s abar
Gong xi gong xi, CENT nya kereeenn     ",9:51:01 AM,Monday March 29 2021,Hapus
305,306,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,ngakak bnr segitu byk saham antm mulu.. GJTL yg gitu maknyos ga ad yg mau lirik saham yg sangat sepi sendirian bebas di TP TP TP      ,9:50:18 AM,Monday March 29 2021,Bingung
306,307,Aho Lie,"Membalas : CENT RI kapan ya? Udah ada tanggal nya kah?
Blm krluar s abar",9:49:23 AM,Monday March 29 2021,Hapus
307,308,Kaanz ,"Membalas : Caution! CENT is the buyer for ISAT 4k tower, heard buying at around USD740mn. This is a very good pricing as we are expecting
CENT RI kapan ya? Udah ada tanggal nya kah?",9:48:52 AM,Monday March 29 2021,Hapus
308,309,Kirana L,"Membalas : Caution! CENT is the buyer for ISAT 4k tower, heard buying at around USD740mn. This is a very good pricing as we are expecting
No link hoax  ",9:48:48 AM,Monday March 29 2021,Hapus
309,310,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Ga punya pasangan om, sendirian dari dulu 
sudah TP gjtl ckkckckck",9:48:31 AM,Monday March 29 2021,Negatif
310,311,Johny,"Caution! 
CENT is the buyer for ISAT 4k tower, heard buying at around USD740mn. This is a very good pricing as we are expecting at around USD570-600mn tower sales value.

+ Positive for ISAT as it strengthens the balance sheet and ample of capital for future spectrum acquisition/capex

+ CENT announced their plan for RI, targeting to issue 34bn shares",9:47:59 AM,Monday March 29 2021,Positif
311,312,Erich,"Membalas : delisting
gjtl jg? ikutin masa?",9:45:48 AM,Monday March 29 2021,Hapus
312,313,Kaanz ,"Ritel : waduh turun ni, gimnaaa??? Cutloss lah, (habis di Cutlos langsung terbang).

Bandar : panik ga? Panik ga? Paniklah masa engga? ",9:43:52 AM,Monday March 29 2021,Hapus
313,314,Naufal,"Membalas : atau pas mock trading ikutan jual beli wkwkw
Sering bikin retail baru tergocek pak ",9:43:31 AM,Monday March 29 2021,Hapus
314,315,Fajar Oktavaria,"Membalas : atau pas mock trading ikutan jual beli wkwkw
wah ini pas TT baru dibuat ramai ini   ",9:42:25 AM,Monday March 29 2021,Hapus
315,316,Kaanz ,"Membalas : keasikan cuan lupa tanggal merah itu sudah biasa asal jangan pas tanggal merahnya bilang ""kok market ihsg ga gerak"" aja
  ",9:42:17 AM,Monday March 29 2021,Hapus
316,317,Faliq H,atau pas mock trading ikutan jual beli wkwkw,9:41:39 AM,Monday March 29 2021,Hapus
317,318,Fajar Oktavaria,"Membalas : libur. cuci muka dulu om
keasikan cuan lupa tanggal merah itu sudah biasa asal jangan pas tanggal merahnya bilang ""kok market ihsg ga gerak"" aja   ",9:41:18 AM,Monday March 29 2021,Hapus
318,319,Mamba Mentallity,"Membalas : CENT nya jgn lupa  
BO kayaknya",9:35:41 AM,Monday March 29 2021,Positif
319,320,Go Jiu,"Berusaha mengakhiri fase downtrend, hr ini BRPT mencoba menembus level psikologis 1.000.

Recommendation: Spec BUY
Target Price I: 1.120
Target Price II: 1.225
Stop Loss: < 930

Disclaimer


Credit: @quantumresearch_idx
Ini adalah foto",9:34:47 AM,Monday March 29 2021,Positif
320,321,Puspita Wardani,CENT nya jgn lupa  ,9:34:00 AM,Monday March 29 2021,Hapus
321,322,Chezy,"Membalas : wah, ayamnya pada terbang tememin si woodpecker
main gile",9:32:53 AM,Monday March 29 2021,Hapus
322,323,Puspita Wardani,ASSA terbang lg yuk  ,9:32:34 AM,Monday March 29 2021,Positif
323,324,Andre Salim,set si HT tektokan trus pake KPIG,9:26:37 AM,Monday March 29 2021,Bingung
324,325,Mic,Wood jpfa main haka,9:25:50 AM,Monday March 29 2021,Positif
325,326,Puspita Wardani,"Membalas : Essa ada isu apa
Harga amonia naik trs makanya ESSA ngegas tiap hr",9:14:39 AM,Monday March 29 2021,Positif
326,327,Imanuel Tito Sirait,Essa ada isu apa,9:13:57 AM,Monday March 29 2021,Hapus
327,328,Jafar Sim,"Membalas : Minggu ini harus breakout kalo tidak bisa berarti pola HTF gaga  
Feeling saya gagal pak ga cukup waktu  ",9:12:11 AM,Monday March 29 2021,Hapus
328,329,Kaanz ,"Membalas : Dmmx naik tapi tidak dengan volume besar, berarti pola htf nya gagal ya?     
Minggu ini harus breakout kalo tidak bisa berarti pola HTF gaga  ",9:11:36 AM,Monday March 29 2021,Negatif
329,330,Jafar Sim,"Dmmx naik tapi tidak dengan volume besar, berarti pola htf nya gagal ya?     ",9:10:43 AM,Monday March 29 2021,Positif
330,331,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,Turun lah ihsg.. besok selasa baru naikk biar terbentuk piercin line..,9:10:40 AM,Monday March 29 2021,Hapus
331,332,Mas Bro,BRMS -12.9%   ,9:07:34 AM,Monday March 29 2021,Hapus
332,333,Aprilio Perkasa Manganang,Arakan Pure ndar:rocket::rocket:,9:05:18 AM,Monday March 29 2021,Hapus
333,334,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Semakin ramai antm..
Kemarin semakin rame fear antm cut cut.. besokny naik drastis.

Ini semakin rame pompom naik2.. tanda2....... sudahlah smg yg baik2 saja.. waspada y guys krn bandar lg mantau nih  ",8:58:37 AM,Monday March 29 2021,Hapus
334,335,Kirana L,"Pagi pure  
",8:56:56 AM,Monday March 29 2021,Hapus
335,336,rahmad,"Membalas : Sarapan pagi PURE :rocket:
:airplane::airplane::airplane:  ",8:56:25 AM,Monday March 29 2021,Hapus
336,337,Mbah Bedjo,"Membalas : Sarapan pagi PURE :rocket:
Nyangkut diberapa pak",8:55:47 AM,Monday March 29 2021,Hapus
337,338,Aprilio Perkasa Manganang,"Membalas : Sarapan pagi PURE :rocket:
Pure :rocket::rocket:",8:55:31 AM,Monday March 29 2021,Hapus
338,339,Bambang Sudarso,Sarapan pagi PURE :rocket:,8:53:31 AM,Monday March 29 2021,Hapus
339,340,Nanang Eko,"Membalas : Mohon info bapak /bu BANK kapan di buka ya  
Masih lama lg pak",8:51:51 AM,Monday March 29 2021,Hapus
340,341,Yohanes Permadi,Mohon info bapak /bu BANK kapan di buka ya  ,8:46:28 AM,Monday March 29 2021,Hapus
341,342,Rays_Man,"sejak kejatuhan awal maret, sampai saat ini msh sideways.. akankah base 1 bln ini akan jebol ke bawah, ataukah ada saatnya dlm waktu dekat bisa breakout ke atas lagi... 
mari kita nantikan bersama  
Ini adalah foto",8:34:49 AM,Monday March 29 2021,Hapus
342,343,Santi~,"Membalas : wah.. sampe sini juga
:tada::tada::tada::tada:",8:32:42 AM,Monday March 29 2021,Hapus
343,344,Kaanz ,"Membalas : wah.. sampe sini juga
  ",8:29:15 AM,Monday March 29 2021,Hapus
344,345,Dian,"Membalas : Photo
wah.. sampe sini juga",8:28:57 AM,Monday March 29 2021,Hapus
345,346,Hendro Masori,Ini adalah foto,8:22:06 AM,Monday March 29 2021,Hapus
346,347,Eds,"Membalas : BBTN rebound ga si hrusnya gais?
Kemungkinan iya",8:21:57 AM,Monday March 29 2021,Positif
347,348,rey,BBTN rebound ga si hrusnya gais?,8:17:39 AM,Monday March 29 2021,Hapus
348,349,rahmad,"Membalas : Wadooh aneh"" aja beritanya ya.. Bom makassar Kilang minyak meledak Buat pengaruhin ihsg?
kilang minyak karena petir dengar2, kalo iya mah gada pengaruh ke ihsg",8:16:57 AM,Monday March 29 2021,Hapus
349,350,Dharma,"Membalas : https://www.google.com/amp/s/m.republika.co.id/amp/qqp05g396
Wadooh aneh"" aja beritanya ya..

Bom makassar

Kilang minyak meledak 

Buat pengaruhin ihsg?",8:15:34 AM,Monday March 29 2021,Hapus
350,351,Diana ajaaa:rocket::rocket::rocket:,"Membalas : Hi pak HM and frds, izin share my setup: I.Trade Plan. General: - Carilah yang Uptrend! (Minimal range trading - never downtrend
   ",7:39:41 AM,Monday March 29 2021,Hapus
351,352,Andrew,"Membalas : Ada yg tau kenapa bbca downtrend ? Kira2 suport terdekat dmn ya?
Bantu jawab 
Support terdekat itu 31,000 - 30,600
Cmiiw",7:38:09 AM,Monday March 29 2021,Hapus
352,353,Eriant Yosua,Ada yg tau kenapa bbca downtrend ? Kira2 suport terdekat dmn ya?,7:33:05 AM,Monday March 29 2021,Negatif
353,354,Hendro Masori,"Membalas : reversal awal y kalo gini Pak?
Iya",7:29:46 AM,Monday March 29 2021,Hapus
354,355,Hendro Masori,"Menggabungkan Fibo + price action dan MACD
Ini adalah foto",7:18:32 AM,Monday March 29 2021,Hapus
355,356,Alzur Zanni,Kwkwkwk sapa tau BEST punya lahan industri pak d terusan ZUES,7:12:12 AM,Monday March 29 2021,Hapus
356,357,Alzur Zanni,"Membalas : Photo
Kode BEST kah pak    ",7:10:03 AM,Monday March 29 2021,Hapus
357,358,Alzur Zanni,"Assalamualaikum selamat pagi semuanya. Semoga padq sehat selalu

Amin",7:08:44 AM,Monday March 29 2021,Hapus
358,359,M,Skt berarti lebih ke Wiim ya,6:56:54 AM,Monday March 29 2021,Hapus
359,360,M,"Membalas : https://ekonomi.bisnis.com/read/20210327/257/1373282/cukai-batal-naik-produsen-rokok-kretek-tangan-bernapas-lega#.YF63BZSm09Q.wh
Hmsp bagus ya pak billy karna cukai dibatalkan?",6:55:41 AM,Monday March 29 2021,Positif
360,361,VIR136(VIVIE),"Good morning,

S&P 500 closes at a record, Dow jumps 450 points as stocks rally in the final minutes of trading

U.S. stocks climbed on Friday, finishing the volatile week on a high note as stocks benefiting from a successful economic reopening outperformed again.

Dow.......33073  +453.4   +1.39%
Nasdaq.13139  +161.1   +1.24%
S&P 500..3975  +65.02   +1.66%
 
FTSE...... .6741  +65.8     +0.99%
Dax........14749  +127.6   +0.87%
CAC........5989   +36.4      +0.61%

Nikkei...29177    +446.8    +1.56%
HSI........28336   +436.8    +1.57%
Shanghai .3418  +54.7      +1.63%
ST Times..3160  +19.08   +0.61%

IDX.....6195.56  +72.69    +1.19%
LQ45.....938.83 +14.16    +1.53%

JAKMIND...1040.20    +22.32   +2.19%
JAKCONS....1708.84  +5.52      +0.32%
JAKTRADE...861.00    +9.16      +1.07%
JAKBIND.....973.52     +3.32      +0.34%
JAKAGRI...1463.00     +22.08   +1.53%
JAKFIN.. ....1436.84   +17.49    +1.23%
JAKPROP......380.24   +5.32      +1.42%
JAKINFR...1067.07     +14.95    +1.42%
JAKMANU..1300.44   +7.89      +0.61%   
JAKMINE....1856.20   +0.23      +0.24%
 
*Indo10Yr.6.8610    -0.0075    -0.11%*
*ICBI...308.2460     +0.0566    +0.02%*
US10Yr....1.6600    +0.0480    +2.85%
*VIX...........18.86    -0.95          -4.80% *
  
USDIndx .....92.7660  -0.1120   -0.12%
Como Indx...187.73   +3.38      +1.83%
(Core Commodity CRB)
BCOMIN..... .145.81   +3.06      +2.14%

IndoCDS.....86.366     -0.545     -0.627%
 (5-yr INOCD5)  
 
*IDR.....14415.50  -9.00        -0.06%*
*Jisdor....14446    -18            -0.12%*


Euro.........1.1794  +0.0025   +0.21%

*TLKM........24.28    +0.61       +2.58%*
(3424)
*EIDO..........23.03    +0.68       +3.04%*
EEM...........53.27    +1.35        +2.60%

*Oil............60.97    +2.41      +4.12%*
Gold ......1734.70    +7.40       +0.43%
Timah....25175.00  +190.00  +0.76%
Nickel...16392.50   +220.00  +1.36%
 
Coal price.....95.40  -0.30        -0.31%
(Apr/Newcastle) 
Coal price.....90.70  -0.95       -1.04%
(May/Newcastle)
Coal price.....70.90  +0.65      +0.93%
(Apr/Rotterdam) 
Coal price.....70.85  +0.75      +1.07%
(May/ Rotterdam)
 
*CPO(Jun)....3695    -174       -4.72%*
(Source: bursamalaysia.com)             
Corn...........552.50  +6.00     +1.10%
SoybeanOil...52.48  -2.50      -4.55%
Wheat....... 613.25  +0.75     +0.12%

Wood pulp.5700.50  -62.50   -1.08% 

( *DE*/ *Phintraco(AT)*  29-03-21)
    
*****",6:54:38 AM,Monday March 29 2021,Hapus
361,362,Hendro Masori,"Membalas : Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week. 1. Banking 2. Properti dan konstruksi BUMN yg rata2 besok d
Setuju",6:44:25 AM,Monday March 29 2021,Hapus
362,363,rigeladitya,"Membalas : Jumat malam meneer greg, Om Billy, Hao, Hu MY kalau bisa join sharing trading set up.
Ditunggu paakk",5:48:33 AM,Monday March 29 2021,Hapus
363,364,Rocky Thohir,"Membalas : Wah sabotase ?
Pure bencana",2:28:40 AM,Monday March 29 2021,Negatif
364,365,Hendro Masori,"Silahkan join buat yg lain juga
",11:41:23 PM,Sunday March 28 2021,Hapus
365,366,Hendro Masori,"Membalas : Ada channnelnya ga yahh supaya recommm ga ketutupan ama chat
Ada. @TheTradersChannel",11:41:11 PM,Sunday March 28 2021,Hapus
366,367,Bu Nana,"Membalas : Lha kan kemarin sudah janji sama bu Nana  
Trimakasi Meneer saya baru sampe rmh, besok pagi baru bisa baca lbh detail, 

slamat malam dan beristirahat",11:30:18 PM,Sunday March 28 2021,Negatif
367,368,CutLiza,"Membalas : Jumat malam meneer greg, Om Billy, Hao, Hu MY kalau bisa join sharing trading set up.
Maaauuuu",11:26:34 PM,Sunday March 28 2021,Hapus
368,369,Ekky Triesna,"Tidak apa2 pa, yg penting di bls sama bapa Eko Bawono ..hhe 
Klo boleh tau itu yg di maksud garis hitam tsb apa pa? Apakah maksud nya area resis n supportnya pa ?
",10:18:01 PM,Sunday March 28 2021,Hapus
369,370,Meneer Greg,"Gd nite and good luck for nxt week   
Ini adalah foto",9:58:42 PM,Sunday March 28 2021,Hapus
370,371,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Ada yg main binary option binomo di grup ini? Mau tahu mrk benar atau nggak cara kerjanya terutama chart, sistem deposit / with
Binomo illegal",9:55:42 PM,Sunday March 28 2021,Hapus
371,372,Dharma Djiauw  ,"Membalas : Ada yg main binary option binomo di grup ini? Mau tahu mrk benar atau nggak cara kerjanya terutama chart, sistem deposit / with
Traffic data di chart bisa dimainkan pak
 kalo profit 80% trader, 20% buat pihak sana, loss ya 100% trader 
Blm trmasuk permainan slippage dan requote",9:38:58 PM,Sunday March 28 2021,Hapus
372,373,Taupik Rahmat,"Membalas : Ada yg main binary option binomo di grup ini? Mau tahu mrk benar atau nggak cara kerjanya terutama chart, sistem deposit / with
Kalo mau cepet miskin bisa main itu om  ",9:37:21 PM,Sunday March 28 2021,Hapus
373,374,Melvin E. S.,"Ok mksh..
Ada yg main binary option binomo di grup ini? Mau tahu mrk benar atau nggak cara kerjanya terutama chart,  sistem deposit / withdraw dan web nya. Kabarnya sering di blokir situsnya sama kominfo. Mksh..",9:32:29 PM,Sunday March 28 2021,Hapus
374,375,Meneer Greg,"Membalas : Terimakasih pak   Saya mau bertanya untuk bagian yg entry bertahap (30, 30, 40) apakah ada kriteria tertentu lagi yg harus ter
Tidak ada criteria khusus sih pak kalo saya.

As long as in line with the view.

Kalau 3:1 jadi 2:1 kemungkinan bapak average up saat sudah 2/3 jalan menuju target ya.

Mungkin bisa dilakukan lebih awal, karena itu berarti view nya sudah jalan
Post panin pak",9:30:53 PM,Sunday March 28 2021,Hapus
375,376,A Bah,"Membalas : yuk taruhan
Good idea :bulb: 
Disiarkan live di youtube Deddy Corbuzier  ",9:16:14 PM,Sunday March 28 2021,Hapus
376,377,Danny Widianto,"Membalas : Hi pak HM and frds, izin share my setup: I.Trade Plan. General: - Carilah yang Uptrend! (Minimal range trading - never downtrend
Terimakasih pak  

Saya mau bertanya untuk bagian yg entry bertahap (30, 30, 40) apakah ada kriteria tertentu lagi yg harus terpenuhi untuk melakukan average up?

Karena ketika average up kan harga avg kita naik sehingga jarak RR yg awalnya sudah 1:3 mungkin berubah jadi 1:2 karna averagenya naik   
Suwun pak",9:11:21 PM,Sunday March 28 2021,Hapus
377,378,Ferri Sutanto,"Membalas : Hi pak HM and frds, izin share my setup: I.Trade Plan. General: - Carilah yang Uptrend! (Minimal range trading - never downtrend
Malam Pak Meneer, Thanks sharingnya.

Ijin tanya pak untuk point I.i.c dan I.i.d

Apa bisa dijelaskan dgn contoh chart?

 ",9:04:50 PM,Sunday March 28 2021,Hapus
378,379,Hendro Masori,Iya juga sih gak harus lama juga,8:36:50 PM,Sunday March 28 2021,Hapus
379,380,Hendro Masori,Pak Guru sekalian.,8:30:45 PM,Sunday March 28 2021,Hapus
380,381,Eko Bawono,"Membalas : Jumat malam meneer greg, Om Billy, Hao, Hu MY kalau bisa join sharing trading set up.
 ",8:30:31 PM,Sunday March 28 2021,Hapus
381,382,Hendro Masori,"Membalas : Suatu kehormatan diminta pak HM, apalagi sudah di share di TT Channel.. Mudah2an bisa join atau mungkin jadwal bisa disesuaikan
Wah iya lupaaaa.",8:30:28 PM,Sunday March 28 2021,Hapus
382,383,Meneer Greg,"Membalas : Jumat malam meneer greg, Om Billy, Hao, Hu MY kalau bisa join sharing trading set up.
Suatu kehormatan diminta pak HM, apalagi sudah di share di TT Channel..

Mudah2an bisa join atau mungkin jadwal bisa disesuaikan nanti karena sebagian kita mungkin akan Tri Hari Suci Kamis-Jumat-Sabtu  
Membalas : Ladies banyak yg mau share, jadi ladies talk   
Cocok...

Most welcome   ",8:23:56 PM,Sunday March 28 2021,Hapus
383,384,Hendro Masori,"Membalas : gentlemen bulan ini belum loh pakde   
Hahahaha. Coba kita tanya HuBil, HuHao sama HuMY",8:17:53 PM,Sunday March 28 2021,Hapus
384,385,Hendro Masori,Iya. Diusahakan,8:16:09 PM,Sunday March 28 2021,Hapus
385,386,Kaanz ,"Membalas : Jumat malam meneer greg, Om Billy, Hao, Hu MY kalau bisa join sharing trading set up.
Voice chat pak de?",8:15:36 PM,Sunday March 28 2021,Hapus
386,387,Carlo Micelli,"Membalas : Hi pak HM and frds, izin share my setup: I.Trade Plan. General: - Carilah yang Uptrend! (Minimal range trading - never downtrend
Terima kasih Pak  ",8:14:44 PM,Sunday March 28 2021,Hapus
387,388,Kaanz ,"Membalas : Fix besok merah dullu ihsg kak
Bisa aja sesi 1 ijo sesi 2 merah , atau sebaliknya kita ga tau ",8:14:28 PM,Sunday March 28 2021,Hapus
388,389,Hendro Masori,"Jumat malam meneer greg, Om Billy, Hao, Hu MY kalau bisa join sharing trading set up.",8:11:57 PM,Sunday March 28 2021,Hapus
389,390,Mamba Mentallity,"Membalas : Hi pak HM and frds, izin share my setup: I.Trade Plan. General: - Carilah yang Uptrend! (Minimal range trading - never downtrend
Mksh om sudah dishare  ",8:07:55 PM,Sunday March 28 2021,Hapus
390,391,Fajar Oktavaria,"Membalas : Hi pak HM and frds, izin share my setup: I.Trade Plan. General: - Carilah yang Uptrend! (Minimal range trading - never downtrend
Izin save pak meneer  ",8:06:48 PM,Sunday March 28 2021,Hapus
391,392,Hendro Masori,"Membalas : Bisa di jelaskan di voice chat hu? Colek @hmasori   
Situ juga ya. Next voice chat bahas trading setup",8:06:26 PM,Sunday March 28 2021,Hapus
392,393,Bhagas,"Membalas : Hi pak HM and frds, izin share my setup: I.Trade Plan. General: - Carilah yang Uptrend! (Minimal range trading - never downtrend
mantab pak ijin menyimak  ",8:04:12 PM,Sunday March 28 2021,Hapus
393,394,hery,"Membalas : Hi pak HM and frds, izin share my setup: I.Trade Plan. General: - Carilah yang Uptrend! (Minimal range trading - never downtrend
tumben, ada petuah dari pak meneer   ",8:03:44 PM,Sunday March 28 2021,Hapus
394,395,Billy,"Membalas : Hi pak HM and frds, izin share my setup: I.Trade Plan. General: - Carilah yang Uptrend! (Minimal range trading - never downtrend
Bisa di jelaskan di voice chat hu?

Colek @hmasori   ",8:03:10 PM,Sunday March 28 2021,Hapus
395,396,Hendro Masori,"Membalas : Hi pak HM and frds, izin share my setup: I.Trade Plan. General: - Carilah yang Uptrend! (Minimal range trading - never downtrend
 ",8:00:08 PM,Sunday March 28 2021,Hapus
396,397,Meneer Greg,"Membalas : Smoga lancar perjalanannya, saya sabar menunggu
Hi pak HM and frds, izin share my setup:
I.Trade Plan.
General:
- Carilah yang Uptrend!
(Minimal range trading - never downtrend)
- Kepemilikan saham terdistribusi baik (tidak sebagain besar dimiliki fihak tertentu)
- Volume/freefloat dimarket cukup (make sure, bisa keluar kalau sudah masuk).

I.i. Entry Point (EP)
Swing
a. Area buy close to support and/or longer uptrend line and/or demand area.
c. Ready to buy when no ""lower-low price"" near area buy.
d. Confirm buy when next candle close > previous candle close point (c).

Buy on Break (BoB)
d.Buy on break multiple tested resistance only when break high ACCOMPANIED WITH Volume!
Note: Biasanya, semakin sering resistance di test kalau break dengan volume baik strong chance naik cepat.

I.ii. Stop Loss (SL)
a.Put stop loss = maximum tolerance loss! yang tidak merusak capital dan psychology, sesuai dengan risk profile kita sendiri.
b. Put stop loss dibawah point I.i.a. atau broken multi-tested resistance untuk BoB

I.iii. Take Profit (TP)
TP at around resistance and/or supply area.

Important:
TP/SL harus *MINIMUM 3 banding 1, baik dalam point atau percentage dalam time frame tertentu ( misal 1 minggu/1 bulan/3 bulan)
- Trading plan harus di-review secara periodic apakah semua asumsi/berita/development masih in line.

*Kenapa 3:1 kita boleh salah 3x tapi hanya perlu benar 1x untuk tidak rugi!

II. Money Management
a. Gunakan uang dingin
b. Entry bertahap: 30% kalau benar tambahkan 30%, kalau masih benar tambahkan 40%
(Jadi kalau salah hanya rugi dari 30% dari intended amount untuk 1 saham bukan dari keseluruhan).
c. (Optional) Kalau point b sukses baru boleh oleskan margarin/use margin.
(Apply margin only if your position is already in-the-money atau profit!)

Then adjust your trailing profit accordingly.

Semoga berkenan dan bisa membantu sebagai masukan.",7:58:59 PM,Sunday March 28 2021,Hapus
397,398,Maimunah,"Asing juga tinggal dikit sih kayaknya keluar juga ngak ngefek amat
Yg serem skrg ritel byk eui
Membalas : Photo
Kalau liat berdasarkan makin muda taun kyknya kgk efek ke IHSG alias ijo besok
Kalau copet mau IHSG merah atau ijo yg penting sore cuan dan kosong porto
",7:25:52 PM,Sunday March 28 2021,Hapus
398,399,Dharma,"Membalas : yuk taruhan
Wah seruh nih...

Ada pinggiran gk om 

Leg 1 09:00-11.30
Leg 2 13.30-14.50

Kek main bola ya  ",7:24:38 PM,Sunday March 28 2021,Hapus
399,400,Toni Lie,"Membalas : Fix besok merah dullu ihsg kak
Bukan di jkt, klo di jkt kemungkinan besar merah...",7:24:23 PM,Sunday March 28 2021,Hapus
400,401,Maimunah,"Membalas : yuk taruhan
Ada IHSG ngapain taruhan wkwkekwkw lebih enak ya 50:50
",7:23:50 PM,Sunday March 28 2021,Hapus
401,402,Maimunah,"Membalas : Ia om  
Sentimen ijo kuat soalnya dimana mana Dilini masa ijo, tapi hasil akhir yg menang yg guyur ttp follow theoney",7:22:44 PM,Sunday March 28 2021,Hapus
402,403,Hendro Masori,"Liat besok aja. Merah apa ijo   
",7:12:22 PM,Sunday March 28 2021,Hapus
403,404,Agus Poetradi,"Membalas : Fix besok merah dullu ihsg kak
bisa fix tau drmn?",7:11:15 PM,Sunday March 28 2021,Hapus
404,405,Muhammag kuncoro,"Membalas : https://amp.kompas.com/nasional/read/2021/03/28/10385551/ledakan-di-depan-gereja-katedral-makassar-polisi-sebut-bom-bunuh-diri
Fix besok merah dullu ihsg kak",7:10:54 PM,Sunday March 28 2021,Hapus
405,406,Mamba Mentallity,Ijin belajar di sini   ,6:50:49 PM,Sunday March 28 2021,Hapus
