,Data,User,Pesan,Saham,Jam,Tanggal,Status
207,208,Jimmy,"Membalas : FIGHT!   jiaaayoo,,, psst coba liat dmmx  
Selamat Pak DMMX nya  ",DMMX,9:31:31 AM,Monday April 5 2021,Hapus
208,209,Fadli,"Membalas : Cuan di tfas tpi saya nyangkut di bnba di 1560  Haha soalnya saya taunya hold aja om wkwk, klo trade kdang agak kurang cepet, j
Waktu beli tfas? Rekomendasi dr orang/analisa ?","BNBA,TFAS",9:30:17 AM,Monday April 5 2021,Hapus
209,210,Humam,"Membalas : Cuan di tfas tpi saya nyangkut di bnba di 1560  Haha soalnya saya taunya hold aja om wkwk, klo trade kdang agak kurang cepet, j
Pasang ts aja klo udah cuan tebel, terserah biarin mau dibawa kemana harganya","BNBA,TFAS",9:30:00 AM,Monday April 5 2021,Hapus
210,211,Ninonino:ambulance::ambulance:,"Membalas : Cuan ae bingung, gimana klo nyangkut.. 
Cuan di tfas tpi saya nyangkut di bnba di 1560  Haha soalnya saya taunya hold aja om wkwk, klo trade kdang agak kurang cepet, jdi ya kalau beritanya bagus saya beli om + dikit"" belajar teknikal","BNBA,TFAS",9:29:19 AM,Monday April 5 2021,Hapus
211,212,Jafar Sim,"FIGHT!   jiaaayoo,,, psst coba liat dmmx  ",DMMX,9:28:23 AM,Monday April 5 2021,Hapus
212,213,Humam,"Membalas : Prospek tfas gmna ya om? Dulu beli tfas di 600an alhamdulillah naik smpe skrng, cmn masi bingung. Gmna prospeknya, cuman baca be
Cuan ae bingung, gimana klo nyangkut.. ","BACA,TFAS",9:27:13 AM,Monday April 5 2021,Hapus
213,214,Ninonino:ambulance::ambulance:,"Membalas : Om om disini saya masih 17 tahun, mau nanya boleh ga om?
Prospek tfas gmna ya om? Dulu beli tfas di 600an alhamdulillah naik smpe skrng, cmn masi bingung. Gmna prospeknya, cuman baca berita bgini begitu  ","BACA,TFAS",9:26:17 AM,Monday April 5 2021,Positif
214,215,Arsyad,"Membalas : Cash nya minus tp rdn ada dana lebih
dananya masih settled? entah, coba kontak salesnya aja kak",CASH,9:24:44 AM,Monday April 5 2021,Hapus
215,216,KAYLA,Cash nya minus tp rdn ada dana lebih,CASH,9:23:58 AM,Monday April 5 2021,Hapus
216,217,KAYLA,"Membalas : engga kok
Kq punya ku dana RDN sama cash on board nya beda ea  ",CASH,9:22:57 AM,Monday April 5 2021,Hapus
217,218,Farid,"Membalas : Biar gak ganggu grup sahamnya, saya buka grup telegram baru: TT Coin & Crypto. Silahkan yg mau join ke grup ya. Ini linknya: @T
Finally, come on Pakde & team, saya baca di beberapa grup crypto kebanyakan  orang-orang yg nyangkut & loss disaham larinya emang ke crypto karena disana tidak ada batas, cuan 100% dalam beberapa hari bukanlah bualan hehe , bahkan ada yg sampe out of saham  ",BACA,9:22:54 AM,Monday April 5 2021,Bingung
218,219,Danil Eko,Bbri avg down terosss,BBRI,9:22:03 AM,Monday April 5 2021,Bingung
219,220,Arif Robani,"Membalas : minta link
Ada di pinned",LINK,9:19:32 AM,Monday April 5 2021,Hapus
220,221,HSP,minta link,LINK,9:19:11 AM,Monday April 5 2021,Hapus
221,222,Andre Salim,BBRI confirm dotop?,BBRI,9:14:00 AM,Monday April 5 2021,Negatif
222,223,Erich,sadis film,FILM,9:12:04 AM,Monday April 5 2021,Hapus
223,224,Iqbal,Gile bbri di guyur terus,BBRI,9:07:28 AM,Monday April 5 2021,Bingung
224,225,Deryan,Iya om kayaknya ngaco ini ga ke update harganya masa,MASA,9:05:52 AM,Monday April 5 2021,Hapus
225,226,rey,belvin masih lanjut aja itu pom pom an nya di film edann,FILM,9:05:50 AM,Monday April 5 2021,Hapus
226,227,Dhani,"Membalas : sepi ya gegara crypto hehe, bandar saham terancam ni  
kalau bs short rame.lg, susah cm bs satu arah doang   maksa ambil posisi ya mines",SATU,9:04:45 AM,Monday April 5 2021,Hapus
227,228,Yudha,"Bbri masih lanjuuuuut, sampe 2000 sekalian deh ndar gass     ",BBRI,9:02:59 AM,Monday April 5 2021,Bingung
228,229,Aliong,Ntah kenapa setiap mau mencet buy tp kalo bbri lewat itu hati jadi deg2 an,BBRI,9:02:16 AM,Monday April 5 2021,Positif
229,230,hery,BBRI buangan belum selesai,BBRI,9:01:37 AM,Monday April 5 2021,Negatif
230,231,Yudha,"Membalas : kalau di BEI yang regulated aja susah coan, gak usah terlalu berharap profit di cripto yang minim regulasi
Aplg tanpa ada batasan ara / arb, duit bs lenyap kalo anjlok... harus bener2 uang dingin",UANG,8:59:38 AM,Monday April 5 2021,Hapus
231,232,D.Lestari,"The Future Is Already Here 

WSKT. IJ TP Rp1.875 (+65% Upside) 


From The zoom meeting, We've Met with Mr. Destiawan, CEO Of WSKT &team.


Key Takeaways:

* WSKT, clear winner from SWF initiatives
The focus of asset recycling will benefit WSKT the most, as WSKT will be able to divest its toll road assets to SWF/NIA .

* WSKT plans to sell nine toll road assets in 2021   three are in the final phase, two
are in the negotiation process, and four are in early discussions with potential investors. The company projects to receive IDR6-7trn in cash proceeds from the transactions, while the rest would be via a share swap. 
It estimates to potentially reduce total debt by IDR17-18trn.

* WSKT targeted capex of IDR11.5tn in 2021F, which was higher compare to 2020F capex projection of IDR10.4tn.The capex would be used to fund existing projet such as, Prabumulih-Muara enim, KLBM, Kapal Betung packet 2 section 1.

* Progress of other divestment plans. WSKT is currenty in negotiations for the Cibitung-Tanjung Priuk and Depok-Ntasari toll roads. Meanwhile, for the Cimanggis-Cibitung, Pemalang-Batang, Krian- Legundi-Bunder-Manyar toll 
roads, as well as the Waskita Transjawa Toll Road (WTTR)   still in discussions to be divested through the Nusantara Investment Authority (NIA). 

The Government will give out guarantees to WSKT in the form of bank loans and bonds which will be used for infrastructure development. The guarantees are worth IDR9.8tn.

Previously ,The United Arab Emirates has announced a plan to invest $10 billion in the Indonesia Investment Authority, or INA, the largest commitment from a single country to the sovereign wealth fund so far, reflecting a warm relationship between the two countries and their leaders. 

Additionally,BPJS Employment Investment Development Director, Edwin Ridwan said that BPJS can make direct placements of up to 5% of the total managed funds.This means that with a total managed fund of around Rp. 500 trillion, direct investment could reach Rp. 25 trillion.","BANK,CASH,PLAN,WSKT",8:37:40 AM,Monday April 5 2021,Bingung
232,233,Vincenzo,"#CENT 15m
Support @260
Ini adalah foto",CENT,8:18:31 AM,Monday April 5 2021,Hapus
233,234,Safrudin Kurniawan,"Membalas : Banyak yg bilang gocekan bandar. Padahal bandar ga gocek apa2. Kemaren2 turun murni karena bandar withdraw fund buat taro di koi
Wah ketemu lagi donk disana ... Digocek disana trus balik kesini, disini sdh ketinggalan kereta",TRUS,8:07:21 AM,Monday April 5 2021,Hapus
234,235,Ronny,"Membalas : Iya. Gocekan bandar ihsg bkin mules. trading di koin enak. Murni TA. Bru 30 mnt cuan 20% di koin
Banyak yg bilang gocekan bandar. Padahal bandar ga gocek apa2. Kemaren2 turun murni karena bandar withdraw fund buat taro di koin  ",KOIN,8:06:29 AM,Monday April 5 2021,Negatif
235,236,Billy,"Membalas : ayok ihsg buka gap up trus tutup lobang lg    
terus tutup gap up nya dgn bikin gap up, lalu si gap up ini nanti di tutup lagi..terus aja gap gep gop",TRUS,8:06:11 AM,Monday April 5 2021,Hapus
236,237,Erich,ayok ihsg buka gap up trus tutup lobang lg    ,TRUS,8:05:08 AM,Monday April 5 2021,Hapus
237,238,SC,"Membalas : Bandar ihsg gocekan nya serem, alhasil pada pindah ke koin2an?
Iya. Gocekan bandar ihsg bkin mules.  trading di koin enak. Murni TA. Bru 30 mnt cuan 20% di koin",KOIN,8:04:44 AM,Monday April 5 2021,Positif
238,239,Safrudin Kurniawan,"Membalas : Emang betul kl break lg keatas 6030 indeks balik lg ke uptrend mode nya. Tp kl indeks msh galau ga jelas, sbagai trader, ya kita
Kalau pada pindah kripto, ya auto ke 5000an",AUTO,7:47:08 AM,Monday April 5 2021,Hapus
239,240,VIR136(VIVIE),"Good morning,

Dow.......33153  +171.7   +0.52%
Nasdaq.13480  +233.2   +1.76%
S&P 500..4020  +46.98   +1.18%
 
FTSE...... .6737 +23.7      +0.35%
Dax........15107 +98.8      +0.66%
CAC........6103  +35.7      +0.59%

Nikkei...29854    +465.1    +1.58%
HSI........28939   +560.4    +1.97%
Shanghai .3484  +18.1      +0.52%
ST Times..3182  +16.3      +0.52%

IDX.....6011.46  closed    +0%
LQ45.....901.86 closed    +0%

JAKMIND...1003.67    closed    +0%
JAKCONS....1691.82   closed    +0%
JAKTRADE...856.54    closed     +0%
JAKBIND......957.99    closed     +0%
JAKAGRI...1435.91     closed     +0%
JAKFIN.. ....1372.90   closed      +0%
JAKPROP......361.20   closed      +0%
JAKINFR...1039.82      closed      +0%
JAKMANU..1279.60    closed      +0%   
JAKMINE....1782.60    closed      +0%
 
Indo10Yr..6.8804   closed       +0%
ICBI....308.8346     closed       +0%
US10Yr....1.6790    -0.0670      -3.84%
*VIX............17.33   -2.07          -10.67% *
  
USDIndx .....92.9900  -0.0320  -0.03%
Como Indx...186.70   +1.74      +0.94%
(Core Commodity CRB)
BCOMIN..... .142.56   -0.06       -0.04%

IndoCDS.....86.225    unch        +0%
 (5-yr INOCD5)  
 
*IDR.....14525.00 closed     +0%*
*Jisdor....14577   closed     +0%*


Euro.........1.1761  +0.0002   +0.02%


TLKM........23.61    -0.03        -0.13%
(3442)
EIDO..........21.93    +0.08      +0.37%
EEM...........53.86   +0.52       +0.97%

Oil............60.92      -0.53         -0.86%
Gold ......1729.10   +0.70       +0.04%
Timah....25245.00  -37.50      -0.15%
*Nickel...16220.00  +322.50   +2.03%*
 
Coal price.....96.50   +0.25    +0.26%
(Apr/Newcastle) 
Coal price.....91.90   +1.45    +1.61%
(May/Newcastle)
Coal price.....70.20   +0.15   +0.21%
(Apr/Rotterdam) 
Coal price.....70.35   +0.35    +0.50%
(May/ Rotterdam)
 
CPO(Jun)....3739      -2          -0.05%
(Source: bursamalaysia.com)             
Corn..........559.75   +unch    +0%
SoybeanOil...52.13  -0.79      -1.49%
Wheat....... 611.00   -7.00      -1.13%

Wood pulp.5500.50  unch    +0%

( *DE*/ *Phintraco(AT)*  05-04-21)
    
*****","GOLD,GOOD,INDX,TLKM,WOOD",7:17:14 AM,Monday April 5 2021,Hapus
240,241,Jutha Bram,"Membalas : Photo
Emang betul kl break lg keatas 6030 indeks balik lg ke uptrend mode nya.
Tp kl indeks msh galau ga jelas, sbagai trader, ya kita ga boleh nutup mata. Ada peluang trading di crypto dan gold, hajar la",GOLD,5:25:10 AM,Monday April 5 2021,Hapus
