,Pesan,Status
746,"Membalas : Uda 510 pak Ihsg ga kuat ke 6063 Bbkp... Still 515.. Agro 1040 Hari ini prediksi saya salah lagi
Besok mantul bawah   saya stay aja ya  break ATH nanti dulu ",Netral
747,"Membalas : LPPF break 1530 ke 1780 cuzz 3000.
Bagger ampe muntah2 yang sabar hold lppf  
",Netral
748,"Membalas : LPPF break 1530 ke 1780 cuzz 3000.
hold sampe 3000 pakde",Netral
749,selamat yang hold lppf,Netral
750,"Membalas : Dmmx sekarang 515, saya jual di 430 = rugi 20,5% aammsiioong
Sabar adalah koentji   ",Netral
751,"Membalas : PGAS masih murah harganya, tapi masih punya utang bayar pajak
Lagi antri di 1000 kak",Positif
752,Doid masih aman kalo belinya pas april 2020,Positif
753,Doid masi aman hu,Positif
754,"ntar mlm pasti ada yg bilang FILM aroma uang otw 1000
",Positif
755,FILM nya mau ARA  ,Positif
756,PNBS top Volume,Positif
757,Doid bisa serok juga hu,Positif
758,Bisa serok cent hu...,Positif
759,ARAkan BANK,Positif
760,BANK ngegas,Positif
761,"Membalas : Jd pegang mppa berat
Jd mppa target nya bagger ni ko?
Kalau pegang dr kmrin, dan ini ara
Senin bagger seharusnya  
Membalas : Photo
Tapi volume ara hari ini
Tidak sebesar volume kemarin..
Sama hal kejadian nya di saham kesehatan dulu. Tp disclaimer on lagi. Itu pandangan saya saja",Positif
762,"Membalas : Photo
kawal lppf 24.000 ath",Positif
763,"Membalas : Photo
jadinga mending ambil mlpl ya .masih kemungkinan naik ya",Positif
764,"Membalas : owe copy ilmu koh Aho slalu focus setia pada satu ce yg dianggap paling mempesona
Bisa aja yg cuan kotos mendung pun serasa cerah emang klo cuan gak bisa bohong    
Tp klo saya lebh seneng fokus sampai jadi saham mantan terindah baru pindah  ",Positif
765,"Membalas : wah pak Pohai bisa aja bisa sy kenain pasal nih just kidding  
Yg pegang Mppa makannsiang hari ini lauk apapun pasti nikmat beda ma yg udah Cl   ",Positif
766,"Happy cuan mppa.. Tak disangka arb menjadi ada
",Positif
767,Essa bisa nih,Positif
768,Saya nungguin PNLF bagi deviden    . gak tau kapan atau kapan2.,Positif
769,"Membalas : Photo
CENT nya tiap turun diborong RF trs   masih amanlah, koreksi kecil saja ya ini",Positif
770,Akhirny ara jg mppa,Positif
771,"Membalas : hajar 276
Berkat masinis pak @panjianom dan pak Aho , CENT uda 278 280 beliau yg jaga pak @HENDRACHOO",Positif
772,"Membalas : Nah ini ... makanya mau pantau dulu ... kl harga ga dikerek ya kemungkinan nanti paling trading Rnya saja
setuju sih. tgu in R lebih aman. d banting kayak brms nanti   ",Positif
773,MPPA masih bisa naik ga ya?,Positif
774,"Membalas : MARI LAH KEMARI HEY HEY HEY KAWAN
Mantepp pak... Tp 2x disini hari ini",Positif
775,"LPPF td d guyur DX langsung turun , siapa tuh yg dpt murah untung bgt, langsung naik lg",Positif
776,"Membalas : Kl MPPA ARA, kejar LPPF nya
Bidnya tipis2  ",Positif
777,"Kl MPPA ARA, kejar LPPF nya",Positif
778,"BBNI ""ARA"" (ara big caps ya paling 3-5%)   ",Positif
779,MLPL to the moon :rocket:,Positif
780,MPPA mau di beli Temasek di 1000,Positif
781,Gaskan MPPA 1000,Positif
782,Angkat terus mlpl nya ndarr,Positif
783,"Membalas : Mppa ga jdi koreksi wkwk
ini knapa ya mppa kok kuat bgt dr kmaren",Positif
784,Ayo..cent kpn kau ikut Mppa plg gak 315   ,Positif
785,"Membalas : Persis pak Lumayan dapet bottom walaupun lot kecil At least tidur nyenyak deh pegang big bank
Saya serg main di bbtn bjbr ma bbri cumen sekrg lg di cent pak klo gak pasti ikut biasanya semoga cuan lebar pak  ",Positif
786,Mlpl joss,Positif
787,MPPA to the moon,Positif
788,"Membalas : Klo kyk gini pasti klo ihsg naik dia cepat kembsli ke semula 
Persis pak
Lumayan dapet bottom walaupun lot kecil
At least tidur nyenyak deh pegang big bank  ",Positif
789,MLPL JJOOOSSS,Positif
790,BBTN klo minat  ,Positif
791,ARAkan PNBS,Positif
792,stonks banget mlpl,Positif
793,"Mg makan byk ya di pnbs, gk jual jual",Positif
794,Mlpl bisa tembus 170 kah?,Positif
795,"Membalas : Ara kan Mppa klo saya gas pol cent 
mantap koh kita cuan bareng yah   ",Positif
796,"Ara kan Mppa klo saya gas pol cent 
Ada yg berani ambil prluang =cuan, ada yg dsalah perhitgn =Cl, ada yg cumen jd penonton   ",Positif
797,saya lagi nungguin bbrp emiten yg bakal bagi deviden gede. cicil saham aman aja.,Positif
798,"Membalas : Mppa diborong bk  
Rals nya om siapa tau bk minat",Positif
799,"Membalas : BRPT oke gak ya
Ok",Positif
800,"MPPA luar biasa banget, turun lalu dibawa naik tinggi banget  ",Positif
801,Mlpl telat avg up. Nikmati saja,Positif
802,MLPL MARI JOSS,Positif
803,"Disaat yg lain tkut serok mppa, langsung diborong bndar  ",Positif
804,"Membalas : MPPA kena pom2 SOS
Wkwk, biar dpat serokan",Positif
805,"Membalas : MPPA kena pom2 SOS
disaat yg lain takut, buy then cuan",Positif
806,Pgas mantep,Positif
807,"Membalas : Kira penurunan cent dgj metode gan simple smpai di harga brpa pak ?
hajar 276",Positif
808,"Membalas : ayo cent turun dulu dikit   abis itu :rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:
nawar diharga berapa kak?   

Saya mengharapkan k 276an lagi dia  ",Positif
809,AGRO nya boleh lah ,Positif
810,"Membalas :      trading Rnya saja ya kak?
Saya lupa ci tadinya mau ikut r nya brms tp beli cent semua ",Positif
811,"Membalas : Seneng banget sama MPPA mah wkwkwkw
mppa udah overdosis itu  ",Positif
812,"Membalas : ayo cent turun dulu dikit   abis itu :rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:
Jgn pak naik dulu baru turun dikit ",Positif
813,Seneng banget sama MPPA mah wkwkwkw,Positif
814,"ayo cent turun dulu dikit  
abis itu :rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket::rocket:",Positif
815,"Membalas : Ternyata R nya Brms lumayan , seminggu dpt hampir 100%  
      trading Rnya saja ya kak?",Positif
816,"Ternyata R nya Brms lumayan , seminggu dpt hampir 100%     ",Positif
817,LPPF ngegas,Positif
818,Raja lg mau manggung,Positif
819,Bhit akhirnya naik,Positif
820,Mppa diborong bk  ,Positif
821,SMCB jg mulai ngegas,Positif
822,"MCOR blm mulai ngegas, kesempatan serok",Positif
823,"haduh itu siapa yg haka CENT buru2  
biarin turun dulu lah, habis itu :rocket::rocket::rocket: kencang  ",Positif
824,ARAkan BBYB,Positif
825,"BMAS 3 hari ARA berturut2
Ini adalah foto",Positif
826,"Membalas : Patut dipantau untuk besok: ASRI dan BBYB. Sinyalnya seperti mau terbang tinggi
Kita lihat BBYB bisa tembus 600 ga hari ini.",Positif
827,SAME :rocket:,Positif
828,"Membalas : CENT menurut Gann versi simple, sudah melewati Death Zone. akan
Amin kan pak    
Membalas : CENT menurut Gann versi simple, sudah melewati Death Zone. akan
Saya selalu cent sampai akhir cerita mudah2 an jd mantan terindah  ",Positif
829,"CENT menurut Gann versi simple, sudah melewati Death Zone. akan :rocket::rocket::rocket::rocket:",Positif
830,Incf :rocket::rocket::rocket:,Positif
831,"Membalas : Ok siap Haka Cent kalo gt    
  Araaakan ndar! Aho",Positif
832,"Membalas : Siaappp CENT hari ini feeling ku koq merah ya? Closing 274  
Ok siap Haka Cent kalo gt    ",Positif
833,Ihsg gap up dikatrol sama bbca  ,Positif
834,Indy masuk skrg bagus ngg ya,Positif
835,"Membalas : LPPF bakal dijual ga ya?  
Mau dibeli semua ama Gojek Pak
Grup ini nanti akan dibeli    ",Positif
836,"  
Ambil momen bulan bgs,ntar nyusul RALS tak tunggu di 850",Positif
837,"Masalahnya lippo grup keuangnya terbatas, kalau MPPA saham dan perusahaannya membaik, apa ruginya bagi lippo?",Positif
838,"Membalas : jumat hari TP   
1 bln trakhir jumat ijo trus, ga tau hri ini  ",Positif
839,"kalo lihat chart,menurut saya lebih seru mlpl dari pd mppa
  ",Positif
840,"wow..
kelar juga mbaca seribu lebih  .. 
DOID, SAME, ASSA, CENT, LPPF, DMMX, RAJA.. wah banyak y SP bbrp hari ini.. 
tinggal pilih mana yg suka, atau pilih semua..     
kalo saya perhatikan, sektor finance lagi reversal, meski bca msh di dump.. 
mining juga mulai naik, seiring nikel sdh tembus resist 1 bln terakhir.. ANTM inco mulai aktif bbrp hari ini.. 
semoga scr jangka menengah uptrend.. 
makin cintah ama grup ini.. 
banyak pembelajaran dr berbagai bidang keilmuan.. 
grup pertama yg kuikuti dan Alhamdulillah msh tetap yg the best          
terimakasih semua Guru dan kawan disini.. semoga ilmu yg Anda share disini menjadi berkah yg akan terus mengalir sepanjang masa",Positif
841,"sami-sami...bisa didiskusikan sesama anggota based on chart. sy juga pengen belajar utk memperdalam chart, kombinasi mana yg paling akurat...
Lebih cakep chart BRIS kalo dibanding AGRO...",Positif
842,"Membalas : Wahh saya trauma dgn kren 
saya malah seneng. bolak balik dapat",Positif
843,"Membalas : https://www.cnbcindonesia.com/market/20210408131612-17-236226/bos-bca-bank-digital-bca-siap-operasi-pertengahan-tahun
di haka gk nih BBCA   ",Positif
844,seperti nya gk pak dari rasa juga beda jangan lupa hsmp dan ggrm juga ngeluarin produk skt yang harga nya hampir mirip sama produk wiim ya,Positif
845,"Membalas : Terimakasih.. Silahkan tmn2 yg tertarik raja sudah ada analisa nya
Itu diatas...senangx kl sedang uptrend gini,smoga raja gk premature trendnya ",Positif
846,"Membalas : Silahkan di share analisa nya..
RAJA bsk mampir dl di 240 kl dia mantul ke atas akan mencoba resisten di 270...tp kl support 240 jebol segera cutloss",Positif
847,"Membalas : Thank you tambahan nya pak
Daahh RAJA aja   ",Positif
848,"ISAT.. Another minervini or O'Neil setup?
Vcp then break out lalu pullback dgn vol rendah.. Harga close di 6700, masih aman jika harga tetap diatas level tersebut 
Ini adalah foto",Positif
849,"BBKP lovers.. Ada pattern cup n handle kecil lalu potensi melanjutkan bullish trend nya jika tembus 590..hari ini walaupun vol ga terlalu besar tp harga berhasil ditutup diatas MA20 dan MA50... On list.. Biasanya ikutan overall market...  
Ini adalah foto
",Positif
850,"Makasih pak guru, pak fakhri dkk.. Tetep harus watch lg fren nya kedepan jika konsol dan tetep bertahan diatas MA200 nya maka bisa jadi opportunity untuk short term trade
KRAS... Hari ini ada volume spike, dan harga berhasil tembus MA20 dan MA50.. Menarik jika tetap bertahan kedua area dynamic support tersebut.

CRs turn positive..
Ini adalah foto",Positif
851,"OBV bullish divergence. Sempat pungut di 76 waktu itu. #FREN
Ini adalah foto",Positif
852,"offernya sama bidnya fren bisa berjuta2, enek liatnya",Positif
853,"Membalas : Photo
FREN ada bullish divergence juga periode 8-25 Mar",Positif
854,Bank digital yg pbv gila2an bisa bubble gak ko?,Positif
855,"Membalas : Karena valuasinya ARTO paling gila itu maka narasi nya Gojek
jadi grup ini mau di  goreng pake narasi gojek juga ya hu tapi kalau terbang lumayan juga kaya arto ya",Positif
856,"Membalas : Atau Northstar Atau kakak adek ASSA ESSA We never know...
kalau di buat terbang bisa jadi lppf tutup gap atas di puluhan ribu ",Positif
857,bisa jadi emiten grup nya di buat terbang kaya arto,Positif
858,"Sell on strength
Aduu baca naik dikit bang  
Membalas : Kalo power naikin nya paling gede Gojek, ya Gojek yg dibawa2. Saat ini Gojek karena semua ngeliat valuasi ARTO ngiler wkwkk
Ini lho wkwkw
",Positif
859,"Membalas : Dibeli Gojek/Grab/Temasek
Gojek yg beli ya ? Kirain grab kan masi sinergian sama ovo

Berarti mlpl cuan banyak dong om?",Positif
860,Matahari di beli Gojek? Lppf bisa ke 3 ribu hu?,Positif
861,Pak @JuthaBram kan juga pena ngomong di sini. Fundamental dari corporate action lebih kuat dari apapun,Positif
862,"Membalas : ASRI ada 4 inside bars ya pak? Spt yg di gemesnya pak Guru. Btw 22nya kehadang ma20 dan ma50 pak
Betul ada 4. Tanda kuat reversal dan semoga besok bisa BO",Positif
863,"Saya TP pak benhan kmaren sempet 125 persen, senengnya bukan main",Positif
864,"Patut dipantau untuk besok: ASRI dan BBYB. 
Sinyalnya seperti mau terbang tinggi",Positif
865,Kino mantulnya mantep bener ya,Positif
866,Inco apakah break out resisten?,Positif
867,"Antm naik tp top buyer kok si lord moge, besok langsung dumped nggak tuh barang  ",Positif
868,"Membalas : Sungkem cici guru SAME @RuiAuxilia IJO!
      

*poles2 kotak berharganya isi SAME digembok*",Positif
869,Happy cuan all.. Jangan lupa 100% cash ya..   ,Positif
870,"Membalas : SAME tunggu besok2 aja, bakal turun sepertinya
Balik lagi itu om harga open, tutup ijo aja bisa ngacirr itu besoknya,, Mudah2an tapi ya",Positif
871,"Candle SAME cihuy tu,, sikatt",Positif
872,"Membalas : Bbkp bris agro wkwk
Aammpuuunn pak Benhan    
@aldoow siaaapp   point pentingnya: ramalan ga penting gaaeesss yg penting porto nya ara  ",Positif
873,Pak benhan fillingnya luar biasa bilg agro disaat nmerah lgs ijo kyk penggerak bursa     ,Positif
874,SAME disundul pelan pelan,Positif
875,"Membalas : 3 bank serangkai mulai aktif kembali
Bank apa tuh kaka ?  ",Positif
876,3 bank serangkai mulai aktif kembali,Positif
877,Malah Bris yg mabur,Positif
878,"Membalas : Terbang ya AGRO
semogaaa naik terus",Positif
879,"Membalas : Kalau main feeling, prediksi saya AGRO break out hari ini. Feeling lho ya. Mari kita lihat Disclaimer on, ga punya barang jug
Terbang ya AGRO",Positif
880,"Ihsg 6064
Agro 1065 1070
Ara kan ndarr!! :rocket::rocket::rocket:
",Positif
881,"BRIS DOID INDY  PURE HAKA !!!
",Positif
882,"Jangan lupakan RAJA dan KRAS, ada potensi mantul
Khususnya buat kras, ada potensi mantul setelah terkoreksi agak dalam",Positif
883,BACA ngegas,Positif
884,In DOID i trust  ,Positif
885,diem2 aja DOID biarkan bandar bekerja  ,Positif
886,DOID indy haka,Positif
887,DOID jadi duid,Positif
888,DOID nya pak guru Eko Bawono jalan..   ,Positif
889,Lumayan copet2 di AMAR   bentar doang dpt 18%,Positif
890,AMAR ARA signal,Positif
891,"next BBYB
MCOR masih dibawah, siap siap ngegas",Positif
892,"Membalas : AGRO nya sdh hijau
Mantul brati itu  ",Positif
893,ARAkan AMAR,Positif
894,AGRO nya sdh hijau,Positif
895,"Membalas : Kalau main feeling, prediksi saya AGRO break out hari ini. Feeling lho ya. Mari kita lihat Disclaimer on, ga punya barang jug
Selamat pak, bapak menang dan benar  agro ijo 1050 sekarang  ",Positif
896,"Membalas : Bandar dan asing yg di saham BBKP masih di dalam. Jasi masih berpeluang naik..
  ",Positif
897,gw pantau di done detail aj klo broker2 merah pd beli banyak lg gw haka deh bbkp  ,Positif
898,"Saya malah masuk kemarin haka d 510 bbkp. Bbkp kl loncat langsung tinggi
",Positif
899,"Membalas : Jir bbkp gw jual kmaren 515 malah jalan pantes sore banyak yg haka asing jd kemakan bid gw
Bandar dan asing yg di saham BBKP masih di dalam. Jasi masih berpeluang naik..",Positif
900,Jir bbkp gw jual kmaren 515 malah jalan pantes sore banyak yg haka asing jd kemakan bid gw,Positif
901,"Membalas : Aaaraaa kan ndar!! :rocket::rocket::rocket:
BBKP jalan ya Om. Congrats!",Positif
902,"Membalas : Nah!   agro hari ini BO menurut pak Benhan ayok ayok sekarang agro 1030, biasanya akurasi saya 0%
Kalo Kapten Gunners saya blg BO ya Flying High   ",Positif
903,"Membalas : Photo
Tadinya aku maunya tulis agro dibawah 1000 tapi ga tega   ya uda deh 1020 nya harusnya support kuat itu, semoga mantul yaaa",Positif
904,"Membalas : Yang agro yang agro,, skrg 1030 feeling saya closing 1020 Cent skrg 286 feeling saya closing di 280 Wiim keren nih skrg 975 feel
Kalau main feeling, prediksi saya AGRO break out hari ini.
Feeling lho ya. Mari kita lihat  
Disclaimer on, ga punya barang juga",Positif
905,"Membalas : Photo
Tpi sya cuan trus om masuk rekomny  ",Positif
906,BNBA BBHI bikin senyum dr kemarin  ,Positif
907,Arakan bbhi ndar. Lanjut bank yg lain hehe,Positif
908,Bbri ud ngegas pdhl,Positif
909,Doid bisa haka,Positif
910,"Membalas : Aq gk pnya barang tp ikut seneng, krn biasanya klu trio macan ngegas IHSG biasanya ijo
Aku punya 2 brg mbak, ud sebln nungguin naik...akhirnya nyampe jg haha",Positif
911,"Membalas : Trio mining ngegasssss....akhirnyaaaa     
Aq gk pnya barang tp ikut seneng, krn biasanya klu trio macan ngegas IHSG biasanya ijo  ",Positif
912,Trio mining ngegasssss....akhirnyaaaa     ,Positif
913,"Membalas : Kode hambalang DGIK ya om?
Otw 700 ini  ",Positif
914,"aisa, BO",Positif
915,SSMS itu lumayan. coba d cek.,Positif
916,"Membalas : Yang agro yang agro,, skrg 1030 feeling saya closing 1020 Cent skrg 286 feeling saya closing di 280 Wiim keren nih skrg 975 feel
Klo saya liat sekrg ijo pak tp kecil klo merah jg demikisn biar gak nyopet tp arah tetepnaik ",Positif
917,"Membalas : Kyknya cent msinnya halus sekrg gak mau kyk krmrn  
Yang agro yang agro,, skrg 1030 feeling saya closing 1020
Cent skrg 286 feeling saya closing di 280
Wiim keren nih skrg 975 feeling saya closing 1005
Same? Dont worry, otw ke 773 dia  lets see..",Positif
918,roda gileeee...,Positif
919,nungguin Deviden BJBR 6% an dri hrg skrg.,Positif
920,"Membalas : Siapp! Berarti fix! Hari ini closing 6116 , semangaatt!! Araa kan ndaarr! psstt karena ngebet cuan,, aku mau pakai ilmu c
BBKP extra sabar ya pak hahahha. Ingat jaman 200an sideways nya lama bgt tahun lalu. Eh cuma butuh semingguan udah ke 500an terus ke 700an.",Positif
921,"Membalas : Photo
Siapp! Berarti fix! Hari ini closing 6116 , semangaatt!! Araa kan ndaarr! :rocket::rocket::rocket: psstt karena ngebet cuan,, aku mau pakai ilmu cocokmology aahh, bbkp tak cocoki ke flag pattern dan berarti = hari ini jalan dunnkkk yaa   ",Positif
922,"Membalas : Pagii pak guru, semoga sehat selalu yaa, waah pagi pagi uda dikasih bocoran saham bagus, terima kasihh
Amiiiiin
Nebak... 6116 trus 6200  
Ini adalah foto",Positif
923,"pokoknya kalo si B udah koar koar saham tertentu lebih baik siap siap jualan aja
seperti ENRG kan si B koar koar  buktinya kemarin dan hari ini Turun",Negatif
924,"Membalas : itu ci f liat nya dari sisi fundamental hu tapi ya kalau alesan fundamental ya bener tapi kalau bener salah di liat dari naik tu
antm fundanya mana bagus pak? DPR nya aja pelit sekali bagi deviden dari dulu. padahal perusahaan trading emas milik negara pula.

itu kan cuma sentimen tesla aja, toh dari desember juga uda keliatan gelagatnya tesla ga akan masuk kesini, cuma kan pada menutup mata batin aja pura2 ga tau yg penting haka.",Negatif
925,"Ini adalah foto
BACA mau ARB hahah",Negatif
926,"Membalas : Arahan untuk doid hu...
Ayo CL2 bubar2 wkwkwk",Negatif
927,"Ati2 bank uda kena brp x suspend...
Buangan nya banyak tuh barusan.jgn dikejar",Negatif
928,"CENT apakah VCP  

Volume semakin mengecil     
Ini adalah foto",Negatif
929,"Membalas : berat sih LPPF dibanding mppa & mlpl, tapi kita liat aja
Iya skrg mereka turun tipis, hrsnya nurunin penumpang dulu kita liat episode berikutnya atau kita cari stock yg lain",Negatif
930,"Membalas : Kenapa ya pwon susah move on?
gak bisa gerak utk PWOn, kemungkinan hrs nunggu Q2, lQ nya turun d banding thn lalu dan kalo pun ada deviden cuman 1% sangat gak menarik.",Negatif
931,"Membalas : Kl MPPA ARA, kejar LPPF nya
berat sih LPPF dibanding mppa & mlpl, tapi kita liat aja",Negatif
932,Wkwkwk yg punya bad news MPPA lg ngopi,Negatif
933,Mlpl nya sesat dijalan bandar,Negatif
934,"Membalas : Itu LPPF gk ada yg brani makan ya?
berat lppf",Negatif
935,"Membalas : Tadi pagi beli tongkol tau beli ikan 
Turun scepat kilat ...kalo ada lot sgt bsr masuk  ",Negatif
936,"Sue mppa gue jual murah,  harus pd sendiri ni",Negatif
937,"Membalas : komfrim pola sesat    
sesat sekali, ga dikasi koreksi   ",Negatif
938,"Membalas : MLPL
komfrim pola sesat    ",Negatif
939,"klo mppa close diatas 492, gak sehat ini  ",Negatif
940,"Membalas : Siaappp CENT hari ini feeling ku koq merah ya? Closing 274  
ini yg Di tunggu Pak,kmrn Di tinggal masinis ",Negatif
941,ELSA sepi banget,Negatif
942,BRMS R jual jual hari ni terakhir hiya hiya hiya,Negatif
943,"Membalas : Pak @wealth88 tolong prediksinya yg jelek2 hr ini     
Siaappp CENT hari ini feeling ku koq merah ya? Closing 274  ",Negatif
944,"Membalas : sd 30december 2021 mppa mudahan sdh di 1800an jd corp dilaporan spt tahunan nya jd ok dech
Mudah2an, masa manager Anderson ( Temasek ) ngak ada usaha, Mau makan gaji buta tuh manager!!   ",Negatif
945,sudah baca pemaparan hu hauw tadi sore? siap sell on news,Negatif
946,"Membalas : Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro 1.gampang buy susah cl klo salah 2.gampang buy
susah sell hu kalau saya  ",Negatif
947,"Membalas : Itu diatas...senangx kl sedang uptrend gini,smoga raja gk premature trendnya
260 kena fibo 0,68 atau golden ratio, smga bsok lanjutlah, hbis pinokio bar merah wajar, dan hari ini volumenya tipis",Negatif
948,"Membalas : Photo
Wahh saya trauma dgn kren ",Negatif
949,"Membalas : Photo
Kalau besok close tembus >1020 jadi pola ""sesat""   ",Negatif
950,"Membalas : Kalau sy lihat ada hidden bullish div dan juga dobot ya hu
Macd kah pak bull div nya?
Dobot =double bottom ya?
Nah saya pngn sebut itu juga tp ragu setau saya Dobot itu ada nya di downtrend hehe.. Cmiiw yaaa",Negatif
951,"Membalas : Apalagi di 2020 sampai q3, sales n eps growth super sekali.
Apa karena sigaret kretek ga kena sentimen cukai, pak Guru? Ggrm hmsp kok ambless",Negatif
952,"Membalas : offernya sama bidnya fren bisa berjuta2, enek liatnya
Ga cantik ya BD nya",Negatif
953,"Membalas : Masalahnya Banyak yg skdr pakai isu  digital 
udah arb berapa hari bank digital masih lupa pak?",Negatif
954,"#MPPA. sinyal jual sejauh ini jk tutup bwh 422. Btw silakan dicermati gimana struktur harga n volumenya.
Ini adalah foto",Negatif
955,"Membalas : kalau di buat terbang bisa jadi lppf tutup gap atas di puluhan ribu
Yah, bisa jdi juga trun dibawah 1000 klau pnik cl",Negatif
956,"Membalas : Dibeli Gojek/Grab/Temasek
Kl cocokmology nya Temasek dkk yg beli.
Dilihat dr shareholder 5% above di LPPF skrg dari Singapore semua.
Dan hari demi hari kepemilikan publik selalu tergerus...

Entah drama apa yg akan terjadi ya pak ",Negatif
957,BBHI bakal suspend lagi gak ya besok?,Negatif
958,"Membalas : Patut dipantau untuk besok: ASRI dan BBYB. Sinyalnya seperti mau terbang tinggi
BBYB volume kurang mendukung",Negatif
959,"Membalas : BBHI
Belum kapok?  ",Negatif
960,"Ihsg gap 6030an ketutup ditambah antm dobot

Drama awal tahun keulang kah?",Negatif
961,SAME injury time..,Negatif
962,MAIN masih ketinggalan ini,Negatif
963,"LPPF lagi merah, masih bisa entri atau tambah muatan pak?",Negatif
964,"Membalas : Ihsg 6064 Agro 1065 1070 Ara kan ndarr!! :rocket::rocket::rocket:
bsok prediksi agro arb lg ya pak       ",Negatif
965,"Membalas : Jangan lupakan RAJA dan KRAS, ada potensi mantul Khususnya buat kras, ada potensi mantul setelah terkoreksi agak dalam
volume hampir 10x volume beberapa hari terakhir, tapi tadi kesusahan jebol ma50, sekarang stucked di 670 675, apa mmg belum boleh naik lebih tinggi, belum penuh koper DX BQ XA  ",Negatif
966,"Membalas : Ada juga yg ngaco bang. Kayak Agro
Ini rata2 pada kena prank emang",Negatif
967,Ma50nya kras keras bener ga tembus   ,Negatif
968,"Membalas : Ada juga yg ngaco bang. Kayak Agro
Semesta tdk mendukung itu  ",Negatif
969,"Membalas : Tpi sya cuan trus om masuk rekomny  
Ada juga yg ngaco bang. Kayak Agro",Negatif
970,bbca ngga ijo... ihsg susah naik,Negatif
971,"Membalas : Photo
Lelet lpkr...kyk keong  ",Negatif
972,"Membalas : lg koreksi dalam..banyak bear div koin2an kmrn..mao masuk ga jadi.. banyak yg invest..ga pakai sl di koin..serem..
Inilah yg saya takutkan   gaada batas arb kl anjlok bs ludes aplg gapake sl",Negatif
973,"Membalas : Ada indikator lucu ni, baru sehari ini si, biasanya TT Coin postnya ara, hr ini dr pagi tak liat kok sepi, apakah tandanya ihsg
lg koreksi dalam..banyak bear div koin2an kmrn..mao masuk ga jadi..  banyak yg invest..ga pakai sl di koin..serem..",Negatif
974,"Membalas : Yang agro yang agro,, skrg 1030 feeling saya closing 1020 Cent skrg 286 feeling saya closing di 280 Wiim keren nih skrg 975 feel
berat utk AGRO liat LQ nya.",Negatif
975,"Membalas : PNBS saya sudah sellm soalnya dia membentuk rambut panjang
Sya masi hold  ",Netral
976,"Membalas : Kl sdh sesuai plan, bs jual sebagian jg
Lppf hold target sampai berapa hu?",Netral
977,"Membalas : Sangat bijaksana jika mppa dijual sbagian
Kalo mlpl bisa di hold hu ?",Netral
978,"Membalas : Saya jual nya kmrn blom smpt beli lagi da terbang tp banyak yg blg makasi jd yauda rejeki ga kemana2 kok
Trims insightnya ko...  
Saya sudah TP sebagian MPPA dan MLPL, sisanya tak biarin saja sampai kemana  
",Netral
979,"Membalas : CENT.png
Pak...
Kalau cupnya sepanjang itu, berarti bapak nunggu handlenya kurang lebih selama 1/3 waktu pembentukan cup nya.

Kalau sanggup menunggu, go ahead ",Netral
980,"hati2 dgn deviden trap ya. abis bagi biasa terjun dlu. jadi hrs siap hold. saya udh alami utk BMRI, tapi skrg udh cuan saham nya setelah d banting.",Netral
981,"yg incar deviden mending keep BJTM,  LQ4 blm keluar, kalo patokan thn lalu hrs nya deviden nya bisa d atas 6-7% dri hrg skrg.",Netral
982,"Membalas : Ayo..cent kpn kau ikut Mppa plg gak 315   
belum waktunya om, sabar  ",Netral
983,lppf ngikut apa tunggu sesi 2 ya,Netral
984,"Membalas : ber arti tanpa target y ci,slagi masih up trand hold keras   same saham terlama jd penghuni porto saya soalnya
Sama kak, saya sudah hold dari Desember tapi ya itu, petakilan keluar masuk setengah2 modal, jadinya malah ke average up dan malah kurang optimal profitnya, makanya ini udah digembok sekarang",Netral
985,"Membalas :     aminnn kl dibawa kesana @da_vm saya mau coba position trading kak, hold keras sampai benar2 berbalik arah atau patah up
ber arti tanpa target y ci,slagi masih up trand hold keras  
same saham terlama jd penghuni porto saya soalnya ",Netral
986,"Membalas : Berharapnya sih bisa jangka panjang kak, tapi skrng mau fast trade dulu
SAME kalau saya pribadi sih hold jangka panjang kak, sampai tahun depan at least   ",Netral
987,"Membalas : Indy masuk skrg bagus ngg ya
ngk nunggu breakout aja tah?",Netral
988,"Membalas : LPPF bakal dijual ga ya?  
Punya sy msh tak simpen om ",Netral
989,"Membalas : Langkah perbaikan MPPA 1. Konversi utang ke saham 2. Pembeli strategis 3. RI 4........dst
Skrg itu omongnya andai andai.... Nilai ri  di brp blm keluar, stand buyer blm keluar. Nanti aja diliat dulu, sementara option nya jangan beli dulu. Apa mau jadi asii jaman 1992 nanti after ri kan bs diliat atau mau jualan jg si temasek dan watiga trust. Risk nya udah gede kl di segini.",Netral
990,"Tau sendiri lippo grub gmna, nunggu prospektus ajalah, bnyak saham RI kok, ada AMRT juga",Netral
991,Ada 2 kemungkinan prediksi mppa kita tunggu mana yg terjadi  ,Netral
992,"Membalas : Makasih pak guru, pak fakhri dkk.. Tetep harus watch lg fren nya kedepan jika konsol dan tetep bertahan diatas MA200 nya maka bi
Ma50 msh di bwh. Mngkin konsolidasi di skitaran ma200. Kl mau beli, sy nunggu ma50>ma200",Netral
993,"Bbyb baca blom banyak naik, bisa colek dikit dikit",Netral
