,Normal,Status,token
788,tunggu emiten dividen cicil,Positif,"['tunggu', 'emiten', 'dividen', 'cicil']"
789,borong bk bk minat,Positif,"['borong', 'bk', 'bk', 'minat']"
790,oke oke,Positif,"['oke', 'oke']"
791,turun bawa naik tinggi,Positif,"['turun', 'bawa', 'naik', 'tinggi']"
792,telat average up nikmat,Positif,"['telat', 'average', 'up', 'nikmat']"
793,bagus,Positif,['bagus']
794,takut serok borong bandar,Positif,"['takut', 'serok', 'borong', 'bandar']"
795,kena pom sos biar dpat sero,Positif,"['kena', 'pom', 'sos', 'biar', 'dpat', 'sero']"
796,kena pom sos takut buy then cuan,Positif,"['kena', 'pom', 'sos', 'takut', 'buy', 'then', 'cuan']"
797,mantap,Positif,['mantap']
798,turun dgj metode simple hajar,Positif,"['turun', 'dgj', 'metode', 'simple', 'hajar']"
799,ayo turun habis roket roket roket roket roket roket roket roket roket tawar harap,Positif,"['ayo', 'turun', 'habis', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'tawar', 'harap']"
800,trading lupa tp beli,Positif,"['trading', 'lupa', 'tp', 'beli']"
801,mah overdosis,Positif,"['mah', 'overdosis']"
802,ayo turun habis roket roket roket roket roket roket roket roket roket naik turun,Positif,"['ayo', 'turun', 'habis', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'naik', 'turun']"
803,mah,Positif,['mah']
804,ayo turun habis roket roket roket roket roket roket roket roket roket roket,Positif,"['ayo', 'turun', 'habis', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket', 'roket']"
805,nyata lumayan trading,Positif,"['nyata', 'lumayan', 'trading']"
806,nyata lumayan,Positif,"['nyata', 'lumayan']"
807,gas,Positif,['gas']
808,manggung,Positif,['manggung']
809,naik,Positif,['naik']
810,borong bk,Positif,"['borong', 'bk']"
811,gas,Positif,['gas']
812,gas serok,Positif,"['gas', 'serok']"
813,haduh haka buru biarin turun habis roket roket roket kencang,Positif,"['haduh', 'haka', 'buru', 'biarin', 'turun', 'habis', 'roket', 'roket', 'roket', 'kencang']"
814,ara,Positif,['ara']
815,ara,Positif,['ara']
816,patut pantau sinyal terbang tinggi lihat tembus,Positif,"['patut', 'pantau', 'sinyal', 'terbang', 'tinggi', 'lihat', 'tembus']"
817,roket,Positif,['roket']
818,gann versi simple death gann versi simple death cerita mudah mantan indah,Positif,"['gann', 'versi', 'simple', 'death', 'gann', 'versi', 'simple', 'death', 'cerita', 'mudah', 'mantan', 'indah']"
819,gann versi simple death roket roket roket roket,Positif,"['gann', 'versi', 'simple', 'death', 'roket', 'roket', 'roket', 'roket']"
820,roket roket roket,Positif,"['roket', 'roket', 'roket']"
821,oke haka gitu araaakan,Positif,"['oke', 'haka', 'gitu', 'araaakan']"
822,feeling merah closing oke haka gitu,Positif,"['feeling', 'merah', 'closing', 'oke', 'haka', 'gitu']"
823,gap up katrol,Positif,"['gap', 'up', 'katrol']"
824,masuk bagus,Positif,"['masuk', 'bagus']"
825,jual beli beli,Positif,"['jual', 'beli', 'beli']"
826,ambil momen bagus bentar nyusul tunggu,Positif,"['ambil', 'momen', 'bagus', 'bentar', 'nyusul', 'tunggu']"
827,lippo batas usaha rugi lippo,Positif,"['lippo', 'batas', 'usaha', 'rugi', 'lippo']"
828,tp trakhir hijau,Positif,"['tp', 'trakhir', 'hijau']"
829,lihat chart seru pd,Positif,"['lihat', 'chart', 'seru', 'pd']"
830,wow kelar sp tinggal pilih suka atao pilih perhati sektor finance reversal bca dump mining naik iring nikel tembus resist aktif moga jangka uptrend cintah ajar bidang ilmu alhamdulillah terimakasih kawan moga ilmu share berkah alir,Positif,"['wow', 'kelar', 'sp', 'tinggal', 'pilih', 'suka', 'atao', 'pilih', 'perhati', 'sektor', 'finance', 'reversal', 'bca', 'dump', 'mining', 'naik', 'iring', 'nikel', 'tembus', 'resist', 'aktif', 'moga', 'jangka', 'uptrend', 'cintah', 'ajar', 'bidang', 'ilmu', 'alhamdulillah', 'terimakasih', 'kawan', 'moga', 'ilmu', 'share', 'berkah', 'alir']"
831,sami sami diskusi anggota based on chart ajar chart kombinasi akurat cakep chart banding,Positif,"['sami', 'sami', 'diskusi', 'anggota', 'based', 'on', 'chart', 'ajar', 'chart', 'kombinasi', 'akurat', 'cakep', 'chart', 'banding']"
832,trauma bolak,Positif,"['trauma', 'bolak']"
833,haka,Positif,['haka']
834,beda lupa hsmp ngeluarin produk skt produk,Positif,"['beda', 'lupa', 'hsmp', 'ngeluarin', 'produk', 'skt', 'produk']"
835,terimakasih silah tarik analisa senangx uptrend gin moga premature trendnya,Positif,"['terimakasih', 'silah', 'tarik', 'analisa', 'senangx', 'uptrend', 'gin', 'moga', 'premature', 'trendnya']"
836,silah share analisa bsk mampir dl mantap coba resisten tp support jebol cutloss,Positif,"['silah', 'share', 'analisa', 'bsk', 'mampir', 'dl', 'mantap', 'coba', 'resisten', 'tp', 'support', 'jebol', 'cutloss']"
837,thank you daahh,Positif,"['thank', 'you', 'daahh']"
838,another minervini neil setup vcp then break out pullback vol rendah close level,Positif,"['another', 'minervini', 'neil', 'setup', 'vcp', 'then', 'break', 'out', 'pullback', 'vol', 'rendah', 'close', 'level']"
839,lovers pattern cup handle potensi bullish trend tembus vol tp hasil tutup ma ma on list overall market,Positif,"['lovers', 'pattern', 'cup', 'handle', 'potensi', 'bullish', 'trend', 'tembus', 'vol', 'tp', 'hasil', 'tutup', 'ma', 'ma', 'on', 'list', 'overall', 'market']"
840,terima kasih watch konsol tahan ma opportunity short term trade volume spike hasil tembus ma ma tarik tahan area dynamic support crs turun positive,Positif,"['terima', 'kasih', 'watch', 'konsol', 'tahan', 'ma', 'opportunity', 'short', 'term', 'trade', 'volume', 'spike', 'hasil', 'tembus', 'ma', 'ma', 'tarik', 'tahan', 'area', 'dynamic', 'support', 'crs', 'turun', 'positive']"
841,obv bullish divergence ambil,Positif,"['obv', 'bullish', 'divergence', 'ambil']"
842,offernya bid juta enek liat,Positif,"['offernya', 'bid', 'juta', 'enek', 'liat']"
843,bullish divergence periode mar,Positif,"['bullish', 'divergence', 'periode', 'mar']"
844,digital pbv gila bubble,Positif,"['digital', 'pbv', 'gila', 'bubble']"
845,valuasinya gila narasi goreng pakai narasi terbang lumayan kaya,Positif,"['valuasinya', 'gila', 'narasi', 'goreng', 'pakai', 'narasi', 'terbang', 'lumayan', 'kaya']"
846,atao northstar atao adek we never know terbang tutup gap,Positif,"['atao', 'northstar', 'atao', 'adek', 'we', 'never', 'know', 'terbang', 'tutup', 'gap']"
847,emiten terbang kaya,Positif,"['emiten', 'terbang', 'kaya']"
848,sell on strength aduu naik bang power naik bawa ngeliat valuasi ngiler,Positif,"['sell', 'on', 'strength', 'aduu', 'naik', 'bang', 'power', 'naik', 'bawa', 'ngeliat', 'valuasi', 'ngiler']"
849,beli temasek beli sinergi cuan,Positif,"['beli', 'temasek', 'beli', 'sinergi', 'cuan']"
850,matahari beli,Positif,"['matahari', 'beli']"
851,pena fundamental corporate action kuat,Positif,"['pena', 'fundamental', 'corporate', 'action', 'kuat']"
852,inside bars gemesnya kehadang ma ma tanda kuat reversal moga bo,Positif,"['inside', 'bars', 'gemesnya', 'kehadang', 'ma', 'ma', 'tanda', 'kuat', 'reversal', 'moga', 'bo']"
853,tp,Positif,['tp']
854,patut pantau sinyal terbang tinggi,Positif,"['patut', 'pantau', 'sinyal', 'terbang', 'tinggi']"
855,mantap mantap,Positif,"['mantap', 'mantap']"
856,break out resisten,Positif,"['break', 'out', 'resisten']"
857,naik tp top buy moge dumped barang,Positif,"['naik', 'tp', 'top', 'buy', 'moge', 'dumped', 'barang']"
858,sungkem cici hijau poles kotak isi gembok,Positif,"['sungkem', 'cici', 'hijau', 'poles', 'kotak', 'isi', 'gembok']"
859,happy cuan all lupa,Positif,"['happy', 'cuan', 'all', 'lupa']"
860,tunggu turun open tutup hijau ngacirr mudah,Positif,"['tunggu', 'turun', 'open', 'tutup', 'hijau', 'ngacirr', 'mudah']"
861,candle cihuy sikatt,Positif,"['candle', 'cihuy', 'sikatt']"
862,aammpuuunn siaaapp point ramal gaaeesss porto ara,Positif,"['aammpuuunn', 'siaaapp', 'point', 'ramal', 'gaaeesss', 'porto', 'ara']"
863,fillingnya nmerah hijau gerak bursa,Positif,"['fillingnya', 'nmerah', 'hijau', 'gerak', 'bursa']"
864,sundul pelan pelan,Positif,"['sundul', 'pelan', 'pelan']"
865,rangka aktif kaka,Positif,"['rangka', 'aktif', 'kaka']"
866,rangka aktif,Positif,"['rangka', 'aktif']"
867,terbang,Positif,['terbang']
868,terbang semogaaa naik,Positif,"['terbang', 'semogaaa', 'naik']"
869,feeling prediksi break out feeling lihat disclaimer on barang terbang,Positif,"['feeling', 'prediksi', 'break', 'out', 'feeling', 'lihat', 'disclaimer', 'on', 'barang', 'terbang']"
870,ara roket roket roket,Positif,"['ara', 'roket', 'roket', 'roket']"
871,haka,Positif,['haka']
872,lupa potensi mantap khusus potensi mantap koreksi,Positif,"['lupa', 'potensi', 'mantap', 'khusus', 'potensi', 'mantap', 'koreksi']"
873,gas,Positif,['gas']
874,in trust,Positif,"['in', 'trust']"
875,diam biar bandar kerja,Positif,"['diam', 'biar', 'bandar', 'kerja']"
876,haka,Positif,['haka']
877,duid,Positif,['duid']
878,eko bawono jalan,Positif,"['eko', 'bawono', 'jalan']"
879,lumayan copet bentar doang,Positif,"['lumayan', 'copet', 'bentar', 'doang']"
880,ara signal,Positif,"['ara', 'signal']"
881,next bawah gas,Positif,"['next', 'bawah', 'gas']"
882,hijau mantap,Positif,"['hijau', 'mantap']"
883,ara,Positif,['ara']
884,hijau,Positif,['hijau']
885,feeling prediksi break out feeling lihat disclaimer on barang selamat menang hijau,Positif,"['feeling', 'prediksi', 'break', 'out', 'feeling', 'lihat', 'disclaimer', 'on', 'barang', 'selamat', 'menang', 'hijau']"
886,bandar asing jas peluang naik,Positif,"['bandar', 'asing', 'jas', 'peluang', 'naik']"
887,pantau done detail aja broker merah pd beli haka,Positif,"['pantau', 'done', 'detail', 'aja', 'broker', 'merah', 'pd', 'beli', 'haka']"
888,masuk haka loncat tinggi,Positif,"['masuk', 'haka', 'loncat', 'tinggi']"
889,jir jual jalan pantes haka asing makan bid bandar asing jas peluang naik,Positif,"['jir', 'jual', 'jalan', 'pantes', 'haka', 'asing', 'makan', 'bid', 'bandar', 'asing', 'jas', 'peluang', 'naik']"
890,jir jual jalan pantes haka asing makan bid,Positif,"['jir', 'jual', 'jalan', 'pantes', 'haka', 'asing', 'makan', 'bid']"
891,aaaraaa roket roket roket jalan selamat,Positif,"['aaaraaa', 'roket', 'roket', 'roket', 'jalan', 'selamat']"
892,bo ayo ayo akurasi kapten gunners bo flying high,Positif,"['bo', 'ayo', 'ayo', 'akurasi', 'kapten', 'gunners', 'bo', 'flying', 'high']"
893,tulis bawah tega support kuat moga mantap,Positif,"['tulis', 'bawah', 'tega', 'support', 'kuat', 'moga', 'mantap']"
894,feeling closing feeling closing keren feel feeling prediksi break out feeling lihat disclaimer on barang,Positif,"['feeling', 'closing', 'feeling', 'closing', 'keren', 'feel', 'feeling', 'prediksi', 'break', 'out', 'feeling', 'lihat', 'disclaimer', 'on', 'barang']"
895,cuan masuk rekomny,Positif,"['cuan', 'masuk', 'rekomny']"
896,bikin senyum,Positif,"['bikin', 'senyum']"
897,ara,Positif,['ara']
898,gas,Positif,['gas']
899,haka,Positif,['haka']
900,barang tp macan gas hijau brg sebln tunggu naik,Positif,"['barang', 'tp', 'macan', 'gas', 'hijau', 'brg', 'sebln', 'tunggu', 'naik']"
901,mining ngegasssss akhirnyaaaa barang tp macan gas hijau,Positif,"['mining', 'ngegasssss', 'akhirnyaaaa', 'barang', 'tp', 'macan', 'gas', 'hijau']"
902,mining ngegasssss akhirnyaaaa,Positif,"['mining', 'ngegasssss', 'akhirnyaaaa']"
903,kode hambalang tuju,Positif,"['kode', 'hambalang', 'tuju']"
904,bo,Positif,['bo']
905,lumayan coba cek,Positif,"['lumayan', 'coba', 'cek']"
906,feeling closing feeling closing keren feel lihat hijau tp merah demikisn biar nyopet tp arah tetepnaik,Positif,"['feeling', 'closing', 'feeling', 'closing', 'keren', 'feel', 'lihat', 'hijau', 'tp', 'merah', 'demikisn', 'biar', 'nyopet', 'tp', 'arah', 'tetepnaik']"
907,msinnya halus krmrn feeling closing feeling closing keren feeling closing dont worry tuju lets see,Positif,"['msinnya', 'halus', 'krmrn', 'feeling', 'closing', 'feeling', 'closing', 'keren', 'feeling', 'closing', 'dont', 'worry', 'tuju', 'lets', 'see']"
908,gila,Positif,['gila']
909,tunggu dividen,Positif,"['tunggu', 'dividen']"
910,fix closing semangaatt ara ndaarr psstt ngebet cuan pakai ilmu extra sabar jaman sideway butuh,Positif,"['fix', 'closing', 'semangaatt', 'ara', 'ndaarr', 'psstt', 'ngebet', 'cuan', 'pakai', 'ilmu', 'extra', 'sabar', 'jaman', 'sideway', 'butuh']"
911,fix closing semangaatt ara ndaarr roket roket roket psstt ngebet cuan pakai ilmu cocokmology aahh cocok flag pattern jalan dunnkkk,Positif,"['fix', 'closing', 'semangaatt', 'ara', 'ndaarr', 'roket', 'roket', 'roket', 'psstt', 'ngebet', 'cuan', 'pakai', 'ilmu', 'cocokmology', 'aahh', 'cocok', 'flag', 'pattern', 'jalan', 'dunnkkk']"
912,moga sehat kasih bocor bagus terima kasihh amiiiiin nebak,Positif,"['moga', 'sehat', 'kasih', 'bocor', 'bagus', 'terima', 'kasihh', 'amiiiiin', 'nebak']"
913,pokok jual bukti turun,Negatif,"['pokok', 'jual', 'bukti', 'turun']"
914,lihat sisi fundamental alesan fundamental salah lihat naik fundamental bagus pelit dividen usaha trading emas milik negara sentimen liat gelagat masuk kesini tutup mata batin haka,Negatif,"['lihat', 'sisi', 'fundamental', 'alesan', 'fundamental', 'salah', 'lihat', 'naik', 'fundamental', 'bagus', 'pelit', 'dividen', 'usaha', 'trading', 'emas', 'milik', 'negara', 'sentimen', 'liat', 'gelagat', 'masuk', 'kesini', 'tutup', 'mata', 'batin', 'haka']"
915,arb,Negatif,['arb']
916,arah ayo cl bubar,Negatif,"['arah', 'ayo', 'cl', 'bubar']"
917,ati kena suspend buang barusan kejar,Negatif,"['ati', 'kena', 'suspend', 'buang', 'barusan', 'kejar']"
918,vcp volume,Negatif,"['vcp', 'volume']"
919,berat banding lihat turun tipis turun tumpang lihat episode atao cari stock,Negatif,"['berat', 'banding', 'lihat', 'turun', 'tipis', 'turun', 'tumpang', 'lihat', 'episode', 'atao', 'cari', 'stock']"
920,susah move on gerak tunggu lq turun banding tahan dividen tarik,Negatif,"['susah', 'move', 'on', 'gerak', 'tunggu', 'lq', 'turun', 'banding', 'tahan', 'dividen', 'tarik']"
921,ara kejar berat banding lihat,Negatif,"['ara', 'kejar', 'berat', 'banding', 'lihat']"
922,bad news ngopi,Negatif,"['bad', 'news', 'ngopi']"
923,sesat jalan bandar,Negatif,"['sesat', 'jalan', 'bandar']"
924,berani makan berat,Negatif,"['berani', 'makan', 'berat']"
925,beli tongkol beli turun scepat kilat sgt bsr masuk,Negatif,"['beli', 'tongkol', 'beli', 'turun', 'scepat', 'kilat', 'sgt', 'bsr', 'masuk']"
926,sue gue jual murah pd ni,Negatif,"['sue', 'gue', 'jual', 'murah', 'pd', 'ni']"
927,komfrim sesat sesat kasi koreksi,Negatif,"['komfrim', 'sesat', 'sesat', 'kasi', 'koreksi']"
928,komfrim sesat,Negatif,"['komfrim', 'sesat']"
929,close sehat,Negatif,"['close', 'sehat']"
930,feeling merah closing tunggu tinggal masinis,Negatif,"['feeling', 'merah', 'closing', 'tunggu', 'tinggal', 'masinis']"
931,sepi,Negatif,['sepi']
932,jual jual ni hiya hiya hiya,Negatif,"['jual', 'jual', 'ni', 'hiya', 'hiya', 'hiya']"
933,tolong prediksi jelek feeling merah closing,Negatif,"['tolong', 'prediksi', 'jelek', 'feeling', 'merah', 'closing']"
934,sd december mudah corp lapor oke mudah manager anderson temasek usaha makan gaji buta manager,Negatif,"['sd', 'december', 'mudah', 'corp', 'lapor', 'oke', 'mudah', 'manager', 'anderson', 'temasek', 'usaha', 'makan', 'gaji', 'buta', 'manager']"
935,papar sell on news,Negatif,"['papar', 'sell', 'on', 'news']"
936,ajar level pro gampang buy susah cl salah gampang buy susah sell,Negatif,"['ajar', 'level', 'pro', 'gampang', 'buy', 'susah', 'cl', 'salah', 'gampang', 'buy', 'susah', 'sell']"
937,senangx uptrend gin moga premature trendnya kena fibonacci atao golden ratio moga habis pinokio bar merah wajar volume tipis,Negatif,"['senangx', 'uptrend', 'gin', 'moga', 'premature', 'trendnya', 'kena', 'fibonacci', 'atao', 'golden', 'ratio', 'moga', 'habis', 'pinokio', 'bar', 'merah', 'wajar', 'volume', 'tipis']"
938,trauma,Negatif,['trauma']
939,close tembus sesat,Negatif,"['close', 'tembus', 'sesat']"
940,lihat hidden bullish dividen dobot macd dividen dobot double bottom tp ragu dobot downtrend,Negatif,"['lihat', 'hidden', 'bullish', 'dividen', 'dobot', 'macd', 'dividen', 'dobot', 'double', 'bottom', 'tp', 'ragu', 'dobot', 'downtrend']"
941,sales eps growth super sigaret kretek kena sentimen cukai ambrol,Negatif,"['sales', 'eps', 'growth', 'super', 'sigaret', 'kretek', 'kena', 'sentimen', 'cukai', 'ambrol']"
942,offernya bid juta enek liat cantik bd,Negatif,"['offernya', 'bid', 'juta', 'enek', 'liat', 'cantik', 'bd']"
943,skdr pakai isu digital arb digital lupa,Negatif,"['skdr', 'pakai', 'isu', 'digital', 'arb', 'digital', 'lupa']"
944,sinyal jual tutup bawah sila cermat struktur volume,Negatif,"['sinyal', 'jual', 'tutup', 'bawah', 'sila', 'cermat', 'struktur', 'volume']"
945,terbang tutup gap jdi trun bawah panik cl,Negatif,"['terbang', 'tutup', 'gap', 'jdi', 'trun', 'bawah', 'panik', 'cl']"
946,beli temasek cocokmology temasek beli lihat shareholder above singapore milik publik gerus drama,Negatif,"['beli', 'temasek', 'cocokmology', 'temasek', 'beli', 'lihat', 'shareholder', 'above', 'singapore', 'milik', 'publik', 'gerus', 'drama']"
947,suspend,Negatif,['suspend']
948,patut pantau sinyal terbang tinggi volume kurang dukung,Negatif,"['patut', 'pantau', 'sinyal', 'terbang', 'tinggi', 'volume', 'kurang', 'dukung']"
949,kapok,Negatif,['kapok']
950,gap tutup dobot drama ulang,Negatif,"['gap', 'tutup', 'dobot', 'drama', 'ulang']"
951,injury time,Negatif,"['injury', 'time']"
952,tinggal,Negatif,['tinggal']
953,merah entri atao muat,Negatif,"['merah', 'entri', 'atao', 'muat']"
954,ara roket roket roket prediksi arb,Negatif,"['ara', 'roket', 'roket', 'roket', 'prediksi', 'arb']"
955,lupa potensi mantap khusus potensi mantap koreksi volume volume susah jebol ma stucked naik tinggi penuh koper dx bq xa,Negatif,"['lupa', 'potensi', 'mantap', 'khusus', 'potensi', 'mantap', 'koreksi', 'volume', 'volume', 'susah', 'jebol', 'ma', 'stucked', 'naik', 'tinggi', 'penuh', 'koper', 'dx', 'bq', 'xa']"
956,ngaco bang kena prank,Negatif,"['ngaco', 'bang', 'kena', 'prank']"
957,manya keras tembus,Negatif,"['manya', 'keras', 'tembus']"
958,ngaco bang semesta dukung,Negatif,"['ngaco', 'bang', 'semesta', 'dukung']"
959,cuan masuk rekomny ngaco bang,Negatif,"['cuan', 'masuk', 'rekomny', 'ngaco', 'bang']"
960,hijau susah naik,Negatif,"['hijau', 'susah', 'naik']"
961,lelet keong,Negatif,"['lelet', 'keong']"
962,koreksi bear dividen mao masuk invest pakai sl seram takut gaada batas arb anjlok ludes aplg gapake sl,Negatif,"['koreksi', 'bear', 'dividen', 'mao', 'masuk', 'invest', 'pakai', 'sl', 'seram', 'takut', 'gaada', 'batas', 'arb', 'anjlok', 'ludes', 'aplg', 'gapake', 'sl']"
963,indikator lucu ni coin postnya ara lihat sepi tanda koreksi bear dividen mao masuk invest pakai sl seram,Negatif,"['indikator', 'lucu', 'ni', 'coin', 'postnya', 'ara', 'lihat', 'sepi', 'tanda', 'koreksi', 'bear', 'dividen', 'mao', 'masuk', 'invest', 'pakai', 'sl', 'seram']"
964,feeling closing feeling closing keren feel berat lihat lq,Negatif,"['feeling', 'closing', 'feeling', 'closing', 'keren', 'feel', 'berat', 'lihat', 'lq']"
965,sellm bentuk rambut hold,Netral,"['sellm', 'bentuk', 'rambut', 'hold']"
966,sesuai jual hold target,Netral,"['sesuai', 'jual', 'hold', 'target']"
967,bijaksana jual sbagian hold,Netral,"['bijaksana', 'jual', 'sbagian', 'hold']"
968,jual blom smpt beli terbang tp makas yauda rejeki trims insightnya tp sisa biarin,Netral,"['jual', 'blom', 'smpt', 'beli', 'terbang', 'tp', 'makas', 'yauda', 'rejeki', 'trims', 'insightnya', 'tp', 'sisa', 'biarin']"
969,cup tunggu handlenya kurang bentuk cup sanggup tunggu go ahead,Netral,"['cup', 'tunggu', 'handlenya', 'kurang', 'bentuk', 'cup', 'sanggup', 'tunggu', 'go', 'ahead']"
970,hati dividen trap habis terjun hold alami cuan banting,Netral,"['hati', 'dividen', 'trap', 'habis', 'terjun', 'hold', 'alami', 'cuan', 'banting']"
971,incar dividen mending keep lq patok tahan dividen,Netral,"['incar', 'dividen', 'mending', 'keep', 'lq', 'patok', 'tahan', 'dividen']"
972,ayo kpn sabar,Netral,"['ayo', 'kpn', 'sabar']"
973,tunggu sesi,Netral,"['tunggu', 'sesi']"
974,ber target slagi up trand hold keras huni porto hold petakilan masuk modal average up kurang optimal profit gembok,Netral,"['ber', 'target', 'slagi', 'up', 'trand', 'hold', 'keras', 'huni', 'porto', 'hold', 'petakilan', 'masuk', 'modal', 'average', 'up', 'kurang', 'optimal', 'profit', 'gembok']"
975,bawa kesana vm coba position trading hold keras arah atao patah up ber target slagi up trand hold keras huni porto,Netral,"['bawa', 'kesana', 'vm', 'coba', 'position', 'trading', 'hold', 'keras', 'arah', 'atao', 'patah', 'up', 'ber', 'target', 'slagi', 'up', 'trand', 'hold', 'keras', 'huni', 'porto']"
976,harap jangka trade pribadi hold jangka at least,Netral,"['harap', 'jangka', 'trade', 'pribadi', 'hold', 'jangka', 'at', 'least']"
977,masuk bagus ngk tunggu breakout tah,Netral,"['masuk', 'bagus', 'ngk', 'tunggu', 'breakout', 'tah']"
978,jual simpan,Netral,"['jual', 'simpan']"
979,langkah konversi utang beli strategis ri dst omong andai andai nilai ri stand buy lihat option beli asi jaman after ri lihat atao jual temasek watiga trust risk gin,Netral,"['langkah', 'konversi', 'utang', 'beli', 'strategis', 'ri', 'dst', 'omong', 'andai', 'andai', 'nilai', 'ri', 'stand', 'buy', 'lihat', 'option', 'beli', 'asi', 'jaman', 'after', 'ri', 'lihat', 'atao', 'jual', 'temasek', 'watiga', 'trust', 'risk', 'gin']"
980,lippo tunggu prospektus aja bnyak ri,Netral,"['lippo', 'tunggu', 'prospektus', 'aja', 'bnyak', 'ri']"
981,prediksi tunggu,Netral,"['prediksi', 'tunggu']"
982,terima kasih watch konsol tahan ma bi ma bawah mngkin konsolidasi skitaran ma beli tunggu ma ma,Netral,"['terima', 'kasih', 'watch', 'konsol', 'tahan', 'ma', 'bi', 'ma', 'bawah', 'mngkin', 'konsolidasi', 'skitaran', 'ma', 'beli', 'tunggu', 'ma', 'ma']"
983,blom naik colek,Netral,"['blom', 'naik', 'colek']"
984,candle cihuy sikatt tunggu turun,Netral,"['candle', 'cihuy', 'sikatt', 'tunggu', 'turun']"
985,tunggu,Netral,['tunggu']
986,tunggu,Netral,['tunggu']
987,bandar asing jas peluang naik tunggu kasih,Netral,"['bandar', 'asing', 'jas', 'peluang', 'naik', 'tunggu', 'kasih']"
988,junta tanggal detik,Netral,"['junta', 'tanggal', 'detik']"
989,ayam naik haka,Positif,"['ayam', 'naik', 'haka']"
990,average atao ambil,Positif,"['average', 'atao', 'ambil']"
991,kasih diskon girang diskon cashnya kering jual barang alhamdllah porto hijau diskon kring bikin pusing,Positif,"['kasih', 'diskon', 'girang', 'diskon', 'cashnya', 'kering', 'jual', 'barang', 'alhamdllah', 'porto', 'hijau', 'diskon', 'kring', 'bikin', 'pusing']"
992,niat trading investor sangkut ngarep naik harap cutloss cuan ambil hati,Positif,"['niat', 'trading', 'investor', 'sangkut', 'ngarep', 'naik', 'harap', 'cutloss', 'cuan', 'ambil', 'hati']"
993,niat trading stock ubah haluan investing loss average niat trading investor sangkut ngarep naik,Positif,"['niat', 'trading', 'stock', 'ubah', 'haluan', 'investing', 'loss', 'average', 'niat', 'trading', 'investor', 'sangkut', 'ngarep', 'naik']"
994,closing mantap profit naik yoy,Positif,"['closing', 'mantap', 'profit', 'naik', 'yoy']"
995,asing jual top marketp cap asi,Positif,"['asing', 'jual', 'top', 'marketp', 'cap', 'asi']"
996,naik gegara berita ajm haka tuju,Positif,"['naik', 'gegara', 'berita', 'ajm', 'haka', 'tuju']"
997,naik gegara berita ajm closing,Positif,"['naik', 'gegara', 'berita', 'ajm', 'closing']"
998,arus air skill lincah renang cuan,Positif,"['arus', 'air', 'skill', 'lincah', 'renang', 'cuan']"
999,kurang auptrend uptrend naik kaya,Positif,"['kurang', 'auptrend', 'uptrend', 'naik', 'kaya']"
1000,kurang uptrend coba kurang auptrend,Positif,"['kurang', 'uptrend', 'coba', 'kurang', 'auptrend']"
1001,beli uptrend turun kurang uptrend coba,Positif,"['beli', 'uptrend', 'turun', 'kurang', 'uptrend', 'coba']"
1002,serok lepas doang,Positif,"['serok', 'lepas', 'doang']"
1003,serok,Positif,['serok']
1004,hijau hijau pasang cl average,Positif,"['hijau', 'hijau', 'pasang', 'cl', 'average']"
1005,hijau,Positif,['hijau']
1006,roket roket roket roket roket,Positif,"['roket', 'roket', 'roket', 'roket', 'roket']"
1007,hidup,Positif,['hidup']
1008,ayo habis bid biar tenang,Positif,"['ayo', 'habis', 'bid', 'biar', 'tenang']"
1009,cl terbang ct,Positif,"['cl', 'terbang', 'ct']"
1010,support kuat,Positif,"['support', 'kuat']"
1011,ayo rebound,Positif,"['ayo', 'rebound']"
1012,naik,Positif,['naik']
1013,sesi kena cutloss arb tick tuju arb selamat mantap arb moga mantap arb ara,Positif,"['sesi', 'kena', 'cutloss', 'arb', 'tick', 'tuju', 'arb', 'selamat', 'mantap', 'arb', 'moga', 'mantap', 'arb', 'ara']"
1014,lindung bca,Positif,"['lindung', 'bca']"
1015,hebat jago,Positif,"['hebat', 'jago']"
1016,tahan hijau,Positif,"['tahan', 'hijau']"
1017,dividen,Positif,['dividen']
1018,dividen cair free tax terima kasih menteri,Positif,"['dividen', 'cair', 'free', 'tax', 'terima', 'kasih', 'menteri']"
1019,konstruksi borong,Positif,"['konstruksi', 'borong']"
1020,gas,Positif,['gas']
1021,jago,Positif,['jago']
1022,buka naik ri goreng selesai ri tuju kalah,Positif,"['buka', 'naik', 'ri', 'goreng', 'selesai', 'ri', 'tuju', 'kalah']"
1023,kuat story actionnya right issue planning ipo equity naik kali lipat penetrasi market rilnya ngandalin swf doank bayar utang triliun,Positif,"['kuat', 'story', 'actionnya', 'right', 'issue', 'planning', 'ipo', 'equity', 'naik', 'kali', 'lipat', 'penetrasi', 'market', 'rilnya', 'ngandalin', 'swf', 'doank', 'bayar', 'utang', 'triliun']"
1024,buka naik ri goreng selesai ri tuju,Positif,"['buka', 'naik', 'ri', 'goreng', 'selesai', 'ri', 'tuju']"
1025,gwanin naik,Positif,"['gwanin', 'naik']"
1026,merah terbang tanda ipo,Positif,"['merah', 'terbang', 'tanda', 'ipo']"
1027,bersih,Positif,['bersih']
1028,posisi bagus,Positif,"['posisi', 'bagus']"
1029,ath,Positif,['ath']
